"validation/loss","validation/sparse_categorical_accuracy","loss","validation/validation_time_in_seconds","round_num","train_step_time_in_seconds","sparse_categorical_accuracy","train_steps_per_hour"
4.137060642242432,0.004400965292006731,"",173.2830798625946,0.0,"","",""
4.105979919433594,0.004400965292006731,3.9632179737091064,164.06152057647705,1,123.45485377311707,0.04835589975118637,29.160457365378363
4.061345100402832,0.05565091595053673,3.9578843116760254,170.64315009117126,2,59.56898260116577,0.05646766349673271,60.434136068819605
4.013270854949951,0.05565091595053673,3.9106054306030273,174.6691699028015,3,55.84063458442688,0.06295525282621384,64.46918139078575
3.970074415206909,0.05568963661789894,3.9105656147003174,183.4036512374878,4,46.457539081573486,0.05332086235284805,77.49011400881268
3.932770252227783,0.07204160839319229,3.8743903636932373,168.2716679573059,5,48.65414905548096,0.05322997272014618,73.99163421592007
3.8984737396240234,0.09529832005500793,3.8700270652770996,186.3169436454773,6,52.314735889434814,0.05708548426628113,68.81426310950822
3.868826389312744,0.09466592967510223,3.837928533554077,185.3028905391693,7,64.1382384300232,0.06258823722600937,56.128763248272115
3.8430325984954834,0.09150394052267075,3.8701171875,190.31648349761963,8,61.411330699920654,0.052960220724344254,58.621103939124566
3.820406675338745,0.09436909109354019,3.8557419776916504,191.64602613449097,9,54.76870274543762,0.05130641162395477,65.73097078330724
3.8014612197875977,0.08980034291744232,3.8462653160095215,184.05181074142456,10,52.24901723861694,0.05260332673788071,68.90081747488374
3.7838287353515625,0.07773318141698837,3.7639408111572266,193.02755212783813,11,53.42240643501282,0.06216505914926529,67.38745481971728
3.768724203109741,0.06738252192735672,3.777163505554199,189.8805456161499,12,48.188435077667236,0.06031746044754982,74.70672152348868
3.7565908432006836,0.06034872308373451,3.813196897506714,180.01553416252136,13,59.94753551483154,0.05466799810528755,60.05251040068743
3.747302293777466,0.057857852429151535,3.8110404014587402,181.17325162887573,14,55.27287793159485,0.056573521345853806,65.13140141635691
3.73980712890625,0.05682536959648132,3.8277015686035156,167.54697704315186,15,65.79699635505676,0.05341246351599693,54.71374377902473
3.7329792976379395,0.055921945720911026,3.7727246284484863,176.95167064666748,16,49.94819927215576,0.058145493268966675,72.07467040772507
3.7277443408966064,0.05567672848701477,3.7743160724639893,169.37187004089355,17,60.970967292785645,0.06215813010931015,59.04449543522279
3.723508358001709,0.05565091595053673,3.695906400680542,173.36946988105774,18,54.235013484954834,0.06492786109447479,66.37778380932208
3.719996690750122,0.05565091595053673,3.7227420806884766,182.01418256759644,19,48.88928532600403,0.05777360126376152,73.635766528278
3.7167112827301025,0.05565091595053673,3.71494197845459,173.48059344291687,20,38.2201452255249,0.0585365854203701,94.19116486234017
3.7148265838623047,0.05565091595053673,3.799266815185547,174.1903944015503,21,64.71439743041992,0.051833122968673706,55.62904304054863
3.7133524417877197,0.05565091595053673,3.775524139404297,169.30895256996155,22,59.817063331604004,0.05502063408493996,60.18349613793162
3.7108240127563477,0.05565091595053673,3.6693403720855713,170.2555022239685,23,49.322943925857544,0.06736526638269424,72.98834403338809
3.708223581314087,0.05565091595053673,3.753516912460327,178.13035941123962,24,59.02408170700073,0.056552961468696594,60.99205435961931
3.7052853107452393,0.05565091595053673,3.746995210647583,178.86298608779907,25,55.05578088760376,0.06275580078363419,65.38822884647466
3.7019031047821045,0.05565091595053673,3.7094221115112305,192.31000566482544,26,58.55796456336975,0.062438301742076874,61.47754668118943
3.69844913482666,0.05567672848701477,3.73166561126709,183.69896841049194,27,64.83136105537415,0.05818965658545494,55.52868151148557
3.6944468021392822,0.055805791169404984,3.672997236251831,187.81457257270813,28,49.60381579399109,0.0663062036037445,72.57506186522242
3.6906578540802,0.05685117840766907,3.7664151191711426,192.41236090660095,29,54.77547359466553,0.06275100260972977,65.7228457144841
3.685830593109131,0.06179419904947281,3.7296087741851807,182.90323090553284,30,73.21858477592468,0.06174885854125023,49.16784462602357
3.681427001953125,0.07040254026651382,3.6350317001342773,188.66383934020996,31,45.71900224685669,0.07448789477348328,78.74187587388809
3.6773841381073,0.08046926558017731,3.7179391384124756,190.09669256210327,32,51.02005171775818,0.058746736496686935,70.56049295902564
3.6737723350524902,0.08905179053544998,3.6066226959228516,190.2694387435913,33,48.94154214859009,0.07960048317909241,73.55714270445623
3.6702237129211426,0.10492624342441559,3.6701302528381348,198.79550004005432,34,40.26022005081177,0.06151241436600685,89.41828920598294
3.664829730987549,0.11725152283906937,3.6927249431610107,189.97863912582397,35,57.27088022232056,0.06337013840675354,62.85917007081286
3.660067319869995,0.12811842560768127,3.6579110622406006,192.87949895858765,36,50.9381902217865,0.07434640824794769,70.67388896867921
3.6559486389160156,0.13831421732902527,3.672532796859741,175.22753357887268,37,61.6756911277771,0.06985466182231903,58.36983638402481
3.6526269912719727,0.15141385793685913,3.7338147163391113,174.10754227638245,38,56.4070770740509,0.0575416274368763,63.82177887490854
3.649728298187256,0.1702825129032135,3.6641592979431152,179.4314398765564,39,41.14899921417236,0.06948798149824142,87.48693938490983
3.6469383239746094,0.19048048555850983,3.659531831741333,176.92877578735352,40,57.285823345184326,0.07475011050701141,62.8427731291852
3.6444132328033447,0.2052450180053711,3.7132863998413086,179.95014357566833,41,53.51032471656799,0.06930693238973618,67.27673620125425
3.6397833824157715,0.20782622694969177,3.6001601219177246,173.37831211090088,42,50.647035121917725,0.08329113572835922,71.08017263664233
3.6349565982818604,0.20227663218975067,3.6822640895843506,176.11253595352173,43,68.79598045349121,0.07080696523189545,52.32863862495195
3.6313929557800293,0.19584941864013672,3.6363115310668945,179.4926586151123,44,46.579012632369995,0.0810745432972908,77.28802730133843
3.628922700881958,0.19390060007572174,3.6317267417907715,170.3208146095276,45,52.15698456764221,0.08206012845039368,69.02239517568682
3.6249136924743652,0.2068711817264557,3.6067123413085938,174.49710083007812,46,47.64701461791992,0.08025404065847397,75.55562565395333
3.6186671257019043,0.2166023552417755,3.6038877964019775,176.43527841567993,47,51.89601707458496,0.09557522088289261,69.3694854236324
3.612349271774292,0.2220228910446167,3.555223226547241,165.84039902687073,48,57.44601345062256,0.09856915473937988,62.6675339811763
3.605102777481079,0.21839629113674164,3.5978853702545166,174.79925680160522,49,48.66277503967285,0.0955430343747139,73.97851842738235
3.598040819168091,0.21929971873760223,3.633378744125366,173.52154183387756,50,62.792261600494385,0.08565310388803482,57.33190536923831
3.590520143508911,0.2225649505853653,3.50935697555542,175.15348434448242,51,48.468523025512695,0.09803371131420135,74.27500933141792
3.5841071605682373,0.2294696867465973,3.6311588287353516,170.4864377975464,52,61.784260511398315,0.09380610287189484,58.26726694148668
3.5761115550994873,0.2360001504421234,3.565481662750244,168.74839425086975,53,56.994710206985474,0.10678642988204956,63.16375654733605
3.565290927886963,0.23920086026191711,3.532484292984009,174.85339093208313,54,53.88358545303345,0.12005649507045746,66.81069883773543
3.5531091690063477,0.24587328732013702,3.516608715057373,169.0196180343628,55,65.30589723587036,0.10606060922145844,55.12519010339298
3.5390734672546387,0.257398396730423,3.564274787902832,182.44354915618896,56,42.12829041481018,0.10433071106672287,85.45326583521702
3.523510694503784,0.2699818015098572,3.5212738513946533,188.9361367225647,57,52.64352798461914,0.12115232646465302,68.38447455595703
3.5063364505767822,0.2859724164009094,3.5110414028167725,182.95381832122803,58,45.876582860946655,0.13018597662448883,78.47140688119059
3.4835164546966553,0.3017177879810333,3.4330132007598877,182.00959014892578,59,41.94336271286011,0.14661061763763428,85.8300280939615
3.4555890560150146,0.3152949810028076,3.3989646434783936,174.74563908576965,60,49.933781147003174,0.16484040021896362,72.09548160195871
3.4253222942352295,0.32623931765556335,3.349397897720337,178.26976013183594,61,50.458669900894165,0.17918919026851654,71.34551915598959
3.391291379928589,0.3335828483104706,3.343926191329956,169.9566433429718,62,52.6932315826416,0.17194928228855133,68.31996998236725
3.3561294078826904,0.3415974974632263,3.4565110206604004,171.12108755111694,63,51.84965896606445,0.15923145413398743,69.43150778207038
3.31803560256958,0.3485151529312134,3.297067642211914,172.8755180835724,64,54.177974462509155,0.2037317156791687,66.44766689258897
3.2771236896514893,0.3553166389465332,3.2180628776550293,170.7928228378296,65,64.678377866745,0.22308063507080078,55.660023005168384
3.234116792678833,0.3618987500667572,3.205120325088501,178.7297945022583,66,52.21149444580078,0.2248803824186325,68.95033437008883
3.190584659576416,0.36800330877304077,3.2102646827697754,174.62951803207397,67,48.73696041107178,0.2233659327030182,73.8659114076013
3.144453287124634,0.3724946081638336,3.127901077270508,177.0095615386963,68,46.87790369987488,0.27412906289100647,76.79524287280807
3.0956780910491943,0.37703755497932434,3.1274540424346924,176.90013527870178,69,45.56625962257385,0.2617346942424774,79.00582645621705
3.044853925704956,0.3796832859516144,2.9602081775665283,176.92103028297424,70,46.87782573699951,0.31636255979537964,76.79537059157181
2.992642641067505,0.3846392035484314,3.0654711723327637,178.57671642303467,71,50.97538781166077,0.27567270398139954,70.62231705428026
2.940023422241211,0.39002102613449097,2.905674457550049,177.62660241127014,72,51.42168045043945,0.3189845383167267,70.00938064382598
2.884866714477539,0.39575132727622986,2.8699517250061035,181.98971915245056,73,54.11164593696594,0.32855653762817383,66.52911656380957
2.828223466873169,0.4034562408924103,2.8986239433288574,182.46881198883057,74,45.870460748672485,0.31093671917915344,78.48188008672194
2.769932508468628,0.4114837944507599,2.648895502090454,172.63697361946106,75,46.29660964012146,0.38349515199661255,77.75947370625983
2.7123172283172607,0.4192790687084198,2.7277231216430664,176.01193118095398,76,53.84515929222107,0.3618103861808777,66.85837775058985
2.6563329696655273,0.4266355335712433,2.6354143619537354,177.20516777038574,77,48.638094425201416,0.3987964987754822,74.01605763022431
2.5995993614196777,0.43431463837623596,2.5991058349609375,176.0404200553894,78,52.75879883766174,0.3867552876472473,68.2350637109302
2.543388605117798,0.4427422881126404,2.6383659839630127,173.3594720363617,79,47.763198375701904,0.3765237033367157,75.37183694614957
2.4884016513824463,0.4521636962890625,2.69441819190979,173.20154690742493,80,57.565972089767456,0.35099199414253235,62.536944471053445
2.435544490814209,0.463133841753006,2.468991279602051,180.10252118110657,81,48.61412453651428,0.41843271255493164,74.0525523049587
2.385246515274048,0.4746589660644531,2.381865978240967,178.58524012565613,82,46.86407518386841,0.46971365809440613,76.81790339136353
2.336974620819092,0.482660710811615,2.3950963020324707,177.54681849479675,83,45.10847520828247,0.4601841866970062,79.80761893141968
2.291146993637085,0.49006879329681396,2.3972418308258057,175.24820232391357,84,50.318440675735474,0.4350311756134033,71.54434739341971
2.249514102935791,0.49689608812332153,2.20993709564209,175.20477056503296,85,42.62395620346069,0.5020242929458618,84.45954624239481
2.2101187705993652,0.5014390349388123,2.235501766204834,184.3525893688202,86,43.74394679069519,0.4872746467590332,82.29710083603518
2.172739028930664,0.5051043629646301,2.1770455837249756,177.03930830955505,87,38.27526235580444,0.5070671439170837,94.05552773315112
2.1397597789764404,0.5077500939369202,2.3003320693969727,176.44550347328186,88,43.76191830635071,0.48483046889305115,82.26330424545327
2.104416847229004,0.5123188495635986,2.0643794536590576,175.4762933254242,89,52.88159132003784,0.5125922560691833,68.07662005125576
2.066220998764038,0.518784761428833,1.9921151399612427,166.95785307884216,90,62.175512075424194,0.5198076963424683,57.90060877396383
2.0304017066955566,0.5239859223365784,1.930717945098877,177.04513359069824,91,45.32101631164551,0.5640138387680054,79.43334666735967
1.9968501329421997,0.5292903184890747,1.9103106260299683,173.89203190803528,92,51.35969018936157,0.5626304745674133,70.0938807599289
1.9624838829040527,0.5362724661827087,1.9858832359313965,175.20532321929932,93,61.67721438407898,0.520246148109436,58.36839481079554
1.929394245147705,0.5433449745178223,1.9531117677688599,178.65776181221008,94,51.49707388877869,0.5454956889152527,69.90688456930845
1.8978387117385864,0.5502368211746216,1.8771474361419678,177.504807472229,95,56.932032108306885,0.5439330339431763,63.233295329269104
1.8689044713974,0.5548830032348633,1.9255247116088867,177.5489513874054,96,55.650739669799805,0.5240890979766846,64.68916714064135
1.8424149751663208,0.5600841641426086,1.8807196617126465,170.90513229370117,97,49.840659856796265,0.5478354096412659,72.23018335518896
1.817054033279419,0.5650916695594788,1.8292042016983032,180.10765480995178,98,52.21605324745178,0.5765151381492615,68.94431455666721
1.7926698923110962,0.5687569975852966,2.010932207107544,175.4288489818573,99,47.46590495109558,0.5133551955223083,75.84391372521186
1.7682102918624878,0.5723836421966553,1.8300069570541382,167.77278470993042,100,44.470152378082275,0.5701305866241455,80.9531743762207
1.743106722831726,0.5770685076713562,1.8229678869247437,172.62466263771057,101,57.30111527442932,0.5556161403656006,62.82600229958357
1.7158538103103638,0.5830827355384827,1.7959200143814087,165.40372443199158,102,53.480555295944214,0.579612672328949,67.31418512913257
1.6899136304855347,0.5888775587081909,1.7477115392684937,177.48770022392273,103,50.02958011627197,0.580867350101471,71.95742981718752
