"loss","train_step_time_in_seconds","validation/validation_time_in_seconds","train_steps_per_hour","validation/sparse_categorical_accuracy","validation/loss","sparse_categorical_accuracy","round_num"
"","",112.97143459320068,"",0.004400965292006731,4.137060165405273,"",0.0
3.819094181060791,43.25952625274658,114.64058542251587,83.2186644617134,0.06095530465245247,3.979860544204712,0.07007299363613129,1
3.8640286922454834,28.35546851158142,118.85160875320435,126.9596373810444,0.0512886680662632,3.828022003173828,0.08535825461149216,2
3.6287312507629395,16.872829914093018,115.06938290596008,213.3607710342118,0.0512886680662632,3.721733808517456,0.08510638028383255,3
3.5505545139312744,18.55603790283203,117.14922666549683,194.00693288358536,0.05214047059416771,3.946624994277954,0.08552631735801697,4
3.248608112335205,14.23164677619934,119.2920606136322,252.9573742668032,0.05214047059416771,4.553911209106445,0.07121212035417557,5
3.550666332244873,16.430142641067505,126.37216544151306,219.10947936640065,0.05214047059416771,4.696472644805908,0.07894736528396606,6
3.52211332321167,12.913786172866821,152.2490940093994,278.7718452055499,0.053289107978343964,4.190156936645508,0.06382978707551956,7
3.860751152038574,50.2659912109375,167.25837445259094,71.6189995118741,0.053289107978343964,3.753580331802368,0.03446153923869133,8
3.3852474689483643,29.168668270111084,172.93021535873413,123.42010155084432,0.053289107978343964,3.7581868171691895,0.10068965703248978,9
3.8303699493408203,54.577980279922485,185.780118227005,65.96066731557536,0.05486364662647247,3.717951774597168,0.05198776721954346,10
3.1385867595672607,29.330695629119873,173.88741254806519,122.7383095689649,0.07300956547260284,3.728045701980591,0.09852941334247589,11
3.692721128463745,61.7710337638855,184.95988154411316,58.27974344351581,0.027657680213451385,3.746880054473877,0.06964285671710968,12
3.5578672885894775,55.908236026763916,175.6735382080078,64.39122848155394,0.04712001234292984,3.8385202884674072,0.12173912674188614,13
3.3428287506103516,35.28948163986206,198.13149762153625,102.01339982091253,0.12331737577915192,3.597566604614258,0.1887499988079071,14
3.485715389251709,46.64084839820862,196.4050633907318,77.18555994659542,0.2600570321083069,3.303718090057373,0.15669290721416473,15
3.2821476459503174,34.42891836166382,193.9964530467987,104.56326167970924,0.28425589203834534,3.2419650554656982,0.20927152037620544,16
2.771048069000244,30.186984539031982,199.93922638893127,119.25669473031249,0.3067769706249237,3.139927625656128,0.37272727489471436,17
2.3581557273864746,35.12745904922485,191.2764642238617,102.48392845480922,0.3244711756706238,2.9598653316497803,0.5,18
2.2836077213287354,34.879865407943726,198.26340413093567,103.21140743794604,0.3349637985229492,2.83598256111145,0.4993864893913269,19
2.378059148788452,38.42068839073181,194.14379167556763,93.69951843102388,0.3545551896095276,2.6864871978759766,0.42988505959510803,20
2.048445224761963,34.89052414894104,186.6517300605774,103.179877282218,0.3617567718029022,2.6568241119384766,0.5815602540969849,21
2.826404094696045,32.32240414619446,181.38986492156982,111.3778536929733,0.3790508806705475,2.586430072784424,0.33605441451072693,22
1.7237203121185303,33.466177463531494,177.5549087524414,107.57129355221295,0.3982680141925812,2.5264129638671875,0.6315151453018188,23
2.0663840770721436,47.00233745574951,185.07845497131348,76.59193552638165,0.42053094506263733,2.39628005027771,0.48644688725471497,24
