"validation/eval/sparse_categorical_accuracy","validation/stat/num_examples","validation/validation_time_in_seconds","eval/sparse_categorical_accuracy","stat/num_examples","sparse_categorical_accuracy","round_num","eval/loss","validation/eval/loss","round_time_in_seconds","loss"
0.03319437801837921,77483.0,150.98566961288452,"","","",0.0,"",4.12802267074585,"",""
0.0544893704354763,77483.0,166.39426589012146,"","",0.049376681447029114,1.0,"",4.001377582550049,99.18059492111206,4.040279388427734
0.038627829402685165,77483.0,153.8973126411438,"","",0.04544325917959213,2.0,"",3.944098949432373,27.578080892562866,3.987807512283325
0.059071023017168045,77483.0,138.34073281288147,"","",0.06757802516222,3.0,"",3.8695645332336426,20.48181700706482,3.8901474475860596
0.04051211103796959,77483.0,140.37248015403748,"","",0.051665861159563065,4.0,"",3.85866379737854,20.40547466278076,3.8494889736175537
0.053108423948287964,77483.0,157.5595715045929,"","",0.060243844985961914,5.0,"",3.751952886581421,23.94561529159546,3.7992937564849854
0.055715445429086685,77483.0,154.3079195022583,"","",0.06199021264910698,6.0,"",3.736400604248047,31.261446237564087,3.753042697906494
0.05113379657268524,77483.0,154.35914373397827,"","",0.058268461376428604,7.0,"",3.7169783115386963,21.543274879455566,3.736201763153076
0.09945407509803772,77483.0,142.56144285202026,"","",0.05659898370504379,8.0,"",3.7061972618103027,21.83318543434143,3.7140159606933594
0.06823432445526123,77483.0,157.42792391777039,"","",0.062471501529216766,9.0,"",3.715442419052124,25.747150659561157,3.730267286300659
0.11927777528762817,77483.0,161.12332439422607,"","",0.061853066086769104,10.0,"",3.68501877784729,25.413508892059326,3.731708526611328
0.0556638240814209,77483.0,144.80607962608337,"","",0.05888403207063675,11.0,"",3.6832571029663086,18.544183254241943,3.6875576972961426
0.07293212413787842,77483.0,135.68460416793823,"","",0.05942476913332939,12.0,"",3.661466360092163,22.406734943389893,3.6826770305633545
0.18898339569568634,77483.0,143.09065985679626,"","",0.06410867720842361,13.0,"",3.6538240909576416,20.624051094055176,3.705824375152588
0.16611385345458984,77483.0,152.451735496521,"","",0.07066480815410614,14.0,"",3.6440377235412598,26.08875012397766,3.666468620300293
0.2183704823255539,77483.0,150.77302169799805,"","",0.06701254099607468,15.0,"",3.646010637283325,28.985733032226562,3.702932357788086
0.19801762700080872,77483.0,144.08594822883606,"","",0.08212927728891373,16.0,"",3.5698935985565186,18.81626844406128,3.620710611343384
0.24216924607753754,77483.0,141.49042868614197,"","",0.0966101661324501,17.0,"",3.511005163192749,19.104716777801514,3.5715243816375732
0.31716635823249817,77483.0,157.8945186138153,"","",0.13245032727718353,18.0,"",3.423194408416748,22.022282600402832,3.452153205871582
0.3778248131275177,77483.0,151.02273201942444,"","",0.17726929485797882,19.0,"",3.257833480834961,24.949794054031372,3.3562207221984863
0.38573622703552246,77483.0,138.47823786735535,"","",0.21830600500106812,20.0,"",3.1377174854278564,17.611302137374878,3.261075258255005
0.39047273993492126,77483.0,150.0575122833252,"","",0.24273011088371277,21.0,"",2.9313225746154785,21.123804330825806,3.1848864555358887
0.40697959065437317,77483.0,168.75861811637878,"","",0.2836845815181732,22.0,"",2.728841781616211,26.562944889068604,3.0016345977783203
0.4160396456718445,77483.0,158.53950262069702,"","",0.3742743730545044,23.0,"",2.617611885070801,24.208411931991577,2.6848819255828857
0.45371243357658386,77483.0,147.10800313949585,"","",0.34361013770103455,24.0,"",2.5288166999816895,20.917951583862305,2.774318218231201
0.4899655282497406,77483.0,143.96209287643433,"","",0.3909424841403961,25.0,"",2.309434652328491,20.555175065994263,2.5815320014953613
0.5094278454780579,77483.0,159.35362100601196,"","",0.4265822768211365,26.0,"",2.1855690479278564,24.379188060760498,2.4341208934783936
0.5326458811759949,77483.0,155.17009258270264,"","",0.4560733437538147,27.0,"",2.064730644226074,24.381953716278076,2.299041509628296
0.5085631608963013,77483.0,145.65499901771545,"","",0.5206121206283569,28.0,"",2.0574800968170166,17.17494773864746,2.154554843902588
0.5466618537902832,77483.0,145.0736346244812,"","",0.4637209177017212,29.0,"",1.9773250818252563,19.780163288116455,2.2514071464538574
0.5672212243080139,77483.0,161.26065063476562,"","",0.5302851796150208,30.0,"",1.821596384048462,24.88604497909546,1.9663965702056885
0.5624717473983765,77483.0,175.4455759525299,"","",0.5199400186538696,31.0,"",1.8383104801177979,22.717724084854126,2.0371251106262207
0.5874062776565552,77483.0,139.03265404701233,"","",0.5270471572875977,32.0,"",1.7185499668121338,20.66462254524231,1.9761896133422852
0.5996670126914978,77483.0,137.29282307624817,"","",0.5603564381599426,33.0,"",1.6947834491729736,15.47756838798523,1.8797473907470703
0.6078623533248901,77483.0,153.64452266693115,"","",0.5630682110786438,34.0,"",1.621107816696167,19.94806742668152,1.8373099565505981
0.6154382228851318,77483.0,152.98974061012268,"","",0.565925121307373,35.0,"",1.5741651058197021,23.146734952926636,1.7898530960083008
