"round_num","validation/validation_time_in_seconds","sparse_categorical_accuracy","validation/sparse_categorical_accuracy","train_step_time_in_seconds","train_steps_per_hour","validation/loss","loss"
285,33.67652249336243,0.7933723330497742,0.8024340867996216,5.15462851524353,698.401444324047,0.6143731474876404,0.6679366230964661
286,34.548168897628784,0.8231987953186035,0.8152368664741516,5.726746559143066,628.6291811277036,0.5809499621391296,0.5915915369987488
287,35.314393520355225,0.8064348697662354,0.8145012259483337,5.307438611984253,678.2932904529807,0.5840780735015869,0.6293926239013672
288,49.66652035713196,0.7824384570121765,0.8094033598899841,4.9311363697052,730.0548453936228,0.5965031385421753,0.7736210227012634
289,49.123943567276,0.8282926678657532,0.8032084703445435,6.566090106964111,548.2714890223294,0.6146259903907776,0.5919061303138733
290,56.62536358833313,0.8271604776382446,0.801814615726471,7.785029411315918,462.4259986439133,0.6146360039710999,0.5540896654129028
291,55.12768912315369,0.8050693869590759,0.8114166855812073,5.453315019607544,660.1489162199691,0.5805631875991821,0.664718508720398
292,67.83080124855042,0.8026981353759766,0.8139204978942871,8.502856492996216,423.3871291330522,0.5740580558776855,0.6946003437042236
293,74.7376127243042,0.7934440970420837,0.8098679780960083,8.933028936386108,402.99880652310907,0.5816924571990967,0.7094689607620239
294,75.55596423149109,0.8415697813034058,0.8122297525405884,9.126670122146606,394.44835321310757,0.5779623985290527,0.5331465601921082
295,73.73098492622375,0.8371886014938354,0.8153530359268188,10.722675561904907,335.7371002429595,0.5699103474617004,0.5718255639076233
296,78.81150507926941,0.8166104555130005,0.8088483810424805,8.30826210975647,433.3036142146366,0.5840356945991516,0.6039738059043884
297,71.07059526443481,0.7833545207977295,0.8087322115898132,6.50020956993103,553.8282975756729,0.5860005617141724,0.7046782374382019
298,71.35941100120544,0.7927400469779968,0.8113134503364563,11.876314401626587,303.124342978571,0.5807676911354065,0.7120203375816345
299,78.13988208770752,0.8428063988685608,0.8137139678001404,9.88718318939209,364.1077474788191,0.5771265625953674,0.538705587387085
300,73.03489875793457,0.819065272808075,0.8140882253646851,8.626912832260132,417.2987568087957,0.5787578225135803,0.6144399046897888
301,68.86128664016724,0.7895683646202087,0.8168501257896423,10.114216566085815,355.9346368033322,0.5688989758491516,0.7103332877159119
302,77.79870343208313,0.7708333134651184,0.8176116347312927,8.412126302719116,427.9536315136334,0.5639986395835876,0.7910200357437134
303,72.54393577575684,0.7954838871955872,0.8087709546089172,8.850779294967651,406.7438448100131,0.5815955400466919,0.7013166546821594
304,72.22334146499634,0.8350340127944946,0.810035765171051,12.390848159790039,290.5370119603662,0.5807991623878479,0.5341898798942566
305,79.32068967819214,0.8516355156898499,0.8170308470726013,9.098399877548218,395.67396997834595,0.561448335647583,0.48998701572418213
306,76.31939744949341,0.7980473041534424,0.8109908103942871,8.408586502075195,428.13378908708836,0.578143835067749,0.6901544332504272
307,58.79186940193176,0.8615806102752686,0.8000335693359375,10.490232944488525,343.1763640569495,0.6274229884147644,0.46209409832954407
308,57.77052044868469,0.8243052363395691,0.7953744530677795,7.122688055038452,505.4271606705322,0.6477301716804504,0.5775802135467529
309,58.27806091308594,0.8212083578109741,0.7998270392417908,8.46595549583435,425.2325684645247,0.6273781657218933,0.5666609406471252
310,51.00370955467224,0.7681233882904053,0.8037891983985901,5.466639995574951,658.5397982881752,0.6091839075088501,0.7768607139587402
311,59.73654055595398,0.8455321192741394,0.8075448870658875,7.44316291809082,483.66535028409726,0.5955817699432373,0.5016534328460693
312,61.46259379386902,0.8188331723213196,0.8128105401992798,6.958983421325684,517.3169387022625,0.5783036947250366,0.630601167678833
313,57.53539204597473,0.8409212827682495,0.8154433965682983,5.663605451583862,635.6374981935294,0.573701798915863,0.503685712814331
314,58.75368571281433,0.8247863054275513,0.8135977983474731,7.211744070053101,499.1857676909343,0.5788111090660095,0.5674867033958435
315,56.724398136138916,0.7830142378807068,0.8095840215682983,7.177494287490845,501.56779731252306,0.5848703384399414,0.7245873212814331
316,55.34717321395874,0.8258032202720642,0.8095453381538391,8.214932203292847,438.2263798302545,0.581974446773529,0.581676185131073
317,54.70983529090881,0.7937324643135071,0.8128105401992798,8.565712690353394,420.28026506822704,0.5684512257575989,0.663052499294281
318,59.89484882354736,0.8173345923423767,0.8109778761863708,7.109110593795776,506.3924597180654,0.57126784324646,0.6478797793388367
319,62.07313513755798,0.8305084705352783,0.8052734136581421,7.896552085876465,455.89517562213655,0.5926995873451233,0.5730936527252197
320,58.175570249557495,0.8185502290725708,0.7990139722824097,7.370219707489014,488.45219584729267,0.6260367631912231,0.5891354084014893
321,49.83438730239868,0.8005479574203491,0.7963424324989319,8.411895036697388,427.9653971304668,0.6412234902381897,0.6681044101715088
322,61.310094118118286,0.8232645392417908,0.7926512956619263,9.484968900680542,379.54789706708493,0.6594113707542419,0.5932815074920654
323,62.53670120239258,0.7922136783599854,0.7946259379386902,6.960019588470459,517.239923571988,0.6489431262016296,0.6811134815216064
324,55.08535313606262,0.8227132558822632,0.8037247061729431,6.412776947021484,561.3792635766127,0.6060715317726135,0.6138091087341309
325,55.67430233955383,0.8229946494102478,0.8138043284416199,7.758602619171143,464.00108069777525,0.5771684646606445,0.5840007066726685
326,58.8265585899353,0.805962860584259,0.8188118934631348,6.726566314697266,535.1913341185904,0.5644341111183167,0.633707582950592
327,54.44890999794006,0.8041791319847107,0.807390034198761,5.672184944152832,634.6760614198693,0.5857622623443604,0.6442574262619019
328,52.90495944023132,0.8199114799499512,0.7985880970954895,11.568323850631714,311.194607488743,0.616898775100708,0.632032573223114
329,59.089735984802246,0.8143762946128845,0.8058542013168335,8.470338582992554,425.0125263266781,0.5996160507202148,0.6291956305503845
330,61.54988074302673,0.8126027584075928,0.8160241842269897,7.381456613540649,487.708617482911,0.5737582445144653,0.6795307397842407
331,52.252511501312256,0.8164201974868774,0.8194184303283691,7.638285875320435,471.3099324590252,0.5626015067100525,0.6253275871276855
332,62.08819127082825,0.8092307448387146,0.8093775510787964,6.66179633140564,540.3947855668532,0.5965168476104736,0.6428698897361755
333,60.44133400917053,0.8069135546684265,0.8033375144004822,6.694146633148193,537.7832601056955,0.6258198022842407,0.6244713068008423
334,57.4181387424469,0.7874317169189453,0.8006272315979004,6.112606525421143,588.9467913611485,0.63546222448349,0.7007448673248291
335,56.47768187522888,0.8220218420028687,0.8044861555099487,7.868286848068237,457.5328873379655,0.6147781610488892,0.5911115407943726
336,53.88462519645691,0.7902488708496094,0.8117135167121887,8.946310997009277,402.40049794864814,0.5845688581466675,0.7218815088272095
337,60.1710638999939,0.8444039821624756,0.8153401613235474,7.130705118179321,504.8589081074195,0.573792040348053,0.482589989900589
338,50.515201568603516,0.7884104251861572,0.8202702403068542,9.44113278388977,381.3101756330548,0.5613725781440735,0.7306528091430664
339,61.06352424621582,0.8269848823547363,0.8216124773025513,6.841196537017822,526.2237359386393,0.5575557947158813,0.5451691150665283
340,61.548218965530396,0.798309862613678,0.8211866021156311,6.5954906940460205,545.8274701607638,0.5583878755569458,0.6854653358459473
341,54.974180936813354,0.8141493797302246,0.8189796209335327,5.803537607192993,620.3113072857674,0.5603447556495667,0.6003881096839905
342,55.41462707519531,0.8220798373222351,0.8187344074249268,9.066170454025269,397.0805554843328,0.559280514717102,0.5894699096679688
343,58.50669479370117,0.7775202989578247,0.8189409375190735,6.225562572479248,578.2609937797714,0.5572634935379028,0.7511371970176697
344,58.21310329437256,0.8103924989700317,0.818889319896698,6.774860143661499,531.3762828548024,0.5558410286903381,0.6540236473083496
345,52.10596227645874,0.8313748240470886,0.8194055557250977,7.383597373962402,487.5672138753231,0.5536763668060303,0.5641875863075256
346,59.993759870529175,0.7777174115180969,0.8202057480812073,6.874663829803467,523.6619693886788,0.5526934862136841,0.7765359878540039
347,60.88348984718323,0.8288482427597046,0.8174180388450623,6.925974369049072,519.7824606582071,0.5580730438232422,0.5956780314445496
348,51.92673707008362,0.8325603008270264,0.8150820136070251,7.68085241317749,468.6979786024449,0.5613260865211487,0.5299266576766968
349,58.27971148490906,0.8320726156234741,0.8169276118278503,9.717268705368042,370.4744727303133,0.5593007206916809,0.5617285966873169
350,62.09254288673401,0.8231579065322876,0.8183859586715698,7.277469635009766,494.67743330476554,0.5559726357460022,0.5594126582145691
351,57.48372220993042,0.7953410744667053,0.8182439804077148,6.848610877990723,525.6540434454038,0.556492030620575,0.6590809226036072
352,54.443392515182495,0.8063884973526001,0.8187344074249268,7.306121826171875,492.737472170822,0.5550374388694763,0.623723566532135
353,66.52740430831909,0.8369876146316528,0.8193926215171814,6.879615306854248,523.2850732821172,0.5559015870094299,0.5187830328941345
354,59.75864505767822,0.7884719967842102,0.8188247680664062,5.4943506717681885,655.2184625742955,0.5536500215530396,0.7386239767074585
355,48.84924530982971,0.8071512579917908,0.8207090497016907,8.198761224746704,439.0907237466499,0.5476094484329224,0.6084659099578857
356,62.43947100639343,0.8090379238128662,0.821535050868988,7.6461920738220215,470.822595776162,0.5443791747093201,0.6227712035179138
357,59.93166470527649,0.7928229570388794,0.8202702403068542,7.3734705448150635,488.23684561016887,0.5453202724456787,0.6910721659660339
358,55.848209857940674,0.829954981803894,0.8206574320793152,6.437185525894165,559.2506205574894,0.5459325313568115,0.5788943767547607
359,55.0396683216095,0.8446700572967529,0.8224384784698486,8.917227745056152,403.71291425139333,0.5433335900306702,0.5146823525428772
360,60.49656319618225,0.8022629022598267,0.8225546479225159,6.845954418182373,525.8580148355434,0.542990505695343,0.6903814077377319
361,58.4568772315979,0.8189262747764587,0.8192765116691589,5.938110828399658,606.2534203273219,0.5512306690216064,0.6041393876075745
362,48.605477809906006,0.8160127401351929,0.8132880926132202,8.171694040298462,440.5451283720008,0.5701667666435242,0.5835403203964233
363,64.73834896087646,0.8301886916160583,0.810177743434906,6.132359504699707,587.0497313865957,0.579896867275238,0.558616042137146
364,59.97528028488159,0.8505446910858154,0.8097647428512573,7.21465802192688,498.98414991519127,0.5844075083732605,0.5168607234954834
365,55.794108390808105,0.8079208135604858,0.8140882253646851,5.897469520568848,610.4313023482583,0.5673685669898987,0.6399717926979065
366,57.592291831970215,0.8323385715484619,0.8232128620147705,8.618953704833984,417.6841091489935,0.5426880121231079,0.5491146445274353
367,60.907604694366455,0.8248955011367798,0.8276525139808655,7.6352198123931885,471.49919562978687,0.5321904420852661,0.5918098092079163
368,54.10153365135193,0.7951251864433289,0.8202186226844788,6.966427326202393,516.764164962942,0.5506967902183533,0.6668404340744019
369,52.399165868759155,0.8384769558906555,0.8184891939163208,8.9627525806427,401.662320543702,0.5525898933410645,0.523703932762146
370,62.06734013557434,0.8339582085609436,0.8197927474975586,6.170312404632568,583.4388542948295,0.5498215556144714,0.590986967086792
371,61.1152765750885,0.820712685585022,0.8235613107681274,6.487215757369995,554.9376087746291,0.5404289364814758,0.5949572324752808
372,52.82190179824829,0.802935004234314,0.8255746364593506,5.525582313537598,651.5150432525548,0.5383519530296326,0.6392065286636353
373,59.3871591091156,0.8192371726036072,0.8254326581954956,6.67270040512085,539.5117091181318,0.5397626757621765,0.6598197817802429
374,58.64399218559265,0.7664273977279663,0.8234838843345642,7.996214389801025,450.2130413851474,0.5448271036148071,0.8161309957504272
375,55.56019592285156,0.856168270111084,0.8224900960922241,6.182490348815918,582.2896271385977,0.5453265309333801,0.4692052900791168
