"round_num","round_time_in_seconds","validation/stat/num_examples","stat/num_examples","sparse_categorical_accuracy","loss","validation/eval/loss","validation/eval/sparse_categorical_accuracy","eval/sparse_categorical_accuracy","eval/loss","validation/validation_time_in_seconds"
0.0,"",77483.0,"","","",4.128600597381592,0.05384406819939613,"","",19.535647869110107
1.0,10.640964269638062,77483.0,"",0.04642166197299957,14.222179412841797,15.259173393249512,0.053289107978343964,"","",18.12741231918335
2.0,2.8113720417022705,77483.0,"",0.05074626952409744,15.300167083740234,15.259173393249512,0.053289107978343964,"","",18.31427526473999
3.0,2.8370020389556885,77483.0,"",0.05671175941824913,15.204014778137207,15.259173393249512,0.053289107978343964,"","",18.247845888137817
4.0,2.9462199211120605,77483.0,"",0.046772684901952744,15.364214897155762,15.259173393249512,0.053289107978343964,"","",18.10899543762207
5.0,2.808957815170288,77483.0,"",0.052196383476257324,15.276793479919434,15.259173393249512,0.053289107978343964,"","",18.121489763259888
6.0,2.8318285942077637,77483.0,"",0.07228915393352509,14.952937126159668,15.259173393249512,0.053289107978343964,"","",18.267414331436157
7.0,2.8991153240203857,77483.0,"",0.044235292822122574,15.405113220214844,15.259173393249512,0.053289107978343964,"","",18.137683629989624
8.0,3.1711432933807373,77483.0,"",0.043478261679410934,15.417314529418945,15.259173393249512,0.053289107978343964,"","",18.16201162338257
9.0,2.825714588165283,77483.0,"",0.05225653201341629,15.275825500488281,15.259173393249512,0.053289107978343964,"","",18.22033715248108
10.0,2.726282835006714,77483.0,"",0.05421363562345505,15.244280815124512,15.259173393249512,0.053289107978343964,"","",18.33547306060791
11.0,2.8400747776031494,77483.0,"",0.05144694447517395,15.288873672485352,15.259173393249512,0.053289107978343964,"","",18.15886092185974
12.0,2.7509865760803223,77483.0,"",0.05925925821065903,15.162955284118652,15.259173393249512,0.053289107978343964,"","",18.253307104110718
13.0,2.8554844856262207,77483.0,"",0.0529206208884716,15.265119552612305,15.259173393249512,0.053289107978343964,"","",18.247421503067017
14.0,2.889948606491089,77483.0,"",0.047640860080718994,15.35022258758545,15.259173393249512,0.053289107978343964,"","",18.160866260528564
15.0,3.0724315643310547,77483.0,"",0.04154302552342415,15.448506355285645,15.259173393249512,0.053289107978343964,"","",18.190662622451782
16.0,2.7909255027770996,77483.0,"",0.05071721225976944,15.300636291503906,15.259173393249512,0.053289107978343964,"","",18.228691577911377
17.0,2.8374335765838623,77483.0,"",0.05022376775741577,15.308589935302734,15.259173393249512,0.053289107978343964,"","",18.140493392944336
18.0,2.7546844482421875,77483.0,"",0.05160932242870331,15.28625774383545,15.259173393249512,0.053289107978343964,"","",18.26124382019043
19.0,2.8898236751556396,77483.0,"",0.0455612950026989,15.383740425109863,15.259173393249512,0.053289107978343964,"","",18.24902367591858
20.0,2.2352538108825684,77483.0,"",0.05923344939947128,15.163370132446289,15.259173393249512,0.053289107978343964,"","",18.172478914260864
21.0,3.104440212249756,77483.0,"",0.04214074835181236,15.438873291015625,15.259173393249512,0.053289107978343964,"","",18.235424518585205
22.0,3.0752110481262207,77483.0,"",0.04768454656004906,15.349516868591309,15.259173393249512,0.053289107978343964,"","",18.28233027458191
23.0,2.5284762382507324,77483.0,"",0.06526946276426315,15.066081047058105,15.259173393249512,0.053289107978343964,"","",18.129933834075928
24.0,2.9332399368286133,77483.0,"",0.0457809679210186,15.380200386047363,15.259173393249512,0.053289107978343964,"","",18.30825185775757
25.0,3.117241859436035,77483.0,"",0.047748975455760956,15.348477363586426,15.259173393249512,0.053289107978343964,"","",18.281939268112183
26.0,2.8208553791046143,77483.0,"",0.05725567787885666,15.1952486038208,15.259173393249512,0.053289107978343964,"","",18.16561245918274
27.0,2.9419240951538086,77483.0,"",0.052203066647052765,15.276686668395996,15.259173393249512,0.053289107978343964,"","",18.28069281578064
28.0,2.6672143936157227,77483.0,"",0.06317586451768875,15.099825859069824,15.259173393249512,0.053289107978343964,"","",18.286863327026367
29.0,2.919329881668091,77483.0,"",0.042670682072639465,15.430330276489258,15.259173393249512,0.053289107978343964,"","",20.309555530548096
30.0,3.2720563411712646,77483.0,"",0.04475756362080574,15.39669418334961,15.259173393249512,0.053289107978343964,"","",18.12934398651123
31.0,2.49919056892395,77483.0,"",0.0664183720946312,15.047563552856445,15.259173393249512,0.053289107978343964,"","",18.294503927230835
32.0,2.7271909713745117,77483.0,"",0.055352479219436646,15.22592544555664,15.259173393249512,0.053289107978343964,"","",18.244369745254517
33.0,2.494955062866211,77483.0,"",0.058716706931591034,15.171698570251465,15.259173393249512,0.053289107978343964,"","",18.15832233428955
34.0,2.6105422973632812,77483.0,"",0.05925507843494415,15.1630220413208,15.259173393249512,0.053289107978343964,"","",18.280555725097656
35.0,2.7968196868896484,77483.0,"",0.050888143479824066,15.297880172729492,15.259173393249512,0.053289107978343964,"","",18.270713090896606
36.0,2.6643571853637695,77483.0,"",0.06427015364170074,15.082188606262207,15.259173393249512,0.053289107978343964,"","",18.127642393112183
37.0,2.868459701538086,77483.0,"",0.048288796097040176,15.339777946472168,15.259173393249512,0.053289107978343964,"","",18.28862690925598
38.0,2.9884512424468994,77483.0,"",0.04799216613173485,15.344558715820312,15.259173393249512,0.053289107978343964,"","",18.27706503868103
39.0,2.767636299133301,77483.0,"",0.04963427409529686,15.31809139251709,15.259173393249512,0.053289107978343964,"","",18.35373854637146
40.0,3.100957155227661,77483.0,"",0.0465015210211277,15.368584632873535,15.259173393249512,0.053289107978343964,"","",18.31809115409851
41.0,3.5863242149353027,77483.0,"",0.05091937631368637,15.297378540039062,15.259173393249512,0.053289107978343964,"","",18.23431420326233
