"validation/stat/num_examples","eval/loss","mean_absolute_error","validation/eval/mean_squared_error","mean_squared_error","validation/validation_time_in_seconds","eval/mean_absolute_error","round_num","validation/eval/mean_absolute_error","validation/eval/loss","stat/num_examples","eval/mean_squared_error","round_time_in_seconds","loss"
77483.0,"","",0.24681727588176727,"",8.555908679962158,"",0.0,0.4781070351600647,0.24681727588176727,"","","",""
77483.0,"",0.08471779525279999,0.030022267252206802,0.05264345556497574,8.37074065208435,"",1.0,0.03951188921928406,0.030022267252206802,"","",60.460848331451416,0.05264345556497574
77483.0,"",0.039625443518161774,0.030022267252206802,0.03009980171918869,8.2705237865448,"",2.0,0.03951188921928406,0.030022267252206802,"","",10.763243436813354,0.03009980171918869
77483.0,"",0.04007025063037872,0.030022267252206802,0.03038172982633114,8.393913507461548,"",3.0,0.03951188921928406,0.030022267252206802,"","",9.752049446105957,0.03038172982633114
77483.0,"",0.03841271623969078,0.030022267252206802,0.029207544401288033,8.441380977630615,"",4.0,0.03951188921928406,0.030022267252206802,"","",10.006621360778809,0.029207544401288033
77483.0,"",0.039174046367406845,0.030022267252206802,0.02981177344918251,8.391742467880249,"",5.0,0.03951188921928406,0.030022267252206802,"","",10.217742919921875,0.02981177344918251
77483.0,"",0.03657093644142151,0.030022267252206802,0.027687327936291695,8.510849475860596,"",6.0,0.03951188921928406,0.030022267252206802,"","",9.919739484786987,0.027687327936291695
77483.0,"",0.039201200008392334,0.030022267252206802,0.02989216335117817,8.469161987304688,"",7.0,0.03951188921928406,0.030022267252206802,"","",9.711849212646484,0.02989216335117817
77483.0,"",0.039124734699726105,0.030022267252206802,0.029806282371282578,8.572633028030396,"",8.0,0.03951188921928406,0.030022267252206802,"","",9.47590160369873,0.029806282371282578
77483.0,"",0.03800085559487343,0.030022267252206802,0.028634093701839447,8.470796346664429,"",9.0,0.03951188921928406,0.030022267252206802,"","",10.271202087402344,0.028634093701839447
77483.0,"",0.038126565515995026,0.030022267252206802,0.028820812702178955,8.437451601028442,"",10.0,0.03951188921928406,0.030022267252206802,"","",9.875171899795532,0.028820812702178955
77483.0,"",0.04013325646519661,0.030022267252206802,0.030467841774225235,8.381647825241089,"",11.0,0.03951188921928406,0.030022267252206802,"","",9.68632459640503,0.030467841774225235
77483.0,"",0.04036181792616844,0.030022267252206802,0.030610235407948494,8.416587352752686,"",12.0,0.03951188921928406,0.030022267252206802,"","",10.408178806304932,0.030610235407948494
77483.0,"",0.04000236839056015,0.030022267252206802,0.030338305979967117,8.4793860912323,"",13.0,0.03951188921928406,0.030022267252206802,"","",10.03870940208435,0.030338305979967117
77483.0,"",0.03867674991488457,0.030022267252206802,0.029269492253661156,8.436362504959106,"",14.0,0.03951188921928406,0.030022267252206802,"","",9.931294202804565,0.029269492253661156
77483.0,"",0.03909452632069588,0.030022267252206802,0.029560530558228493,8.393376350402832,"",15.0,0.03951188921928406,0.030022267252206802,"","",10.447866678237915,0.029560530558228493
77483.0,"",0.041319966316223145,0.030022267252206802,0.03176894038915634,8.49576735496521,"",16.0,0.03951188921928406,0.030022267252206802,"","",9.855245351791382,0.03176894038915634
77483.0,"",0.040047816932201385,0.030022267252206802,0.030400147661566734,8.522994041442871,"",17.0,0.03951188921928406,0.030022267252206802,"","",9.647611141204834,0.030400147661566734
77483.0,"",0.040511518716812134,0.030022267252206802,0.031018434092402458,8.63407039642334,"",18.0,0.03951188921928406,0.030022267252206802,"","",9.434351444244385,0.031018434092402458
77483.0,"",0.03969334438443184,0.030022267252206802,0.0300894845277071,8.463814496994019,"",19.0,0.03951188921928406,0.030022267252206802,"","",10.121872901916504,0.0300894845277071
77483.0,"",0.03961227461695671,0.030022267252206802,0.03000510297715664,8.430906772613525,"",20.0,0.03951188921928406,0.030022267252206802,"","",9.52864408493042,0.03000510297715664
77483.0,"",0.03987162187695503,0.030022267252206802,0.030538450926542282,8.453443050384521,"",21.0,0.03951188921928406,0.030022267252206802,"","",9.917612075805664,0.030538450926542282
77483.0,"",0.03902391344308853,0.030022267252206802,0.029688434675335884,8.41524600982666,"",22.0,0.03951188921928406,0.030022267252206802,"","",10.262200593948364,0.029688434675335884
77483.0,"",0.0398254469037056,0.030022267252206802,0.030304675921797752,8.556514739990234,"",23.0,0.03951188921928406,0.030022267252206802,"","",9.202089071273804,0.030304675921797752
77483.0,"",0.04136255756020546,0.030022267252206802,0.03178421035408974,8.431361436843872,"",24.0,0.03951188921928406,0.030022267252206802,"","",9.750830888748169,0.03178421035408974
77483.0,"",0.03736100345849991,0.030022267252206802,0.028060035780072212,8.460132598876953,"",25.0,0.03951188921928406,0.030022267252206802,"","",9.888660669326782,0.028060035780072212
77483.0,"",0.04055784270167351,0.030022267252206802,0.030833134427666664,8.42379117012024,"",26.0,0.03951188921928406,0.030022267252206802,"","",11.041010856628418,0.030833134427666664
77483.0,"",0.03942311182618141,0.030022267252206802,0.029952555894851685,8.5211660861969,"",27.0,0.03951188921928406,0.030022267252206802,"","",9.755412340164185,0.029952557757496834
77483.0,"",0.04072030633687973,0.030022267252206802,0.031069863587617874,8.517165184020996,"",28.0,0.03951188921928406,0.030022267252206802,"","",9.727392673492432,0.031069863587617874
77483.0,"",0.03755355253815651,0.030022267252206802,0.0283852256834507,10.02948260307312,"",29.0,0.03951188921928406,0.030022267252206802,"","",10.378128290176392,0.0283852256834507
77483.0,"",0.040151678025722504,0.030022267252206802,0.030820656567811966,8.322814464569092,"",30.0,0.03951188921928406,0.030022267252206802,"","",9.83548355102539,0.030820656567811966
