"validation/sparse_categorical_accuracy","validation/loss","round_num","train_steps_per_hour","train_step_time_in_seconds","loss","validation/validation_time_in_seconds","sparse_categorical_accuracy"
0.004400965292006731,4.137059688568115,0.0,"","","",181.0023651123047,""
0.004607462324202061,4.100620746612549,1,19.290017826566242,186.62502193450928,3.8562512397766113,180.18686413764954,0.059284333139657974
0.05565091595053673,4.04756498336792,2,35.12312676655617,102.49656939506531,3.857186794281006,178.67220067977905,0.06497512757778168
0.05565091595053673,3.991725206375122,3,29.187949743858464,123.3385705947876,3.7901253700256348,173.93945741653442,0.06888657808303833
0.0559348501265049,3.94380259513855,4,30.893211028839712,116.53045701980591,3.8103718757629395,177.8921513557434,0.06164639815688133
0.08210833370685577,3.9025638103485107,5,34.59699951026422,104.05526638031006,3.7715935707092285,184.45561742782593,0.06170542538166046
0.09457558393478394,3.8659205436706543,6,35.67112661002326,100.92195963859558,3.75776743888855,180.1156346797943,0.06758462637662888
0.08608339726924896,3.8343982696533203,7,29.363114538692574,122.6027979850769,3.745793104171753,173.85522437095642,0.07463529706001282
0.08003045618534088,3.8088765144348145,8,29.567161560699546,121.75669932365417,3.7771201133728027,180.02002596855164,0.05800184980034828
0.0862898975610733,3.7869532108306885,9,30.797879812752576,116.89116334915161,3.764920234680176,179.94365191459656,0.06080760061740875
