"train_step_time_in_seconds","validation/loss","sparse_categorical_accuracy","loss","round_num","train_steps_per_hour","validation/sparse_categorical_accuracy","validation/validation_time_in_seconds"
"",4.137058734893799,"","",0.0,"",0.004400965292006731,197.7840793132782
95.50198221206665,4.12725830078125,0.032499998807907104,4.143143177032471,1,37.695552664090584,0.004400965292006731,175.18586373329163
17.03913640975952,4.114248752593994,0.017500000074505806,4.1307373046875,2,211.27831325641745,0.004400965292006731,185.96679067611694
17.314725637435913,4.097376823425293,0.032499998807907104,4.100862979888916,3,207.91550934058654,0.016713343560695648,176.5872151851654
16.937161922454834,4.079232215881348,0.02250000089406967,4.104626655578613,4,212.55036802991276,0.05565091595053673,181.09025382995605
17.437905311584473,4.059927463531494,0.05999999865889549,4.048983573913574,5,206.4468143205493,0.05565091595053673,176.89258098602295
18.360213041305542,4.04066801071167,0.05000000074505806,4.080562591552734,6,196.07615619170477,0.05565091595053673,190.33662247657776
21.1219482421875,4.022054195404053,0.029999999329447746,4.030617713928223,7,170.43882310106284,0.05565091595053673,203.7913374900818
18.105699062347412,4.0041327476501465,0.027499999850988388,4.044162750244141,8,198.83242218946162,0.0556638240814209,205.03810620307922
19.472909212112427,3.986377716064453,0.07249999791383743,3.9620349407196045,9,184.8722222645987,0.05567672848701477,208.3523087501526
19.14491057395935,3.9697022438049316,0.03750000149011612,4.006796360015869,10,188.03953071980766,0.05570254102349281,219.1867711544037
16.46797513961792,3.9530179500579834,0.06499999761581421,3.9307875633239746,11,218.6061109200536,0.05588322505354881,216.29923486709595
22.04754662513733,3.936568260192871,0.0625,3.962783098220825,12,163.28347372199178,0.06703405827283859,216.2690784931183
19.363211393356323,3.9205660820007324,0.07249999791383743,3.931906223297119,13,185.9195733015232,0.08991649746894836,209.69556856155396
20.0863835811615,3.9060826301574707,0.042500000447034836,3.9798662662506104,14,179.22589128370262,0.05145644769072533,214.49685502052307
