"round_num","round_time_in_seconds","sparse_categorical_accuracy","loss","validation/eval/loss","validation/validation_time_in_seconds","eval/sparse_categorical_accuracy","eval/loss","validation/eval/sparse_categorical_accuracy","validation/stat/num_examples","stat/num_examples"
0.0,"","","",4.1465678215026855,19.491997718811035,"","",0.014080507680773735,77483.0,""
1.0,90.0186722278595,0.04677551984786987,14.176457405090332,15.221116065979004,18.326016187667847,"","",0.05565091595053673,77483.0,""
2.0,29.329697132110596,0.04905277490615845,15.327465057373047,15.221116065979004,18.34772491455078,"","",0.05565091595053673,77483.0,""
3.0,28.12064552307129,0.05139293894171715,15.289743423461914,15.221116065979004,18.362160205841064,"","",0.05565091595053673,77483.0,""
4.0,29.103097438812256,0.04685908183455467,15.362821578979492,15.221116065979004,18.443475246429443,"","",0.05565091595053673,77483.0,""
5.0,27.918441772460938,0.05592724308371544,15.216660499572754,15.221116065979004,18.310295343399048,"","",0.05565091595053673,77483.0,""
6.0,28.54684853553772,0.05164433643221855,15.285693168640137,15.221116065979004,18.38439917564392,"","",0.05565091595053673,77483.0,""
7.0,30.288382291793823,0.04884584620594978,15.330803871154785,15.221116065979004,18.30568242073059,"","",0.05565091595053673,77483.0,""
8.0,27.324118852615356,0.056684549897909164,15.204455375671387,15.221116065979004,18.48241877555847,"","",0.05565091595053673,77483.0,""
9.0,28.464910745620728,0.053793441504240036,15.251055717468262,15.221116065979004,18.299919605255127,"","",0.05565091595053673,77483.0,""
10.0,28.42205548286438,0.05508818104863167,15.230186462402344,15.221116065979004,18.443543910980225,"","",0.05565091595053673,77483.0,""
11.0,27.745975255966187,0.05473450943827629,15.235885620117188,15.221116065979004,18.293755292892456,"","",0.05565091595053673,77483.0,""
12.0,28.08890128135681,0.05390862375497818,15.249197006225586,15.221116065979004,18.342373847961426,"","",0.05565091595053673,77483.0,""
13.0,28.677207946777344,0.05341633781790733,15.257131576538086,15.221116065979004,18.320668935775757,"","",0.05565091595053673,77483.0,""
14.0,28.816099643707275,0.05169767886400223,15.284832000732422,15.221116065979004,18.505950689315796,"","",0.05565091595053673,77483.0,""
15.0,28.401750564575195,0.05212298780679703,15.277978897094727,15.221116065979004,18.264911651611328,"","",0.05565091595053673,77483.0,""
16.0,28.250433206558228,0.052737604826688766,15.268070220947266,15.221116065979004,18.375856161117554,"","",0.05565091595053673,77483.0,""
17.0,27.315801858901978,0.06033586710691452,15.145598411560059,15.221116065979004,18.336397886276245,"","",0.05565091595053673,77483.0,""
18.0,27.37757706642151,0.05598295107483864,15.215761184692383,15.221116065979004,18.34395146369934,"","",0.05565091595053673,77483.0,""
19.0,27.73169732093811,0.055373385548591614,15.225587844848633,15.221116065979004,18.290379285812378,"","",0.05565091595053673,77483.0,""
20.0,30.03541898727417,0.05130046606063843,15.291237831115723,15.221116065979004,18.450836658477783,"","",0.05565091595053673,77483.0,""
21.0,28.895365476608276,0.05146914720535278,15.288515090942383,15.221116065979004,18.24004292488098,"","",0.05565091595053673,77483.0,""
22.0,28.67488169670105,0.05272691696882248,15.268243789672852,15.221116065979004,18.44635272026062,"","",0.05565091595053673,77483.0,""
23.0,27.055875062942505,0.05849367752671242,15.175293922424316,15.221116065979004,18.30676031112671,"","",0.05565091595053673,77483.0,""
24.0,29.14395046234131,0.050740163773298264,15.300270080566406,15.221116065979004,18.358728647232056,"","",0.05565091595053673,77483.0,""
25.0,31.72649908065796,0.057061418890953064,15.198380470275879,15.221116065979004,18.307098865509033,"","",0.05565091595053673,77483.0,""
26.0,27.477726936340332,0.05581444129347801,15.218476295471191,15.221116065979004,18.43609380722046,"","",0.05565091595053673,77483.0,""
