"train_steps_per_hour","validation/sparse_categorical_accuracy","train_step_time_in_seconds","round_num","loss","validation/loss","validation/validation_time_in_seconds","sparse_categorical_accuracy"
60.32940791891226,0.2872888147830963,59.6723906993866,54,3.5209848880767822,3.551699161529541,179.03726506233215,0.12029190361499786
61.477526907049516,0.2847592234611511,58.5579833984375,55,3.519613265991211,3.538080930709839,188.7056221961975,0.10136576741933823
78.82029401131594,0.28555941581726074,45.673516511917114,56,3.5382232666015625,3.525491952896118,181.42768120765686,0.10995500534772873
62.99525508440152,0.288566529750824,57.14716124534607,57,3.5136160850524902,3.510192632675171,182.08561778068542,0.13062351942062378
64.67711624860027,0.2945549488067627,55.66110873222351,58,3.4983911514282227,3.4918994903564453,174.74761295318604,0.13876967132091522
72.88521065728288,0.30202755331993103,49.39273643493652,59,3.4185707569122314,3.470489025115967,177.853511095047,0.15396742522716522
67.7137518481092,0.3116941750049591,53.16497611999512,60,3.409149408340454,3.4456610679626465,178.8824827671051,0.15388280153274536
79.61578308888957,0.3179794251918793,45.21716499328613,61,3.317699909210205,3.4150571823120117,181.60062408447266,0.18648648262023926
69.50179792902746,0.32336124777793884,51.797221183776855,62,3.326441526412964,3.377434015274048,186.00665497779846,0.18779714405536652
51.677891349317655,0.33030471205711365,69.6622850894928,63,3.4387974739074707,3.337770938873291,177.04208254814148,0.15989398956298828
59.467357227366634,0.3381774127483368,60.537413597106934,64,3.267651319503784,3.294469118118286,173.06154489517212,0.21381744742393494
69.42138282370125,0.3447723984718323,51.8572211265564,65,3.189178228378296,3.2486283779144287,185.2995364665985,0.2382906824350357
72.40793996814415,0.35203850269317627,49.71830439567566,66,3.1896860599517822,3.2007672786712646,179.09492588043213,0.23524720966815948
72.97098623314687,0.3575364947319031,49.33467650413513,67,3.1747748851776123,3.152621030807495,187.2655906677246,0.23597529530525208
77.55632206709907,0.36215686798095703,46.41787934303284,68,3.104793071746826,3.1045453548431396,172.48866653442383,0.27355796098709106
67.8015904387899,0.36751288175582886,53.096099615097046,69,3.1005859375,3.0546793937683105,174.80678749084473,0.2709183692932129
75.0509399217289,0.3723268210887909,47.96742057800293,70,2.913151979446411,3.002922296524048,178.06194138526917,0.32607415318489075
65.943019262055,0.3775021731853485,54.59258675575256,71,3.017049789428711,2.950080394744873,179.32127904891968,0.27649644017219543
70.59229705844297,0.3834647536277771,50.99706554412842,72,2.8909337520599365,2.895517587661743,183.31544494628906,0.3333333432674408
63.60631150083249,0.38965967297554016,56.59815692901611,73,2.828468084335327,2.8395206928253174,170.05689072608948,0.34523189067840576
62.867069168165884,0.3975452780723572,57.26368427276611,74,2.866657018661499,2.782041311264038,178.38405656814575,0.3175576329231262
87.1980418383053,0.4069537818431854,41.2853307723999,75,2.6149284839630127,2.72440242767334,179.38276171684265,0.3900628089904785
69.95748393088809,0.4147232174873352,51.459826707839966,76,2.68414044380188,2.668637275695801,176.64313173294067,0.3784145712852478
76.52214600479525,0.42304763197898865,47.045204401016235,77,2.5958540439605713,2.614672899246216,180.64020538330078,0.40590810775756836
68.79423970826038,0.4304299056529999,52.329962730407715,78,2.559443712234497,2.561213970184326,172.721782207489,0.3951255679130554
60.63085440616523,0.4383671283721924,59.375709533691406,79,2.60723614692688,2.509298086166382,180.6940667629242,0.3799096941947937
52.366086701853895,0.44889846444129944,68.74678301811218,80,2.666722297668457,2.457784652709961,173.61851000785828,0.3613339066505432
66.3432201896332,0.4600622057914734,54.26326894760132,81,2.451592445373535,2.4078314304351807,182.40968227386475,0.40882208943367004
81.52815046134141,0.47171637415885925,44.156527280807495,82,2.353789806365967,2.3593928813934326,187.95556330680847,0.4655837118625641
61.1945591708607,0.48167985677719116,58.82875943183899,83,2.3877339363098145,2.31235408782959,174.87041068077087,0.45016250014305115
73.15368782801444,0.489204078912735,49.21146297454834,84,2.4151575565338135,2.2677245140075684,181.1001615524292,0.43607068061828613
80.51301368216251,0.4957861602306366,44.713268518447876,85,2.1975841522216797,2.2272582054138184,173.46435809135437,0.4991324543952942
67.13951214290081,0.5012325048446655,53.61969256401062,86,2.22556734085083,2.1894381046295166,179.33408856391907,0.48806998133659363
83.02707724619547,0.5065110921859741,43.3593487739563,87,2.189086675643921,2.1514580249786377,182.06209778785706,0.5164899826049805
87.33098661523952,0.5120478272438049,41.2224817276001,88,2.2580976486206055,2.116431474685669,177.23977160453796,0.4881023168563843
55.74356187371534,0.5176361203193665,64.58144903182983,89,2.0394744873046875,2.080101490020752,149.87389636039734,0.5162830948829651
89.05252192241296,0.5239729881286621,40.42558169364929,90,1.9896448850631714,2.042182445526123,135.12210702896118,0.51192307472229
