"train_step_time_in_seconds","validation/sparse_categorical_accuracy","loss","sparse_categorical_accuracy","train_steps_per_hour","round_num","validation/validation_time_in_seconds","validation/loss"
"",0.004400965292006731,"","","",0.0,121.78563642501831,4.137059688568115
58.09450554847717,0.055805791169404984,3.673816680908203,0.06861314177513123,61.96799449469395,1,117.59248423576355,3.957453489303589
55.416534185409546,0.05185653641819954,3.820082426071167,0.08909657597541809,64.96256131708492,2,114.86956810951233,3.792027473449707
26.374749183654785,0.05206303298473358,3.521007776260376,0.08865248411893845,136.4941890037395,3,122.33837032318115,3.7072978019714355
28.994842290878296,0.05214047059416771,3.4784913063049316,0.08421052992343903,124.16001314594324,4,116.15191268920898,3.7134811878204346
25.710936307907104,0.05214047059416771,3.194661855697632,0.09090909361839294,140.0182380325395,5,126.25687861442566,3.7803776264190674
26.65867042541504,0.06456900388002396,3.5193593502044678,0.07697368413209915,135.0404931135628,6,157.09680342674255,3.854896306991577
44.92627549171448,0.08559297025203705,3.4011037349700928,0.1042553186416626,80.1312808729032,7,165.96857237815857,4.030200004577637
99.68562388420105,0.2062775045633316,3.222872018814087,0.1947692334651947,36.113532320185996,8,175.01347732543945,3.708667516708374
52.65267825126648,0.28317180275917053,2.6869266033172607,0.3931034505367279,68.37259033282714,9,184.58106660842896,3.3469369411468506
107.4578607082367,0.3284720480442047,2.1444015502929688,0.4767584204673767,33.50150446205615,10,179.93438005447388,3.042325258255005
51.71031165122986,0.3339829444885254,1.4385178089141846,0.658088207244873,69.61860961660592,11,171.2057077884674,3.7932732105255127
111.5477294921875,0.3541809022426605,1.5506160259246826,0.6050595045089722,32.27318042589235,12,195.1399748325348,4.376780033111572
98.23277950286865,0.3525160253047943,1.2912338972091675,0.6665551662445068,36.647644688653756,13,198.064448595047,4.839929580688477
59.1669225692749,0.400694340467453,1.4456813335418701,0.6943749785423279,60.844807261776744,14,190.13833332061768,3.9123151302337646
95.89483880996704,0.4668765962123871,1.416823387145996,0.6578739881515503,37.54112363788473,15,194.98019003868103,2.704601526260376
57.87281131744385,0.5066660046577454,2.1135735511779785,0.501324474811554,62.205376204264304,16,197.54041004180908,2.242607593536377
56.52471399307251,0.49188855290412903,1.246993064880371,0.6954545378684998,63.688955603405695,17,195.77475595474243,2.2609100341796875
56.43407893180847,0.47338125109672546,0.8251084089279175,0.7803797721862793,63.791242244779475,18,188.59792184829712,2.367215156555176
56.77991199493408,0.4607849419116974,0.9860227704048157,0.7478527426719666,63.40270482140221,19,178.57069611549377,2.432138442993164
59.54088068008423,0.48907503485679626,1.3531622886657715,0.6568965315818787,60.462659585822365,20,177.99539041519165,2.181262731552124
46.672274589538574,0.5056205987930298,0.9998579025268555,0.7453900575637817,77.13358801687646,21,181.79005575180054,2.0134024620056152
49.44110178947449,0.4911012649536133,2.0545754432678223,0.5265306234359741,72.81391129447694,22,179.26505827903748,2.091357469558716
52.035719871520996,0.4567195475101471,1.0126192569732666,0.7303030490875244,69.18324583360419,23,188.96390891075134,2.4303653240203857
80.19276833534241,0.5106668472290039,1.1900945901870728,0.6637362837791443,44.89182846196138,24,188.7675745487213,2.0404908657073975
99.15047955513,0.5495011806488037,1.0548834800720215,0.7102236151695251,36.30844768631013,25,183.7106192111969,1.9107681512832642
59.82820796966553,0.5481202602386475,1.0615994930267334,0.7131249904632568,60.17228531774333,26,180.0598475933075,1.9847677946090698
53.75870442390442,0.5595937371253967,0.7910673022270203,0.7932885885238647,66.96589954275794,27,182.4700345993042,1.9558876752853394
92.83654069900513,0.5817146897315979,1.0105363130569458,0.7135593295097351,38.777834383897705,28,182.2587447166443,1.814477801322937
46.21194100379944,0.591174840927124,1.12424898147583,0.7127819657325745,77.901943129894,29,180.54785060882568,1.7129579782485962
62.14110851287842,0.5965954065322876,1.173749566078186,0.6846153736114502,57.93266464266435,30,198.84348797798157,1.5762584209442139
56.50600981712341,0.5916007161140442,0.9438959956169128,0.7379999756813049,63.710037421702125,31,193.8484230041504,1.5703191757202148
69.71904563903809,0.5756617784500122,1.0275378227233887,0.7138461470603943,51.63581869204814,32,199.9830207824707,1.6311575174331665
48.715590715408325,0.5787979364395142,1.0667610168457031,0.7158730030059814,73.89831360212472,33,194.17210817337036,1.611752986907959
59.97157597541809,0.5865286588668823,1.0214643478393555,0.7273291945457458,60.02843749638352,34,190.44505381584167,1.579397201538086
80.72052884101868,0.6032161712646484,1.259972333908081,0.6584070920944214,44.59832029953991,35,195.5296094417572,1.5412110090255737
62.94366931915283,0.6042357683181763,1.1046661138534546,0.7082802653312683,57.193996456520104,36,194.2022669315338,1.596740961074829
105.62847995758057,0.6182904839515686,1.0733563899993896,0.6996874809265137,34.08171736870328,37,190.16152834892273,1.5126177072525024
50.41350722312927,0.6138120889663696,0.8865736722946167,0.7709220051765442,71.40943366757773,38,201.67975187301636,1.4899674654006958
48.556652784347534,0.6037711501121521,0.6000287532806396,0.8251908421516418,74.1402010552193,39,196.61733865737915,1.5029264688491821
60.22645616531372,0.6149477958679199,0.7532579898834229,0.7981250286102295,59.77439532750312,40,198.90507054328918,1.4553648233413696
53.62179088592529,0.6220461130142212,0.8411911725997925,0.7779141068458557,67.13688484703208,41,184.0318808555603,1.4302253723144531
89.38346242904663,0.6278151273727417,1.219352126121521,0.6512367725372314,40.275906774787465,42,178.82336354255676,1.3692015409469604
125.54725432395935,0.6261115074157715,0.913159191608429,0.7279255390167236,28.674462212535843,43,179.1713423728943,1.3244887590408325
110.46642017364502,0.6280216574668884,0.8484443426132202,0.74657142162323,32.58908901312333,44,183.9916250705719,1.351702094078064
49.83723759651184,0.631816029548645,1.2737722396850586,0.6688311696052551,72.23514331083166,45,177.28478026390076,1.3190003633499146
57.5452766418457,0.6481292843818665,1.1663461923599243,0.7032257914543152,62.559435110650874,46,178.55978322029114,1.2424068450927734
87.50617837905884,0.6582863330841064,1.0158977508544922,0.7348314523696899,41.139952248920494,47,184.32591581344604,1.1958719491958618
49.21740674972534,0.6443219780921936,1.211940884590149,0.6728571653366089,73.14485337080646,48,180.79609537124634,1.2703214883804321
48.37941765785217,0.602816104888916,0.779631495475769,0.7873134613037109,74.4118092834403,49,181.6946222782135,1.4283727407455444
53.339078426361084,0.5952531695365906,0.922366738319397,0.7528302073478699,67.49272964980247,50,184.07829689979553,1.483565330505371
56.19000172615051,0.6121213436126709,0.9036475419998169,0.7518518567085266,64.06833759402751,51,175.3384244441986,1.44890296459198
89.87598824501038,0.6512008905410767,1.1450951099395752,0.6704797148704529,40.05519238560206,52,176.7378511428833,1.2820395231246948
53.31006217002869,0.6579378843307495,0.8193895220756531,0.7762500047683716,67.52946542283243,53,182.4963505268097,1.2817987203598022
52.41957139968872,0.6626614928245544,1.012298345565796,0.7297872304916382,68.6766393519459,54,176.8449056148529,1.2413610219955444
72.934739112854,0.672134518623352,0.7036762833595276,0.7876777052879333,49.35919486089636,55,181.57832193374634,1.188000202178955
52.9781060218811,0.688576877117157,0.9375321269035339,0.7322580814361572,67.95259910788661,56,178.50812768936157,1.1353199481964111
56.56863331794739,0.6894544363021851,0.8350405693054199,0.7448275685310364,63.639508131051784,57,174.43514323234558,1.1552475690841675
123.36021065711975,0.69545578956604,0.9520527720451355,0.7168865203857422,29.182829543038117,58,186.53364157676697,1.1146628856658936
47.53577756881714,0.6877379417419434,0.7399944067001343,0.7964538931846619,75.73243111019508,59,185.22151064872742,1.1018540859222412
52.58677077293396,0.6720958352088928,0.7145233154296875,0.8031846880912781,68.45828232245997,60,185.09413623809814,1.1542634963989258
52.12376403808594,0.6489036083221436,1.3118534088134766,0.625,69.06638586901633,61,188.49666213989258,1.2208369970321655
51.73242902755737,0.6460384726524353,1.141791820526123,0.6664473414421082,69.58884528855806,62,181.988352060318,1.1933327913284302
98.61440777778625,0.6685724854469299,1.095014214515686,0.6786184310913086,36.50582182790262,63,176.5308816432953,1.1138111352920532
110.08288288116455,0.6991211175918579,0.7392405271530151,0.7654867172241211,32.70263192404065,64,181.0864918231964,1.0371463298797607
50.2563419342041,0.7051998376846313,0.8438485860824585,0.7929577231407166,71.63275044397662,65,181.8534698486328,1.0214964151382446
49.81573557853699,0.7035220861434937,0.8673999309539795,0.7572413682937622,72.26632224118062,66,174.28450989723206,1.02813720703125
49.47801208496094,0.6983725428581238,1.0107349157333374,0.7304964661598206,72.75959256039383,67,184.31232452392578,1.066666603088379
56.301565647125244,0.681414008140564,0.7758580446243286,0.7739130258560181,63.94138348768664,68,184.88736414909363,1.167412281036377
102.97635698318481,0.6772195100784302,1.1446177959442139,0.6745283007621765,34.95948104464261,69,181.0152187347412,1.1871079206466675
50.37536311149597,0.6769226789474487,0.8807184100151062,0.7487499713897705,71.4635047301219,70,183.24154615402222,1.1884727478027344
53.57882046699524,0.68402099609375,0.7812633514404297,0.765605092048645,67.19072888544856,71,179.4182333946228,1.154687523841858
46.99234628677368,0.6856213808059692,0.8315865993499756,0.7761194109916687,76.60821994353674,72,179.87985467910767,1.1651265621185303
56.20866584777832,0.6829627156257629,1.0845527648925781,0.7067484855651855,64.04706366362353,73,183.01858615875244,1.1535896062850952
54.59024405479431,0.686847448348999,1.042343258857727,0.7377358675003052,65.94584915917471,74,178.03099942207336,1.095954179763794
51.73620247840881,0.6921260356903076,0.7639349102973938,0.7891891598701477,69.58376973072959,75,185.04577541351318,1.046647071838379
84.05248308181763,0.7088264226913452,0.9395387768745422,0.717164158821106,42.83038249441982,76,184.00136971473694,0.9667585492134094
55.79174542427063,0.7188286185264587,0.624213695526123,0.8100628852844238,64.52567440978324,77,177.28564739227295,0.9308358430862427
50.00256061553955,0.7158731818199158,0.9434282779693604,0.7947368621826172,71.99631290244783,78,181.99565815925598,0.9358358383178711
76.99647045135498,0.7173057198524475,1.184048056602478,0.6548245549201965,46.755389940561194,79,174.93921875953674,0.9403409361839294
111.03675985336304,0.7127627730369568,0.6852720379829407,0.7938053011894226,32.42169534444466,80,179.87333989143372,0.9511634707450867
54.05238080024719,0.7029541730880737,0.6687686443328857,0.8062111735343933,66.60206167983515,81,183.6177110671997,0.9860181212425232
92.72872161865234,0.6967850923538208,0.6680160760879517,0.8081169128417969,38.822922791980574,82,185.72497057914734,1.0462226867675781
57.315871238708496,0.7059484124183655,0.8563357591629028,0.7350000143051147,62.80982775271374,83,183.28249430656433,1.0457568168640137
45.03728008270264,0.7208420038223267,1.1680388450622559,0.7136054635047913,79.93377915782804,84,182.48388290405273,0.9928525686264038
42.19388008117676,0.7055224776268005,1.1178202629089355,0.7101449370384216,85.32043019210283,85,184.8094253540039,1.0621711015701294
44.34210443496704,0.683814525604248,0.7080460786819458,0.7952702641487122,81.18694513653107,86,184.39930319786072,1.1544166803359985
45.984379529953,0.6783165335655212,0.6230738759040833,0.8097901940345764,78.28745406154835,87,182.27983283996582,1.1585204601287842
52.34895849227905,0.6853374242782593,0.9083496928215027,0.7489655017852783,68.7692764800844,88,185.9236445426941,1.0959994792938232
97.10080051422119,0.7123498320579529,0.7878479361534119,0.7599326372146606,37.07487457297277,89,183.40456318855286,0.9595721960067749
107.01405930519104,0.7151891589164734,0.7658833861351013,0.7580459713935852,33.64043961488499,90,188.133065700531,0.9449564814567566
50.70330238342285,0.6803427934646606,0.7476268410682678,0.7774834632873535,71.00129243607215,91,181.01804089546204,1.0886720418930054
53.74141502380371,0.6973658800125122,0.8247655034065247,0.7654088139533997,66.98744345316271,92,183.00740337371826,1.0098891258239746
55.43048930168152,0.7303150296211243,0.46324944496154785,0.8595092296600342,64.94620641731899,93,182.53869724273682,0.8873499631881714
90.08782649040222,0.7251009941101074,0.7612291574478149,0.7455196976661682,39.96100405845108,94,187.7235667705536,0.9240550398826599
105.5258162021637,0.7151633501052856,0.6835538148880005,0.7884848713874817,34.11487472509297,95,179.48048305511475,0.9849996566772461
57.46505689620972,0.7085683345794678,1.091367244720459,0.7074074149131775,62.646766477620055,96,181.83470630645752,0.9980587363243103
52.74018859863281,0.7105816602706909,1.2679359912872314,0.6600000262260437,68.25914157033036,97,175.32659363746643,0.9701901078224182
49.84685564041138,0.7093169093132019,0.6377845406532288,0.8108108043670654,72.22120540500939,98,188.1585829257965,0.9681432247161865
84.95370841026306,0.7081424593925476,0.736909031867981,0.7766283750534058,42.376019450671706,99,180.42794275283813,0.9979867339134216
70.31637668609619,0.6971980929374695,0.8886799216270447,0.7441860437393188,51.19717723896652,100,177.40503215789795,1.058624267578125
54.62566041946411,0.722016453742981,0.6276425719261169,0.803680956363678,65.9030933879063,101,183.05542039871216,0.9403982162475586
48.79458022117615,0.7191771268844604,0.9543281197547913,0.7550724744796753,73.77868574095554,102,175.24552464485168,0.9526801705360413
97.72820496559143,0.7141308188438416,0.5812647342681885,0.807443380355835,36.83685790880436,103,181.40493631362915,0.9865458607673645
51.366272926330566,0.6975852847099304,0.7919754981994629,0.7833333611488342,70.08489802565809,104,181.47170782089233,1.0585616827011108
55.86279797554016,0.6812462210655212,0.852833092212677,0.7503105401992798,64.44360344385687,105,179.49210000038147,1.1232069730758667
55.167508363723755,0.6756320595741272,1.0641063451766968,0.7129870057106018,65.25580195257169,106,179.4708273410797,1.1403769254684448
47.50871515274048,0.6742898225784302,1.224985957145691,0.6684931516647339,75.77557061743309,107,184.72130036354065,1.1911797523498535
105.22351312637329,0.7014700174331665,1.2439123392105103,0.6319277286529541,34.212885438223346,108,174.35664224624634,1.027086853981018
58.438108921051025,0.7130079865455627,0.7249436378479004,0.7919753193855286,61.6036361625518,109,181.7025043964386,0.9572839736938477
51.53934144973755,0.7057290077209473,1.2833654880523682,0.6595890522003174,69.84955373383669,110,180.60816979408264,1.0004199743270874
106.21228647232056,0.7056773900985718,0.5834993124008179,0.8117994070053101,33.89438378146748,111,173.23876667022705,1.0294333696365356
50.761741399765015,0.707058310508728,0.8643730878829956,0.7612403035163879,70.91955281141449,112,177.8469512462616,1.0385315418243408
109.72222304344177,0.717680037021637,0.7071508765220642,0.7828571200370789,32.81012633671003,113,184.54384326934814,0.9795321822166443
108.52556037902832,0.7164797186851501,0.5960522890090942,0.8336043357849121,33.17190887959396,114,177.46885919570923,0.9728748202323914
94.29611921310425,0.708645761013031,1.1766537427902222,0.6606741547584534,38.17760508111888,115,170.38458585739136,1.001653790473938
52.11638689041138,0.6921389102935791,0.7628456950187683,0.7832117080688477,69.07616231282421,116,181.10899901390076,1.0928579568862915
89.96505427360535,0.6933779120445251,0.7616360783576965,0.7713261842727661,40.01553746693172,117,178.13947129249573,1.0779441595077515
110.46797156333923,0.6921260356903076,0.7626723051071167,0.77507084608078,32.588631338594475,118,178.75310063362122,1.0754908323287964
51.204107999801636,0.6949266195297241,0.5616766214370728,0.8281879425048828,70.30685897338446,119,185.97770285606384,1.065998911857605
67.01053762435913,0.7134209871292114,0.8805567622184753,0.7349557280540466,53.722893855597974,120,181.6770839691162,0.991644024848938
48.24166297912598,0.7421111464500427,1.0155895948410034,0.7172414064407349,74.62429314589983,121,176.08983612060547,0.8798149824142456
