"validation/eval/mean_squared_error","round_time_in_seconds","round_num","eval/loss","validation/validation_time_in_seconds","mean_absolute_error","eval/mean_squared_error","validation/eval/mean_absolute_error","validation/stat/num_examples","loss","stat/num_examples","eval/mean_absolute_error","validation/eval/loss","mean_squared_error"
0.25134897232055664,"",0.0,"",8.59196424484253,"","",0.4827446937561035,77483.0,"","","",0.25134897232055664,""
0.021462585777044296,50.3227059841156,1.0,"",7.705797910690308,0.19980105757713318,"",0.10540508478879929,77483.0,0.062019504606723785,"","",0.021462585777044296,0.062019504606723785
0.01864083670079708,7.80358624458313,2.0,"",7.779070138931274,0.0915682315826416,"",0.08171118050813675,77483.0,0.019089514389634132,"","",0.01864083670079708,0.019089514389634132
0.017922716215252876,8.38637399673462,3.0,"",7.7748026847839355,0.07641997933387756,"",0.07243917882442474,77483.0,0.017819184809923172,"","",0.017922716215252876,0.017819184809923172
0.017566852271556854,7.923088312149048,4.0,"",7.869818687438965,0.06786742061376572,"",0.06654678285121918,77483.0,0.01661452278494835,"","",0.017566852271556854,0.01661452278494835
0.01734813302755356,7.885277271270752,5.0,"",7.782533645629883,0.06388778984546661,"",0.06333467364311218,77483.0,0.016738882288336754,"","",0.01734813302755356,0.016738882288336754
0.01731392927467823,8.256211996078491,6.0,"",7.749539852142334,0.05880476534366608,"",0.06013515964150429,77483.0,0.015064654871821404,"","",0.01731392927467823,0.015064654871821404
0.01714400015771389,7.815316200256348,7.0,"",7.8645875453948975,0.05830933526158333,"",0.059125129133462906,77483.0,0.01632695645093918,"","",0.01714400015771389,0.01632695645093918
0.017095092684030533,7.666768550872803,8.0,"",7.777060508728027,0.05718899518251419,"",0.05781979113817215,77483.0,0.016263648867607117,"","",0.017095092684030533,0.016263648867607117
0.017080336809158325,8.004544734954834,9.0,"",7.807158470153809,0.05499974265694618,"",0.05635760724544525,77483.0,0.015550052747130394,"","",0.017080336809158325,0.015550052747130394
0.017065759748220444,8.130096197128296,10.0,"",7.843335866928101,0.054112471640110016,"",0.05531768500804901,77483.0,0.015744229778647423,"","",0.017065759748220444,0.015744229778647423
0.01699739694595337,7.826706171035767,11.0,"",7.846377849578857,0.0548381470143795,"",0.05518617108464241,77483.0,0.016774281859397888,"","",0.01699739694595337,0.016774281859397888
0.016970448195934296,7.864067792892456,12.0,"",7.886545181274414,0.05462585389614105,"",0.05478370189666748,77483.0,0.016858475282788277,"","",0.016970448195934296,0.016858475282788277
0.016947615891695023,8.429239988327026,13.0,"",7.84076714515686,0.05351131781935692,"",0.054156675934791565,77483.0,0.016337525099515915,"","",0.016947615891695023,0.016337525099515915
0.016971994191408157,7.985044002532959,14.0,"",7.89193320274353,0.05197136104106903,"",0.05312645435333252,77483.0,0.015859967097640038,"","",0.016971994191408157,0.015859967097640038
0.016926458105444908,7.869451284408569,15.0,"",7.929841995239258,0.05173143371939659,"",0.052751872688531876,77483.0,0.01605547033250332,"","",0.016926458105444908,0.01605547033250332
0.01693083345890045,8.20229196548462,16.0,"",7.893204212188721,0.05296405404806137,"",0.05309410020709038,77483.0,0.017270373180508614,"","",0.01693083345890045,0.017270373180508614
0.01690037176012993,7.6438658237457275,17.0,"",7.818977355957031,0.05181916430592537,"",0.052357397973537445,77483.0,0.016515908762812614,"","",0.01690037176012993,0.016515908762812614
0.016885826364159584,7.570250034332275,18.0,"",7.9610748291015625,0.0514296218752861,"",0.05208037048578262,77483.0,0.016531914472579956,"","",0.016885826364159584,0.016531914472579956
0.016889231279492378,8.167952060699463,19.0,"",7.820588827133179,0.05063902214169502,"",0.051678016781806946,77483.0,0.01613658107817173,"","",0.016889231279492378,0.01613658107817173
0.016866501420736313,7.632558822631836,20.0,"",7.9187235832214355,0.05047706514596939,"",0.051387298852205276,77483.0,0.016207167878746986,"","",0.016866501420736313,0.016207167878746986
0.01686704345047474,7.871041297912598,21.0,"",7.878291368484497,0.05049052834510803,"",0.05107405409216881,77483.0,0.01654251478612423,"","",0.01686704345047474,0.01654251478612423
0.01686694659292698,8.040483236312866,22.0,"",7.86428165435791,0.0493026040494442,"",0.050638601183891296,77483.0,0.01587122306227684,"","",0.01686694659292698,0.01587122306227684
0.016867803409695625,7.469078302383423,23.0,"",7.815928936004639,0.04946508631110191,"",0.05063308775424957,77483.0,0.01621197909116745,"","",0.016867803409695625,0.01621197909116745
0.016850102692842484,7.758112192153931,24.0,"",7.884462356567383,0.05093659460544586,"",0.050697289407253265,77483.0,0.017400167882442474,"","",0.016850102692842484,0.017400164157152176
0.0168724674731493,7.892419815063477,25.0,"",7.758340358734131,0.04729379341006279,"",0.04971214011311531,77483.0,0.014752548187971115,"","",0.0168724674731493,0.014752548187971115
0.01685377024114132,7.60850191116333,26.0,"",7.985395669937134,0.049673233181238174,"",0.05026109889149666,77483.0,0.016814006492495537,"","",0.01685377024114132,0.016814006492495537
0.016837939620018005,7.7157065868377686,27.0,"",7.877176284790039,0.04893533140420914,"",0.04981034994125366,77483.0,0.01621508039534092,"","",0.016837939620018005,0.01621508039534092
0.01682785153388977,8.080153226852417,28.0,"",7.952080488204956,0.049457814544439316,"",0.050050899386405945,77483.0,0.016709154471755028,"","",0.01682785153388977,0.016709154471755028
0.016877060756087303,7.901563882827759,29.0,"",7.892969608306885,0.046949274837970734,"",0.04884023219347,77483.0,0.015161576680839062,"","",0.016877060756087303,0.015161576680839062
0.01684929057955742,8.15162467956543,30.0,"",7.919417142868042,0.048289358615875244,"",0.049169398844242096,77483.0,0.016526401042938232,"","",0.01684929057955742,0.016526401042938232
0.016822529956698418,7.660918712615967,31.0,"",7.879181623458862,0.04865530878305435,"",0.04929867759346962,77483.0,0.016583852469921112,"","",0.016822529956698418,0.016583852469921112
0.016840921714901924,7.959167242050171,32.0,"",7.99553918838501,0.04809337854385376,"",0.04890000447630882,77483.0,0.01618839241564274,"","",0.016840921714901924,0.01618839241564274
0.01683764159679413,7.747592926025391,33.0,"",7.857553005218506,0.04844791814684868,"",0.049185752868652344,77483.0,0.01652941107749939,"","",0.01683764159679413,0.01652940921485424
0.016816148534417152,7.996190547943115,34.0,"",7.922018766403198,0.04959108307957649,"",0.04933303967118263,77483.0,0.017298847436904907,"","",0.016816148534417152,0.017298847436904907
0.016841033473610878,7.700385093688965,35.0,"",7.754621505737305,0.04714607447385788,"",0.048522382974624634,77483.0,0.01570253074169159,"","",0.016841033473610878,0.01570253074169159
0.016844866797327995,7.737529277801514,36.0,"",7.975028038024902,0.04815825819969177,"",0.04873223975300789,77483.0,0.016636507585644722,"","",0.016844866797327995,0.016636507585644722
0.016828376799821854,7.967412710189819,37.0,"",7.85380220413208,0.046666666865348816,"",0.048304300755262375,77483.0,0.015462278388440609,"","",0.016828376799821854,0.015462278388440609
0.01684279926121235,7.834230422973633,38.0,"",7.909574031829834,0.047399070113897324,"",0.048214904963970184,77483.0,0.016271840780973434,"","",0.01684279926121235,0.016271840780973434
0.016823403537273407,7.931822061538696,39.0,"",7.842190504074097,0.04787435382604599,"",0.04829307645559311,77483.0,0.016725746914744377,"","",0.016823403537273407,0.016725746914744377
0.016810817644000053,8.29719352722168,40.0,"",8.021244049072266,0.048370424658060074,"",0.04858187213540077,77483.0,0.01694461889564991,"","",0.016810817644000053,0.01694461889564991
0.016815217211842537,7.843122720718384,41.0,"",7.8492536544799805,0.04750928655266762,"",0.04818611219525337,77483.0,0.01627352088689804,"","",0.016815217211842537,0.01627352088689804
0.016813285648822784,7.634885787963867,42.0,"",7.867090940475464,0.04757976904511452,"",0.04824165627360344,77483.0,0.016516853123903275,"","",0.016813285648822784,0.016516853123903275
0.01682513765990734,7.671705961227417,43.0,"",7.8767409324646,0.046638231724500656,"",0.04790724441409111,77483.0,0.015773126855492592,"","",0.01682513765990734,0.015773126855492592
0.016855129972100258,7.7948620319366455,44.0,"",7.846499681472778,0.044509612023830414,"",0.047134026885032654,77483.0,0.014604288153350353,"","",0.016855129972100258,0.014604288153350353
0.016841376200318336,7.848820447921753,45.0,"",7.842320919036865,0.04573264345526695,"",0.047326620668172836,77483.0,0.015609373338520527,"","",0.016841376200318336,0.015609373338520527
0.016853956505656242,8.396048784255981,46.0,"",7.78480863571167,0.04536839574575424,"",0.04710964486002922,77483.0,0.01550927571952343,"","",0.016853956505656242,0.01550927571952343
0.0168082807213068,7.850598096847534,47.0,"",7.899508237838745,0.04625145345926285,"",0.04750480502843857,77483.0,0.01626010239124298,"","",0.0168082807213068,0.01626010239124298
