"eval/mean_absolute_error","eval/loss","round_time_in_seconds","round_num","validation/eval/mean_absolute_error","validation/eval/mean_squared_error","validation/stat/num_examples","mean_squared_error","loss","eval/mean_squared_error","stat/num_examples","validation/eval/loss","validation/validation_time_in_seconds","mean_absolute_error"
"","","",0.0,0.48725995421409607,0.25531911849975586,77483.0,"","","","",0.25531911849975586,8.564271688461304,""
"","",21.53855872154236,1.0,0.10445147752761841,0.021311642602086067,77483.0,0.06169026345014572,0.06169026345014572,"","",0.021311642602086067,7.702441930770874,0.1984190046787262
"","",3.1246135234832764,2.0,0.08110834658145905,0.018641790375113487,77483.0,0.018810782581567764,0.018810782581567764,"","",0.018641790375113487,7.746983289718628,0.09077271074056625
"","",3.0659780502319336,3.0,0.07277844101190567,0.01794043555855751,77483.0,0.018162796273827553,0.018162796273827553,"","",0.01794043555855751,7.696924448013306,0.07664389908313751
"","",3.1916563510894775,4.0,0.06595373153686523,0.017677996307611465,77483.0,0.01585632748901844,0.01585632748901844,"","",0.017677996307611465,7.697378635406494,0.06666650623083115
"","",3.155329942703247,5.0,0.06356241554021835,0.017373614013195038,77483.0,0.017125414684414864,0.017125414684414864,"","",0.017373614013195038,7.837291240692139,0.06424909085035324
"","",3.252939224243164,6.0,0.06054423004388809,0.017325958237051964,77483.0,0.015429253689944744,0.015429253689944744,"","",0.017325958237051964,7.749456882476807,0.05960894748568535
"","",3.222461223602295,7.0,0.05879250913858414,0.017200985923409462,77483.0,0.01565401256084442,0.01565401256084442,"","",0.017200985923409462,7.671653509140015,0.057598818093538284
"","",3.069821834564209,8.0,0.05805497244000435,0.017117302864789963,77483.0,0.016938362270593643,0.016938362270593643,"","",0.017117302864789963,7.846423387527466,0.0580873042345047
"","",3.226990222930908,9.0,0.05657223239541054,0.017079556360840797,77483.0,0.015653150156140327,0.015653150156140327,"","",0.017079556360840797,7.688121795654297,0.05529717728495598
"","",3.0853185653686523,10.0,0.05537795647978783,0.017086675390601158,77483.0,0.01568416692316532,0.01568416692316532,"","",0.017086675390601158,7.721726655960083,0.054086633026599884
"","",3.0366318225860596,11.0,0.05581991747021675,0.01710522174835205,77483.0,0.017780756577849388,0.017780756577849388,"","",0.01710522174835205,8.043290138244629,0.05636822432279587
"","",3.4421212673187256,12.0,0.054642777889966965,0.01699877344071865,77483.0,0.01601211540400982,0.01601211540400982,"","",0.01699877344071865,8.600971698760986,0.053834713995456696
"","",3.3609941005706787,13.0,0.05390094965696335,0.01699417270720005,77483.0,0.01572870835661888,0.01572870835661888,"","",0.01699417270720005,8.275678396224976,0.05259634554386139
"","",3.5321807861328125,14.0,0.05360456183552742,0.016938764601945877,77483.0,0.016694238409399986,0.016694238409399986,"","",0.016938764601945877,7.621015548706055,0.05332627519965172
"","",3.2947275638580322,15.0,0.052717261016368866,0.016991866752505302,77483.0,0.01587734743952751,0.01587734743952751,"","",0.016991866752505302,7.651996850967407,0.05160220339894295
"","",3.0934457778930664,16.0,0.052344031631946564,0.016957364976406097,77483.0,0.016234150156378746,0.016234150156378746,"","",0.016957364976406097,7.793217182159424,0.051458343863487244
"","",3.150946617126465,17.0,0.051267046481370926,0.017024416476488113,77483.0,0.015210157260298729,0.015210157260298729,"","",0.017024416476488113,7.7395312786102295,0.04954184964299202
"","",2.943267345428467,18.0,0.052196938544511795,0.016941886395215988,77483.0,0.016969023272395134,0.016969023272395134,"","",0.016941886395215988,7.762873411178589,0.05178039148449898
"","",3.1836154460906982,19.0,0.052282776683568954,0.01694302074611187,77483.0,0.016607610508799553,0.016607610508799553,"","",0.01694302074611187,7.810412168502808,0.05138155445456505
"","",3.0544371604919434,20.0,0.05124152824282646,0.016930222511291504,77483.0,0.01563948579132557,0.01563948579132557,"","",0.016930222511291504,7.691307306289673,0.049793895334005356
"","",3.368197441101074,21.0,0.05120621621608734,0.016912460327148438,77483.0,0.017296170815825462,0.017296170815825462,"","",0.016912460327148438,7.739557504653931,0.051460664719343185
"","",3.2214341163635254,22.0,0.04989098757505417,0.016951169818639755,77483.0,0.014213421382009983,0.014213421382009983,"","",0.016951169818639755,7.863428354263306,0.046994321048259735
