"validation/eval/mean_absolute_error","eval/loss","validation/validation_time_in_seconds","stat/num_examples","mean_absolute_error","mean_squared_error","validation/eval/loss","loss","eval/mean_absolute_error","eval/mean_squared_error","round_time_in_seconds","validation/eval/mean_squared_error","round_num","validation/stat/num_examples"
0.4842204749584198,"",8.570369482040405,"","","",0.25428086519241333,"","","","",0.25428086519241333,0.0,77483.0
0.0394572839140892,"",8.265140533447266,"",0.08307614177465439,0.052383922040462494,0.029967674985527992,0.052383922040462494,"","",14.987303018569946,0.029967674985527992,1.0,77483.0
0.0394572839140892,"",8.16787338256836,"",0.04193226993083954,0.03191859647631645,0.029967674985527992,0.031918592751026154,"","",2.2113656997680664,0.029967674985527992,2.0,77483.0
0.0394572839140892,"",8.469810247421265,"",0.04176240786910057,0.0318325012922287,0.029967674985527992,0.0318325012922287,"","",2.137610673904419,0.029967674985527992,3.0,77483.0
0.0394572839140892,"",8.293049335479736,"",0.034356508404016495,0.025647345930337906,0.029967674985527992,0.025647347792983055,"","",2.3285748958587646,0.029967674985527992,4.0,77483.0
0.0394572839140892,"",8.154427766799927,"",0.04004570469260216,0.030640821903944016,0.029967674985527992,0.030640821903944016,"","",2.253972291946411,0.029967674985527992,5.0,77483.0
0.0394572839140892,"",8.218108415603638,"",0.035870328545570374,0.026978010311722755,0.029967674985527992,0.026978010311722755,"","",2.0027101039886475,0.029967674985527992,6.0,77483.0
0.0394572839140892,"",8.310348272323608,"",0.038595087826251984,0.029152890667319298,0.029967674985527992,0.029152890667319298,"","",2.269131898880005,0.029967674985527992,7.0,77483.0
0.0394572839140892,"",8.144656419754028,"",0.039895061403512955,0.030115654692053795,0.029967674985527992,0.030115654692053795,"","",2.1889941692352295,0.029967674985527992,8.0,77483.0
0.0394572839140892,"",8.117830038070679,"",0.03683589771389961,0.027651039883494377,0.029967674985527992,0.027651039883494377,"","",2.2417657375335693,0.029967674985527992,9.0,77483.0
0.0394572839140892,"",8.37303113937378,"",0.03960789740085602,0.03028794564306736,0.029967674985527992,0.03028794564306736,"","",2.115051507949829,0.029967674985527992,10.0,77483.0
0.0394572839140892,"",8.221735954284668,"",0.04515556991100311,0.03461400792002678,0.029967674985527992,0.03461400792002678,"","",2.150998592376709,0.029967674985527992,11.0,77483.0
0.0394572839140892,"",8.154650688171387,"",0.042279794812202454,0.0321803092956543,0.029967674985527992,0.0321803092956543,"","",2.1996002197265625,0.029967674985527992,12.0,77483.0
0.0394572839140892,"",8.249354362487793,"",0.039454374462366104,0.02929440140724182,0.029967674985527992,0.02929440140724182,"","",2.2309858798980713,0.029967674985527992,13.0,77483.0
0.0394572839140892,"",8.167565822601318,"",0.04025691747665405,0.03059781715273857,0.029967674985527992,0.03059781715273857,"","",2.266901731491089,0.029967674985527992,14.0,77483.0
0.0394572839140892,"",8.187133550643921,"",0.036432791501283646,0.027438776567578316,0.029967674985527992,0.027438776567578316,"","",2.2500312328338623,0.029967674985527992,15.0,77483.0
0.0394572839140892,"",8.256047487258911,"",0.0378371924161911,0.02846340276300907,0.029967674985527992,0.02846340276300907,"","",2.132629871368408,0.029967674985527992,16.0,77483.0
0.0394572839140892,"",8.223177433013916,"",0.03740502521395683,0.028393281623721123,0.029967674985527992,0.028393281623721123,"","",2.2428150177001953,0.029967674985527992,17.0,77483.0
0.0394572839140892,"",8.238207340240479,"",0.04346619173884392,0.033305853605270386,0.029967674985527992,0.033305853605270386,"","",2.4530692100524902,0.029967674985527992,18.0,77483.0
0.0394572839140892,"",8.33301591873169,"",0.03947463259100914,0.030185729265213013,0.029967674985527992,0.030185729265213013,"","",2.246217727661133,0.029967674985527992,19.0,77483.0
0.0394572839140892,"",8.255268573760986,"",0.03834955394268036,0.02916770987212658,0.029967674985527992,0.02916770987212658,"","",1.8901605606079102,0.029967674985527992,20.0,77483.0
0.0394572839140892,"",8.182624816894531,"",0.043300729244947433,0.033607859164476395,0.029967674985527992,0.033607859164476395,"","",2.281846046447754,0.029967674985527992,21.0,77483.0
0.0394572839140892,"",8.317781448364258,"",0.03725467994809151,0.028224142268300056,0.029967674985527992,0.028224142268300056,"","",2.336519241333008,0.029967674985527992,22.0,77483.0
0.0394572839140892,"",8.182757377624512,"",0.041724011301994324,0.032025422900915146,0.029967674985527992,0.032025422900915146,"","",2.0351855754852295,0.029967674985527992,23.0,77483.0
0.0394572839140892,"",8.151283979415894,"",0.041355740278959274,0.031756505370140076,0.029967674985527992,0.031756505370140076,"","",2.310838222503662,0.029967674985527992,24.0,77483.0
0.0394572839140892,"",8.241552352905273,"",0.034871459007263184,0.026309750974178314,0.029967674985527992,0.026309750974178314,"","",2.339385509490967,0.029967674985527992,25.0,77483.0
0.0394572839140892,"",8.121481657028198,"",0.04215105250477791,0.03210531920194626,0.029967674985527992,0.03210531920194626,"","",2.170902967453003,0.029967674985527992,26.0,77483.0
0.0394572839140892,"",8.171021938323975,"",0.0407777763903141,0.031192567199468613,0.029967674985527992,0.031192567199468613,"","",2.321176052093506,0.029967674985527992,27.0,77483.0
0.0394572839140892,"",8.259522676467896,"",0.04142140597105026,0.031147662550210953,0.029967674985527992,0.031147662550210953,"","",2.0926644802093506,0.029967674985527992,28.0,77483.0
