"validation/sparse_categorical_accuracy","train_steps_per_hour","round_num","sparse_categorical_accuracy","validation/validation_time_in_seconds","validation/loss","loss","train_step_time_in_seconds"
0.004400965292006731,"",0.0,"",81.45522451400757,4.137059688568115,"",""
0.0557541660964489,109.53955010005502,1,0.05512572452425957,75.70886301994324,4.027304649353027,3.957301139831543,32.8648419380188
0.050140030682086945,270.18472074284176,2,0.05746268481016159,71.02209830284119,3.8914923667907715,3.9275307655334473,13.324217557907104
0.05016584321856499,246.84808417729596,3,0.057492196559906006,77.74984121322632,3.7768425941467285,3.8386640548706055,14.583868503570557
0.06659525632858276,273.6811674027275,4,0.05963517352938652,76.07977533340454,3.7214481830596924,3.81436824798584,13.153992414474487
0.05132738873362541,244.4755206802696,5,0.05658914893865585,70.50549817085266,3.6979570388793945,3.7612898349761963,14.725400686264038
0.053856976330280304,224.22217544253138,6,0.062535859644413,71.19966769218445,3.685701608657837,3.7143361568450928,16.055503845214844
0.053289107978343964,242.02922817179905,7,0.06894117593765259,76.04848003387451,3.678433895111084,3.715780258178711,14.874236583709717
0.08413458615541458,240.4880893091183,8,0.05134135112166405,88.0642340183258,3.6820714473724365,3.7620930671691895,14.969556331634521
0.05501852184534073,191.9896514367111,9,0.06152018904685974,83.58028602600098,3.6952807903289795,3.7297396659851074,18.75101065635681
0.05214047059416771,164.66148320405898,10,0.060118090361356735,107.62202787399292,3.702385425567627,3.7073826789855957,21.863036394119263
0.05216628313064575,122.10262521024595,11,0.07047159969806671,115.27638411521912,3.6828525066375732,3.6276984214782715,29.48339557647705
0.06145864352583885,111.97515201525204,12,0.0674603208899498,118.91332268714905,3.6597495079040527,3.6345295906066895,32.14998984336853
0.1388433575630188,108.62969681975986,13,0.06964553147554398,120.94499349594116,3.6451189517974854,3.665562868118286,33.140109062194824
0.1802976131439209,110.77474777340987,14,0.07031607627868652,132.98153471946716,3.635371685028076,3.6508052349090576,32.49838137626648
0.2112850546836853,77.64170370771295,15,0.07609156519174576,141.50881958007812,3.6163933277130127,3.7050325870513916,46.36683416366577
0.24027206003665924,71.90681867191356,16,0.09656762331724167,158.926855802536,3.5948219299316406,3.592465877532959,50.0647931098938
0.25262317061424255,65.80310806766146,17,0.09497762471437454,168.87611436843872,3.5719573497772217,3.5675127506256104,54.708662033081055
0.27350515127182007,61.149750678043844,18,0.12347391992807388,169.5973768234253,3.532947063446045,3.464533567428589,58.871867179870605
0.3054347336292267,59.0952645684176,19,0.1427900493144989,183.89386653900146,3.475127935409546,3.4298336505889893,60.91858673095703
0.32629093527793884,90.35927596314185,20,0.17944251000881195,173.001784324646,3.4039273262023926,3.3872740268707275,39.840956687927246
0.32627803087234497,58.11151451174695,21,0.18710492551326752,177.62788248062134,3.3010494709014893,3.3822803497314453,61.949856758117676
0.321038156747818,63.26845659347126,22,0.2072443813085556,174.59695291519165,3.1671066284179688,3.280242919921875,56.900392293930054
0.32439374923706055,73.99999623616556,23,0.31347304582595825,171.3943600654602,3.0237276554107666,2.9440577030181885,48.648651123046875
0.3569298982620239,57.62452467095934,24,0.2829892337322235,182.88418793678284,2.8621530532836914,2.996586561203003,62.473400354385376
0.4022172689437866,70.72384778493033,25,0.3278762996196747,173.64052820205688,2.699073553085327,2.861579179763794,50.90220785140991
0.4366764426231384,63.45766587064414,26,0.37931886315345764,176.43463373184204,2.5312600135803223,2.6125333309173584,56.7307345867157
0.45913296937942505,60.99861091412703,27,0.41020116209983826,177.66201186180115,2.3917839527130127,2.5172946453094482,59.01773738861084
0.4743104875087738,66.15822296848471,28,0.4490608870983124,172.6601700782776,2.2782044410705566,2.3627312183380127,54.41500449180603
0.4898622930049896,74.07835008430104,29,0.43549197912216187,184.23749136924744,2.171349287033081,2.4240193367004395,48.59719467163086
0.5043429136276245,54.96658109260448,30,0.5188561677932739,174.43386340141296,2.073038101196289,2.023118495941162,65.49434089660645
0.526154100894928,78.57687211633387,31,0.49162012338638306,180.90762209892273,1.9714350700378418,2.1798253059387207,45.81500768661499
0.543409526348114,68.64133020332933,32,0.4960835576057434,177.33860182762146,1.8936278820037842,2.094115972518921,52.44653606414795
0.553992509841919,78.91964895364721,33,0.5390436053276062,173.74519801139832,1.842819333076477,1.946565866470337,45.61601638793945
0.5613102316856384,70.60234556420278,34,0.5578442215919495,178.47243332862854,1.8034669160842896,1.9152510166168213,50.98980736732483
0.5757908225059509,68.69235060179312,35,0.5468074679374695,174.37357664108276,1.7404783964157104,1.8910926580429077,52.40758204460144
0.5916652679443359,73.45491199665805,36,0.576797366142273,181.141211271286,1.6801079511642456,1.8330585956573486,49.00965642929077
0.6069331169128418,69.83319602248986,37,0.5825129151344299,174.32139205932617,1.6157453060150146,1.6939207315444946,51.551414012908936
0.6187809109687805,69.0205349595116,38,0.5675808191299438,178.927015542984,1.5538755655288696,1.786091685295105,52.158390283584595
0.6247435212135315,79.78807071543845,39,0.6157262325286865,180.1828601360321,1.5042724609375,1.5474237203598022,45.119526863098145
0.627789318561554,59.134050195696396,40,0.590395450592041,172.6692750453949,1.4680918455123901,1.7191331386566162,60.87863063812256
0.6318934559822083,69.39286635462545,41,0.6242338418960571,180.87556314468384,1.4331938028335571,1.5295746326446533,51.87853145599365
0.6420892477035522,72.1282010785285,42,0.6293671131134033,179.93871927261353,1.376679539680481,1.5013861656188965,49.91112971305847
0.6502329707145691,51.52316375430023,43,0.7017405033111572,183.3966200351715,1.3326432704925537,1.1846617460250854,69.87148571014404
0.6603642106056213,76.90324094248882,44,0.6633591651916504,179.5368194580078,1.2861778736114502,1.3499561548233032,46.812071323394775
0.6698501706123352,67.24902052307523,45,0.670280933380127,174.4708333015442,1.2441259622573853,1.340634822845459,53.53237819671631
0.6785746812820435,76.46799809674403,46,0.6255773901939392,179.43414878845215,1.2025727033615112,1.5149379968643188,47.07851767539978
