"sparse_categorical_accuracy","train_steps_per_hour","train_step_time_in_seconds","validation/sparse_categorical_accuracy","validation/validation_time_in_seconds","round_num","validation/loss","loss"
"","","",0.004400965292006731,19.157052755355835,0.0,4.137060165405273,""
0.04690522328019142,376.5869124483176,9.55954623222351,0.052011407911777496,18.432236433029175,1,4.004504680633545,3.980074405670166
0.056965172290802,732.6947191710315,4.913369655609131,0.05870965123176575,18.38616943359375,2,3.8727288246154785,3.8592209815979004
0.057492196559906006,740.5806827627214,4.861050367355347,0.05565091595053673,18.403911113739014,3,3.716858386993408,3.7354962825775146
0.06267539411783218,752.4343136485442,4.784470796585083,0.09524670243263245,18.379457235336304,4,3.711273431777954,3.7202839851379395
0.06072351336479187,692.6525770910288,5.197410821914673,0.05214047059416771,18.13070011138916,5,3.662172317504883,3.6619625091552734
0.08003441989421844,840.5256010404607,4.283034324645996,0.09741491824388504,18.130306243896484,6,3.651792526245117,3.626281261444092
0.08305882662534714,680.0664541755655,5.29360032081604,0.1862989366054535,19.361708402633667,7,3.597722291946411,3.5975472927093506
0.10222017019987106,631.0259521664641,5.704995155334473,0.21413730084896088,32.6610848903656,8,3.4717252254486084,3.550954580307007
0.1762470304965973,497.47912626298034,7.236484527587891,0.34441104531288147,28.507488250732422,9,3.1590306758880615,3.341315746307373
0.29549112915992737,506.6738189482421,7.105162858963013,0.36444124579429626,39.0287082195282,10,2.793720006942749,2.9286530017852783
0.4005894958972931,408.2769209578887,8.81754469871521,0.423976868391037,38.28005290031433,11,2.4845457077026367,2.4506490230560303
0.4595237970352173,536.651137855793,6.708268642425537,0.4768013656139374,34.78062081336975,12,2.2487616539001465,2.306846857070923
0.45506739616394043,323.7027552871863,11.12131404876709,0.5145645141601562,32.37576770782471,13,2.0945050716400146,2.2636075019836426
0.5428309440612793,442.89107858441406,8.128409385681152,0.5346075892448425,37.09930443763733,14,1.9307113885879517,1.9182262420654297
0.5267062187194824,385.3501504408872,9.342152833938599,0.5777138471603394,35.09911394119263,15,1.7898303270339966,1.910271167755127
0.5658299326896667,492.35544962638915,7.311790704727173,0.5903101563453674,38.74468994140625,16,1.6640381813049316,1.802356243133545
0.5708602666854858,442.1274161937721,8.142449140548706,0.5876643657684326,53.830620527267456,17,1.6625714302062988,1.7279300689697266
0.6071032285690308,353.15641896381555,10.193783283233643,0.6184840798377991,58.795536518096924,18,1.5338999032974243,1.6232417821884155
0.6641615629196167,378.0626768785399,9.522230625152588,0.6219170689582825,57.68129301071167,19,1.4738084077835083,1.339318037033081
0.6616724729537964,305.9938605038331,11.764941930770874,0.6274150609970093,49.168580055236816,20,1.4305531978607178,1.3730065822601318
0.6538137197494507,303.3580632008421,11.867164373397827,0.6427216529846191,59.853100538253784,21,1.3794667720794678,1.3465608358383179
0.6476386785507202,304.53371292008984,11.821351289749146,0.6610869765281677,83.92038941383362,22,1.2905062437057495,1.3486613035202026
0.7002993822097778,196.0307634237501,18.36446452140808,0.6586219072341919,110.72040009498596,23,1.2849292755126953,1.1801022291183472
0.6618043184280396,138.8555822047652,25.926217317581177,0.6742769479751587,116.31459450721741,24,1.2149169445037842,1.3022992610931396
0.6821282505989075,130.4728476178105,27.59194779396057,0.6748964190483093,116.40424299240112,25,1.1935044527053833,1.2186092138290405
0.6806515455245972,119.60159075125259,30.099934101104736,0.6842275261878967,115.25182247161865,26,1.1560852527618408,1.1547831296920776
0.6994732022285461,128.30416290082755,28.05832576751709,0.6916226744651794,115.4178056716919,27,1.1141234636306763,1.1743537187576294
0.6829823851585388,130.11929520996998,27.666918992996216,0.6995341181755066,118.47469758987427,28,1.0881385803222656,1.1539613008499146
0.6681727170944214,124.36890571441461,28.946141958236694,0.7049933671951294,123.93462991714478,29,1.0628350973129272,1.2520701885223389
0.7467882037162781,83.32875184609028,43.202375173568726,0.7004891633987427,156.23181533813477,30,1.054343819618225,0.9556428790092468
0.6871508359909058,100.48857851830181,35.82496690750122,0.6981015205383301,161.89916253089905,31,1.0643744468688965,1.1852346658706665
0.6906005144119263,65.2591076456068,55.164713859558105,0.6942813396453857,169.9611577987671,32,1.0804864168167114,1.1478936672210693
0.7191283106803894,85.56816763018517,42.071720123291016,0.7132790684700012,178.6333065032959,33,1.022716999053955,1.024259090423584
0.7212189435958862,68.08846147102986,52.87239456176758,0.7166346311569214,161.0969693660736,34,0.9898210763931274,1.0092545747756958
0.7203552722930908,59.78615857679534,60.214606285095215,0.7127627730369568,173.62128567695618,35,0.9888949394226074,1.028370976448059
0.7303921580314636,85.30493229521927,42.20154571533203,0.7234361171722412,173.40975999832153,36,0.9571179151535034,0.9972636103630066
0.7304266095161438,59.11626369884211,60.896947383880615,0.723074734210968,180.24248433113098,37,0.9466573596000671,0.9819318652153015
0.7149853110313416,70.61361314145947,50.98167109489441,0.7225455641746521,190.3584282398224,38,0.9594292044639587,1.0212770700454712
0.7573145031929016,57.14843787197404,62.99384784698486,0.7256172299385071,184.14876413345337,39,0.9352578520774841,0.8719350695610046
0.6983919739723206,59.2416507200589,60.768056869506836,0.7239781618118286,189.85576272010803,40,0.9559354782104492,1.1953459978103638
0.740216851234436,63.31604811637339,56.85762310028076,0.7354387640953064,193.58696818351746,41,0.8986433744430542,0.939456582069397
0.746329128742218,61.60662441085927,58.43527436256409,0.7431049346923828,186.59367632865906,42,0.8803955316543579,0.9115114212036133
0.7992483973503113,55.35183325636667,65.03849625587463,0.7222100496292114,187.26000785827637,43,0.9245961904525757,0.7191776037216187
0.7621006965637207,72.27156804538775,49.81211972236633,0.7406140565872192,169.2689619064331,44,0.8725878000259399,0.8258589506149292
0.7604731321334839,59.72451630935759,60.27675437927246,0.736342191696167,173.54204940795898,45,0.878302812576294,0.870134174823761
0.7280600666999817,73.04992442054969,49.281365156173706,0.7416594624519348,176.34673643112183,46,0.8722254037857056,0.9869319796562195
0.7507374882698059,80.65501629865443,44.63454556465149,0.7459830045700073,172.80613613128662,47,0.8595579266548157,0.8788092136383057
0.7877583503723145,69.26564630427168,51.97381663322449,0.7431049346923828,174.00965523719788,48,0.8494560718536377,0.7485042214393616
0.7904713153839111,68.74380713083357,52.368353605270386,0.7419692277908325,167.587242603302,49,0.8440138697624207,0.7162896990776062
0.7580299973487854,57.284500604373605,62.84422421455383,0.7389621138572693,171.10986328125,50,0.8619444966316223,0.8606092929840088
0.7696629166603088,60.49127910692941,59.51271080970764,0.7538815140724182,174.49761414527893,51,0.8125036954879761,0.8199586272239685
0.7731149196624756,57.08518783075288,63.06364464759827,0.7463314533233643,175.10351252555847,52,0.8431469202041626,0.7452783584594727
0.788922131061554,79.4114123542788,45.333534479141235,0.7553269863128662,178.07159686088562,53,0.8168430328369141,0.7474149465560913
0.7942560911178589,75.46175331099654,47.70628619194031,0.7522295117378235,175.67624235153198,54,0.8182514905929565,0.7116597890853882
0.7880921959877014,66.24451963990273,54.34411811828613,0.7322638630867004,177.78755640983582,55,0.8881708383560181,0.7403250932693481
0.7474690675735474,80.27552631500458,44.84554839134216,0.7519068717956543,190.77655410766602,56,0.8054792284965515,0.8718982338905334
0.8086029887199402,58.569469681231936,61.46547031402588,0.734961211681366,186.59162020683289,57,0.8838735222816467,0.6477676033973694
0.768001914024353,63.931340014424414,56.310410499572754,0.7513648271560669,188.87063598632812,58,0.811004638671875,0.8305361270904541
0.7714135646820068,59.66589119617328,60.3359797000885,0.7585018873214722,181.64905667304993,59,0.7871420979499817,0.7979428172111511
0.7937113046646118,60.203556475532146,59.79713177680969,0.7627737522125244,186.40538048744202,60,0.7815366983413696,0.7152727842330933
0.7910810708999634,60.69475772797862,59.31319499015808,0.7543461322784424,187.68527626991272,61,0.7971396446228027,0.7386032938957214
0.7754886150360107,61.83650368305018,58.2180392742157,0.763431966304779,188.46385264396667,62,0.7668784260749817,0.7964217066764832
0.7533127069473267,60.07040264144214,59.92967987060547,0.7510938048362732,183.5825219154358,63,0.8111369013786316,0.8688151240348816
0.7705496549606323,66.93695057358576,53.78195405006409,0.770840048789978,182.90804290771484,64,0.7449406981468201,0.796668529510498
0.8114437460899353,61.16488395575737,58.857301235198975,0.764064371585846,180.5189335346222,65,0.7574153542518616,0.6694396734237671
0.7910685539245605,63.16570552923203,56.99295163154602,0.7687879800796509,186.91911125183105,66,0.7556458115577698,0.7421785593032837
0.7750900387763977,68.44994412778888,52.59317660331726,0.7716789245605469,181.15501308441162,67,0.7417298555374146,0.8062546849250793
0.8066818714141846,70.04379813718266,51.39641332626343,0.7720661163330078,176.33025670051575,68,0.7428154945373535,0.6443047523498535
