"round_num","sparse_categorical_accuracy","round_time_in_seconds","validation/eval/sparse_categorical_accuracy","validation/eval/loss","validation/stat/num_examples","validation/validation_time_in_seconds","loss"
137,0.13600000739097595,86.0682897567749,0.06340000033378601,4.144144535064697,10000,87.6864104270935,3.5403788089752197
138,0.1679999977350235,84.4208812713623,0.0640999972820282,4.111701011657715,10000,84.51005864143372,3.2435061931610107
139,0.14800000190734863,82.54654574394226,0.06469999998807907,4.087371826171875,10000,83.12494111061096,3.3603763580322266
140,0.14000000059604645,82.63301181793213,0.05460000038146973,4.159999370574951,10000,84.17090010643005,3.3875906467437744
141,0.18199999630451202,82.73325371742249,0.05350000038743019,4.171395301818848,10000,83.37612271308899,3.292497158050537
142,0.13699999451637268,82.3256196975708,0.07000000029802322,4.088756084442139,10000,83.32032203674316,3.385303497314453
143,0.14399999380111694,82.72870922088623,0.062300000339746475,4.1190009117126465,10000,280.1185791492462,3.4854254722595215
144,0.13699999451637268,206.439218044281,0.05979999899864197,4.139599800109863,10000,312.1113624572754,3.3751487731933594
145,0.18000000715255737,232.7732696533203,0.05770000070333481,4.14208984375,10000,375.59280228614807,3.222106456756592
146,0.15399999916553497,243.93846464157104,0.060600001364946365,4.1551032066345215,10000,364.43021416664124,3.323489189147949
147,0.14100000262260437,258.004980802536,0.06830000132322311,4.102470874786377,10000,369.4427514076233,3.485870361328125
148,0.1589999943971634,251.42965364456177,0.06430000066757202,4.130064010620117,10000,372.95535039901733,3.3168060779571533
149,0.13300000131130219,238.6810154914856,0.07490000128746033,4.064630508422852,10000,370.90170407295227,3.448366641998291
150,0.11800000071525574,238.95689177513123,0.07339999824762344,4.058224201202393,10000,367.27616906166077,3.461965799331665
151,0.1720000058412552,239.83837938308716,0.06800000369548798,4.078638076782227,10000,378.83173632621765,3.33019757270813
152,0.1809999942779541,198.8227503299713,0.06379999965429306,4.117686748504639,10000,84.78459906578064,3.2321107387542725
153,0.15800000727176666,99.92294716835022,0.07199999690055847,4.1264753341674805,10000,84.81024289131165,3.2384696006774902
154,0.15600000321865082,82.19027209281921,0.06920000165700912,4.081820487976074,10000,83.34054946899414,3.279360771179199
155,0.16500000655651093,82.49296760559082,0.07810000330209732,4.070146083831787,10000,82.98741960525513,3.2402045726776123
156,0.14900000393390656,82.30688381195068,0.06719999760389328,4.089143753051758,10000,83.27195763587952,3.2710518836975098
157,0.16300000250339508,82.61022162437439,0.06759999692440033,4.07748556137085,10000,83.0689549446106,3.329094648361206
158,0.14399999380111694,82.92620539665222,0.06920000165700912,4.086064338684082,10000,82.95472502708435,3.3660714626312256
159,0.12600000202655792,82.37177205085754,0.07569999992847443,4.067162036895752,10000,83.2193603515625,3.337615728378296
160,0.15600000321865082,82.73409247398376,0.062199998646974564,4.070755481719971,10000,82.88962626457214,3.4079883098602295
161,0.15299999713897705,82.45845198631287,0.07440000027418137,4.061991214752197,10000,83.22353458404541,3.3910396099090576
162,0.13500000536441803,82.29467964172363,0.07900000363588333,4.065690517425537,10000,82.9043116569519,3.4131829738616943
163,0.1770000010728836,82.76618385314941,0.055799998342990875,4.11436653137207,10000,82.99745440483093,3.2187340259552
164,0.13600000739097595,82.39851570129395,0.07129999995231628,4.094509124755859,10000,83.35228610038757,3.3169355392456055
165,0.1860000044107437,81.8189308643341,0.07180000096559525,4.061463832855225,10000,82.9083411693573,3.3245208263397217
166,0.13600000739097595,81.71788620948792,0.06889999657869339,4.073387622833252,10000,82.95358872413635,3.282421112060547
167,0.1850000023841858,82.12730813026428,0.07339999824762344,4.0410566329956055,10000,83.30520343780518,3.229369878768921
168,0.164000004529953,82.41954946517944,0.07119999825954437,4.042630672454834,10000,83.33468294143677,3.3169796466827393
169,0.16599999368190765,82.92175889015198,0.0674000009894371,4.0640645027160645,10000,82.95226168632507,3.192788600921631
170,0.15700000524520874,82.19390225410461,0.08179999887943268,4.036387920379639,10000,83.1873996257782,3.3240463733673096
171,0.1720000058412552,82.43241453170776,0.07410000264644623,4.0600738525390625,10000,82.91178226470947,3.1358070373535156
172,0.1459999978542328,81.96273112297058,0.06920000165700912,4.081833362579346,10000,83.0216863155365,3.388800621032715
173,0.16599999368190765,82.77442765235901,0.07010000199079514,4.084297180175781,10000,82.94959425926208,3.23624587059021
174,0.14900000393390656,83.32926988601685,0.07259999960660934,4.049205780029297,10000,76.35150671005249,3.395132303237915
175,0.1770000010728836,82.17418456077576,0.06790000200271606,4.059141159057617,10000,72.68229269981384,3.1702024936676025
176,0.12300000339746475,69.84025692939758,0.08070000261068344,4.014523506164551,10000,87.93033957481384,3.354037284851074
177,0.125,62.2902774810791,0.06769999861717224,4.0508341789245605,10000,80.32226872444153,3.38103985786438
178,0.16699999570846558,79.5751600265503,0.06390000134706497,4.077010154724121,10000,83.01645970344543,3.299329996109009
179,0.14900000393390656,82.60180616378784,0.08209999650716782,4.030787467956543,10000,82.99054074287415,3.3053576946258545
180,0.16300000250339508,81.83343505859375,0.07769999653100967,4.019679546356201,10000,83.14532899856567,3.244830846786499
181,0.18400000035762787,81.97661280632019,0.07689999788999557,4.032829284667969,10000,83.23409008979797,3.145742654800415
182,0.1379999965429306,82.55699300765991,0.07050000131130219,4.053486347198486,10000,82.91408586502075,3.38029146194458
183,0.1850000023841858,83.27828931808472,0.07509999722242355,4.013498306274414,10000,83.16323256492615,3.255063772201538
184,0.1340000033378601,82.2675793170929,0.07460000365972519,4.007527828216553,10000,83.01554536819458,3.3399930000305176
185,0.14499999582767487,82.0904130935669,0.07760000228881836,4.027222156524658,10000,82.95829153060913,3.32650089263916
