"validation/loss","validation/sparse_categorical_accuracy","train_steps_per_hour","train_step_time_in_seconds","loss","round_num","sparse_categorical_accuracy","validation/validation_time_in_seconds"
4.137058258056641,0.004400965292006731,"","","",0.0,"",110.40787482261658
4.0369873046875,0.04896558076143265,99.30729788060277,36.25111222267151,3.8624181747436523,1,0.0656934306025505,111.06648921966553
3.9400722980499268,0.05185653641819954,250.16267994236654,14.39063572883606,3.973609209060669,2,0.05919003114104271,116.3096342086792
3.8249623775482178,0.05565091595053673,474.54789942038474,7.586167812347412,3.707548141479492,3,0.08510638028383255,119.36856889724731
3.7662107944488525,0.05565091595053673,338.11894549485646,10.647140741348267,3.7102580070495605,4,0.07236842066049576,120.84598684310913
3.876462459564209,0.05565091595053673,477.428764610758,7.54039192199707,3.4037020206451416,5,0.10984848439693451,115.79649996757507
4.157425403594971,0.04896558076143265,357.2919336586518,10.075794219970703,3.6015708446502686,6,0.07894736528396606,122.05532932281494
4.710200786590576,0.0512886680662632,431.0851092421947,8.351019144058228,3.536942481994629,7,0.06737588346004486,122.37235140800476
3.9369559288024902,0.053289107978343964,167.36317646526268,21.51010799407959,4.0068278312683105,8,0.04153846204280853,163.99928402900696
3.7719919681549072,0.053289107978343964,211.3566101116696,17.032824277877808,3.4692745208740234,9,0.05517241358757019,168.13567090034485
3.7465004920959473,0.053289107978343964,127.8320782229832,28.161945343017578,3.9318740367889404,10,0.04128440469503403,175.2629690170288
3.829017400741577,0.053289107978343964,241.39662632282386,14.91321587562561,3.2145237922668457,11,0.08088235557079315,181.41015553474426
3.794013261795044,0.053289107978343964,119.26960858613855,30.18371605873108,3.855782985687256,12,0.0535714291036129,176.2191355228424
3.842066526412964,0.027657680213451385,140.73712053077455,25.57960534095764,3.817826509475708,13,0.05016722530126572,183.66589331626892
3.815765142440796,0.03830517828464508,174.63750170537497,20.614129066467285,3.6152660846710205,14,0.078125,174.0362994670868
3.739119291305542,0.027657680213451385,148.3619204885142,24.264986515045166,3.898785352706909,15,0.03937007859349251,189.24619245529175
3.720792055130005,0.12694397568702698,182.39361219270856,19.73753333091736,3.579665422439575,16,0.06953642517328262,187.01756119728088
3.7000668048858643,0.05214047059416771,187.09452594631986,19.241610527038574,3.4671361446380615,17,0.0714285746216774,194.13011574745178
