"validation/eval/sparse_categorical_accuracy","validation/stat/num_examples","validation/eval/loss","sparse_categorical_accuracy","round_time_in_seconds","validation/validation_time_in_seconds","round_num","loss"
0.007899999618530273,10000.0,4.612590312957764,"","",22.105610370635986,0.0,""
0.009999999776482582,10000,5.168868541717529,0.12839999794960022,312.36385202407837,11.949706554412842,1,3.227799654006958
0.014800000004470348,10000,7.15533971786499,0.14869999885559082,62.86324167251587,12.296778678894043,2,3.0656862258911133
0.016899999231100082,10000,5.544373989105225,0.1696999967098236,63.31282448768616,12.094642877578735,3,2.946138620376587
0.024399999529123306,10000,5.264309406280518,0.18889999389648438,62.66015434265137,12.01361894607544,4,2.837230682373047
0.02250000089406967,10000,5.784675598144531,0.1777999997138977,62.446404695510864,11.577770948410034,5,2.9331014156341553
0.01720000058412552,10000,5.479831218719482,0.22010000050067902,63.394776821136475,12.029474258422852,6,2.6328439712524414
0.019200000911951065,10000,6.2915849685668945,0.19110000133514404,62.58228826522827,11.428885459899902,7,2.882401943206787
0.016699999570846558,10000,6.075533390045166,0.22679999470710754,62.52268433570862,11.28742003440857,8,2.6972007751464844
0.009999999776482582,10000,9.273172378540039,0.24819999933242798,63.119073152542114,11.864347696304321,9,2.5388875007629395
0.01889999955892563,10000,5.773893356323242,0.2150000035762787,63.15628385543823,11.78474736213684,10,2.910829544067383
0.02239999920129776,10000,6.527643203735352,0.19200000166893005,63.55260610580444,12.135204076766968,11,2.784193754196167
0.015300000086426735,10000,5.992295265197754,0.25529998540878296,63.50680685043335,11.814571142196655,12,2.4591004848480225
0.032099999487400055,10000,5.603309631347656,0.2824000120162964,63.23474669456482,12.059673070907593,13,2.46024227142334
0.01600000075995922,10000,5.48008918762207,0.25929999351501465,64.70655035972595,12.14277958869934,14,2.560889720916748
0.021700000390410423,10000,6.122943878173828,0.2556999921798706,64.2769238948822,11.66467833518982,15,2.573000192642212
0.01940000057220459,10000,6.149133205413818,0.23980000615119934,64.69714021682739,11.877469062805176,16,2.633918046951294
0.02449999935925007,10000,5.5465779304504395,0.23819999396800995,63.3230721950531,12.214452266693115,17,2.6606547832489014
0.02879999950528145,10000,5.954874038696289,0.27639999985694885,63.35402274131775,11.432633399963379,18,2.5344061851501465
0.020600000396370888,10000,5.821568965911865,0.30649998784065247,62.8767352104187,11.770520210266113,19,2.397325038909912
0.04100000113248825,10000,5.01084041595459,0.2605000138282776,63.059101581573486,11.79250979423523,20,2.495321035385132
0.031099999323487282,10000,5.508253574371338,0.2540000081062317,62.5308153629303,11.738644361495972,21,2.6081745624542236
