"validation/eval/loss","stat/num_examples","mean_absolute_error","round_num","round_time_in_seconds","validation/validation_time_in_seconds","eval/loss","validation/eval/mean_squared_error","eval/mean_squared_error","validation/stat/num_examples","eval/mean_absolute_error","loss","mean_squared_error","validation/eval/mean_absolute_error"
0.2553728222846985,"","",0.0,"",8.654348373413086,"",0.2553728222846985,"",77483.0,"","","",0.4864177405834198
0.029526477679610252,"",0.08459606766700745,1.0,26.105201482772827,8.252963066101074,"",0.029526477679610252,"",77483.0,"",0.053368132561445236,0.053368132561445236,0.03901613876223564
0.029526477679610252,"",0.038756363093853,2.0,3.9321541786193848,8.328396558761597,"",0.029526477679610252,"",77483.0,"",0.029167694970965385,0.029167694970965385,0.03901613876223564
0.029526477679610252,"",0.039678219705820084,3.0,3.8558671474456787,8.584749698638916,"",0.029526477679610252,"",77483.0,"",0.029887039214372635,0.029887039214372635,0.03901613876223564
0.029526477679610252,"",0.036654092371463776,4.0,3.9398255348205566,8.243423223495483,"",0.029526477679610252,"",77483.0,"",0.027532845735549927,0.027532845735549927,0.03901613876223564
0.029526477679610252,"",0.03933800756931305,5.0,4.3069915771484375,8.278783798217773,"",0.029526477679610252,"",77483.0,"",0.029754262417554855,0.029754260554909706,0.03901613876223564
0.029526477679610252,"",0.037083495408296585,6.0,3.710740566253662,8.42548942565918,"",0.029526477679610252,"",77483.0,"",0.02793324738740921,0.02793324738740921,0.03901613876223564
0.029526477679610252,"",0.03779231011867523,7.0,3.9895927906036377,8.34522533416748,"",0.029526477679610252,"",77483.0,"",0.028639735653996468,0.028639735653996468,0.03901613876223564
0.029526477679610252,"",0.03938834369182587,8.0,3.790144205093384,8.325420618057251,"",0.029526477679610252,"",77483.0,"",0.029796814545989037,0.029796814545989037,0.03901613876223564
0.029526477679610252,"",0.03758806735277176,9.0,4.026986598968506,8.366723775863647,"",0.029526477679610252,"",77483.0,"",0.028238706290721893,0.028238706290721893,0.03901613876223564
0.029526477679610252,"",0.03732186555862427,10.0,3.8544671535491943,8.324248790740967,"",0.029526477679610252,"",77483.0,"",0.028027670457959175,0.028027670457959175,0.03901613876223564
0.029526477679610252,"",0.04062338173389435,11.0,3.80265736579895,8.428059101104736,"",0.029526477679610252,"",77483.0,"",0.030741574242711067,0.030741574242711067,0.03901613876223564
0.029526477679610252,"",0.038749948143959045,12.0,3.9352266788482666,8.338463306427002,"",0.029526477679610252,"",77483.0,"",0.029179401695728302,0.029179401695728302,0.03901613876223564
0.029526477679610252,"",0.03841855004429817,13.0,4.174424648284912,8.369413375854492,"",0.029526477679610252,"",77483.0,"",0.028746578842401505,0.028746578842401505,0.03901613876223564
0.029526477679610252,"",0.039672523736953735,14.0,4.021929979324341,8.283307552337646,"",0.029526477679610252,"",77483.0,"",0.029911717399954796,0.029911717399954796,0.03901613876223564
0.029526477679610252,"",0.038213230669498444,15.0,4.056040287017822,8.297095775604248,"",0.029526477679610252,"",77483.0,"",0.02890671417117119,0.02890671417117119,0.03901613876223564
0.029526477679610252,"",0.03898126631975174,16.0,3.8301825523376465,8.38563871383667,"",0.029526477679610252,"",77483.0,"",0.029501834884285927,0.029501834884285927,0.03901613876223564
0.029526477679610252,"",0.036989014595746994,17.0,3.8809165954589844,8.239748001098633,"",0.029526477679610252,"",77483.0,"",0.027630731463432312,0.027630731463432312,0.03901613876223564
0.029526477679610252,"",0.04035033658146858,18.0,3.6179916858673096,8.328495740890503,"",0.029526477679610252,"",77483.0,"",0.030357569456100464,0.030357569456100464,0.03901613876223564
0.029526477679610252,"",0.04093451425433159,19.0,3.968235492706299,8.257357835769653,"",0.029526477679610252,"",77483.0,"",0.031229136511683464,0.031229136511683464,0.03901613876223564
0.029526477679610252,"",0.037841860204935074,20.0,3.9591996669769287,8.334547519683838,"",0.029526477679610252,"",77483.0,"",0.028675200417637825,0.028675200417637825,0.03901613876223564
0.029526477679610252,"",0.04062707722187042,21.0,3.910163164138794,8.268686532974243,"",0.029526477679610252,"",77483.0,"",0.0312033798545599,0.0312033798545599,0.03901613876223564
0.029526477679610252,"",0.03552190214395523,22.0,3.9551210403442383,8.294627666473389,"",0.029526477679610252,"",77483.0,"",0.02644229121506214,0.02644229121506214,0.03901613876223564
