"round_time_in_seconds","stat/num_examples","validation/eval/sparse_categorical_accuracy","loss","validation/stat/num_examples","validation/eval/loss","eval/loss","sparse_categorical_accuracy","eval/sparse_categorical_accuracy","round_num","validation/validation_time_in_seconds"
"","",0.04471948742866516,"",77483.0,4.144219875335693,"","","",0.0,19.424651861190796
40.57205653190613,"",0.05211465805768967,4.0581231117248535,77483.0,4.0665130615234375,"",0.047023870050907135,"",1.0,18.191309928894043
12.90058708190918,"",0.05214047059416771,3.995732545852661,77483.0,3.9942238330841064,"",0.05565476045012474,"",2.0,18.251943826675415
12.687111377716064,"",0.05214047059416771,3.90815806388855,77483.0,3.920048475265503,"",0.05511731281876564,"",3.0,18.278741359710693
13.495761394500732,"",0.05214047059416771,3.8649349212646484,77483.0,3.837388038635254,"",0.05364887788891792,"",4.0,18.19351553916931
12.873173475265503,"",0.05882580578327179,3.7920796871185303,77483.0,3.7721669673919678,"",0.05941692739725113,"",5.0,18.283509969711304
12.92726993560791,"",0.05214047059416771,3.7525219917297363,77483.0,3.713352918624878,"",0.05420560762286186,"",6.0,18.156697511672974
12.865879774093628,"",0.1074042022228241,3.7144174575805664,77483.0,3.68432354927063,"",0.061255741864442825,"",7.0,18.24100422859192
12.295705556869507,"",0.11568989604711533,3.6883113384246826,77483.0,3.6766581535339355,"",0.06152540445327759,"",8.0,18.213820934295654
13.007052898406982,"",0.18755081295967102,3.683337926864624,77483.0,3.6518590450286865,"",0.06412377208471298,"",9.0,18.232934713363647
13.035659551620483,"",0.23571622371673584,3.6663568019866943,77483.0,3.648745059967041,"",0.07028234750032425,"",10.0,18.352353811264038
12.812170028686523,"",0.32318055629730225,3.652073860168457,77483.0,3.6012184619903564,"",0.07847082614898682,"",11.0,18.304604291915894
12.928455352783203,"",0.3337119221687317,3.6352434158325195,77483.0,3.564462184906006,"",0.09100737422704697,"",12.0,18.291311979293823
13.35856318473816,"",0.3306789994239807,3.5556254386901855,77483.0,3.474306344985962,"",0.1132439449429512,"",13.0,18.325778245925903
13.247002124786377,"",0.3622730076313019,3.4551730155944824,77483.0,3.3401501178741455,"",0.14299260079860687,"",14.0,18.479779720306396
13.069428205490112,"",0.37866371870040894,3.3037185668945312,77483.0,3.188917875289917,"",0.19711022078990936,"",15.0,18.26693892478943
13.084799766540527,"",0.3934411406517029,3.1191272735595703,77483.0,2.9902541637420654,"",0.2524658739566803,"",16.0,18.24018692970276
12.357803344726562,"",0.4061923325061798,2.9854531288146973,77483.0,2.79097580909729,"",0.28916674852371216,"",17.0,18.266356706619263
11.989503383636475,"",0.42125368118286133,2.8754353523254395,77483.0,2.696103811264038,"",0.3195910155773163,"",18.0,18.2071635723114
13.06661868095398,"",0.4410128593444824,2.669576406478882,77483.0,2.469142198562622,"",0.37002032995224,"",19.0,18.26348114013672
12.298434972763062,"",0.45106667280197144,2.6000418663024902,77483.0,2.394899606704712,"",0.38832783699035645,"",20.0,18.266637802124023
12.899409055709839,"",0.4770594835281372,2.5403530597686768,77483.0,2.3275463581085205,"",0.39919787645339966,"",21.0,18.294539213180542
12.681838274002075,"",0.4904559850692749,2.4340720176696777,77483.0,2.2403833866119385,"",0.4214116036891937,"",22.0,18.206135511398315
11.575573682785034,"",0.49197888374328613,2.307346820831299,77483.0,2.1732258796691895,"",0.4610799551010132,"",23.0,18.30751132965088
12.680028438568115,"",0.5279351472854614,2.3048131465911865,77483.0,2.0773820877075195,"",0.4469301700592041,"",24.0,18.46488356590271
12.38597846031189,"",0.5343623757362366,2.141616106033325,77483.0,1.9743272066116333,"",0.4941035211086273,"",25.0,18.272711038589478
12.13848328590393,"",0.5436676144599915,2.084784507751465,77483.0,1.9345405101776123,"",0.5070392489433289,"",26.0,18.300472259521484
12.417049169540405,"",0.56203293800354,2.0526764392852783,77483.0,1.85304856300354,"",0.5159109830856323,"",27.0,18.244323015213013
12.723585605621338,"",0.5700992345809937,1.9757558107376099,77483.0,1.8043960332870483,"",0.5281317830085754,"",28.0,18.35423731803894
12.988664150238037,"",0.5858962535858154,2.01220440864563,77483.0,1.7217121124267578,"",0.5181230306625366,"",29.0,18.220003604888916
12.652745008468628,"",0.5884000658988953,1.8811002969741821,77483.0,1.7040539979934692,"",0.5495784878730774,"",30.0,18.21670651435852
12.405794620513916,"",0.5937818884849548,1.8772081136703491,77483.0,1.6541976928710938,"",0.5481346249580383,"",31.0,18.309389352798462
12.692428827285767,"",0.6052424311637878,1.784979224205017,77483.0,1.615454912185669,"",0.5615384578704834,"",32.0,18.336464643478394
