"validation/stat/num_examples","loss","eval/sparse_categorical_accuracy","sparse_categorical_accuracy","stat/num_examples","eval/loss","validation/validation_time_in_seconds","validation/eval/sparse_categorical_accuracy","validation/eval/loss","round_time_in_seconds","round_num"
77483.0,"","","","","",127.19715666770935,0.004013783764094114,4.131481647491455,"",0.0
77483.0,4.048914432525635,"",0.04545454680919647,"","",128.90710186958313,0.05122413858771324,4.05825138092041,45.55178475379944,1.0
77483.0,3.9776322841644287,"",0.04328358173370361,"","",131.69798469543457,0.03310403600335121,3.8208751678466797,15.336751937866211,2.0
77483.0,3.8640084266662598,"",0.05827263370156288,"","",143.31765627861023,0.06210394576191902,3.99076247215271,14.67457127571106,3.0
77483.0,3.869649887084961,"",0.050514500588178635,"","",137.0193371772766,0.04896558076143265,3.845289945602417,16.05467128753662,4.0
77483.0,3.7978627681732178,"",0.058914728462696075,"","",133.3151717185974,0.05565091595053673,3.755711793899536,14.28907561302185,5.0
77483.0,3.7223713397979736,"",0.05220883712172508,"","",166.05764842033386,0.05185653641819954,3.6917037963867188,19.112655639648438,6.0
77483.0,3.7149734497070312,"",0.0654117614030838,"","",156.42196941375732,0.07684266567230225,3.7191009521484375,27.362168312072754,7.0
77483.0,3.7491724491119385,"",0.05735430121421814,"","",138.46471524238586,0.09374959766864777,3.682464599609375,16.18433117866516,8.0
77483.0,3.730621576309204,"",0.054631829261779785,"","",135.17625761032104,0.1680755764245987,3.66574764251709,15.847707748413086,9.0
77483.0,3.684612989425659,"",0.06870638579130173,"","",148.48779964447021,0.05094020441174507,3.6556079387664795,14.740535020828247,10.0
77483.0,3.6186094284057617,"",0.06913183629512787,"","",154.3660433292389,0.0845346748828888,3.6250500679016113,19.048580646514893,11.0
77483.0,3.604356288909912,"",0.08359788358211517,"","",148.71473789215088,0.1871120184659958,3.5885400772094727,19.93526530265808,12.0
77483.0,3.629523754119873,"",0.08836744725704193,"","",135.3370659351349,0.2753765285015106,3.551541566848755,17.142825603485107,13.0
77483.0,3.5850605964660645,"",0.10535959899425507,"","",143.32542037963867,0.3330408036708832,3.5187904834747314,18.11650013923645,14.0
77483.0,3.5190606117248535,"",0.14243324100971222,"","",149.1077618598938,0.3235677480697632,3.392066240310669,20.212310791015625,15.0
77483.0,3.341280221939087,"",0.1941598355770111,"","",165.34681367874146,0.36098241806030273,3.227172613143921,19.426483154296875,16.0
77483.0,3.180417776107788,"",0.21481849253177643,"","",146.9799666404724,0.36868733167648315,3.0043346881866455,15.165475845336914,17.0
77483.0,2.9681947231292725,"",0.2819089889526367,"","",136.40796184539795,0.35498109459877014,2.8487048149108887,16.398393869400024,18.0
77483.0,2.786465644836426,"",0.3264443278312683,"","",144.51292872428894,0.39714518189430237,2.7205147743225098,17.998575448989868,19.0
77483.0,2.7241883277893066,"",0.3728223145008087,"","",161.12603425979614,0.41970497369766235,2.6296353340148926,18.132542371749878,20.0
77483.0,2.6776089668273926,"",0.3577749729156494,"","",151.63031101226807,0.44302621483802795,2.4665493965148926,22.124908924102783,21.0
77483.0,2.63576602935791,"",0.35304906964302063,"","",138.34546279907227,0.45944270491600037,2.3474068641662598,16.006078958511353,22.0
77483.0,2.280043840408325,"",0.4676646590232849,"","",152.31570100784302,0.4844159483909607,2.295957326889038,17.038108587265015,23.0
77483.0,2.4389166831970215,"",0.4079892337322235,"","",153.44909405708313,0.501671314239502,2.1720170974731445,17.70224380493164,24.0
77483.0,2.397967576980591,"",0.4320145547389984,"","",151.40763783454895,0.5140998959541321,2.100978374481201,18.1106538772583,25.0
77483.0,2.1265687942504883,"",0.49210265278816223,"","",138.3197145462036,0.528735339641571,2.0060763359069824,15.068631410598755,26.0
77483.0,2.1262333393096924,"",0.4985632300376892,"","",136.4278392791748,0.5355110168457031,1.9565285444259644,13.426250219345093,27.0
77483.0,2.0496349334716797,"",0.5099601745605469,"","",151.20212388038635,0.55645751953125,1.8784950971603394,13.283219575881958,28.0
77483.0,2.1753923892974854,"",0.4738955795764923,"","",150.82089114189148,0.5630009174346924,1.8284387588500977,20.4088397026062,29.0
77483.0,1.8216583728790283,"",0.5495234131813049,"","",135.16098380088806,0.5727837085723877,1.745883584022522,15.8009033203125,30.0
77483.0,2.047329902648926,"",0.5207945108413696,"","",140.4589717388153,0.5714930891990662,1.7733123302459717,15.756164073944092,31.0
77483.0,2.002403736114502,"",0.5086162090301514,"","",151.6702082157135,0.5867222547531128,1.6662194728851318,19.976128101348877,32.0
77483.0,1.786508321762085,"",0.5702179074287415,"","",165.64459919929504,0.5794561505317688,1.6801613569259644,19.850841522216797,33.0
77483.0,1.7999142408370972,"",0.5761851072311401,"","",138.01726961135864,0.5965824723243713,1.6022422313690186,14.724977731704712,34.0
77483.0,1.7963838577270508,"",0.5703312754631042,"","",140.0705268383026,0.5940141677856445,1.5761781930923462,13.63148307800293,35.0
77483.0,1.7906774282455444,"",0.5718954205513,"","",144.03214740753174,0.6150510311126709,1.5345994234085083,18.281771421432495,36.0
77483.0,1.6571751832962036,"",0.5925925970077515,"","",155.1862244606018,0.6211556196212769,1.472232699394226,18.107311010360718,37.0
77483.0,1.8207132816314697,"",0.5450538396835327,"","",147.05580878257751,0.6353006362915039,1.456269383430481,20.622669458389282,38.0
77483.0,1.5788723230361938,"",0.5966562032699585,"","",138.5600984096527,0.6350683569908142,1.4198863506317139,15.685745477676392,39.0
77483.0,1.7854692935943604,"",0.5688831210136414,"","",136.51337218284607,0.6342810392379761,1.4245049953460693,18.72812819480896,40.0
77483.0,1.5934199094772339,"",0.6006600856781006,"","",146.9135811328888,0.6447737216949463,1.3404964208602905,18.90173053741455,41.0
77483.0,1.5813969373703003,"",0.5929113626480103,"","",151.67388772964478,0.648038923740387,1.3547121286392212,19.717700242996216,42.0
77483.0,1.3215419054031372,"",0.6665347814559937,"","",138.22955107688904,0.656505286693573,1.2943719625473022,15.167343616485596,43.0
77483.0,1.4506499767303467,"",0.6205227375030518,"","",143.24363923072815,0.6443994045257568,1.3196686506271362,18.424321174621582,44.0
77483.0,1.4608815908432007,"",0.6244455575942993,"","",140.75349640846252,0.6690241694450378,1.2271634340286255,19.213823080062866,45.0
77483.0,1.6010775566101074,"",0.6004619002342224,"","",168.94898557662964,0.6597576141357422,1.2612833976745605,19.26086187362671,46.0
77483.0,1.4274183511734009,"",0.6471976637840271,"","",146.90823483467102,0.6763677000999451,1.2458056211471558,16.925445318222046,47.0
77483.0,1.2801569700241089,"",0.6926338076591492,"","",139.39765048027039,0.6796974539756775,1.184145212173462,14.553958654403687,48.0
77483.0,1.2788093090057373,"",0.6670082211494446,"","",141.90998148918152,0.6865118741989136,1.155852198600769,19.642123699188232,49.0
77483.0,1.4313381910324097,"",0.6304068565368652,"","",159.30307912826538,0.6736316084861755,1.1765999794006348,18.12619161605835,50.0
77483.0,1.326461911201477,"",0.6612359285354614,"","",157.07763075828552,0.6975852847099304,1.1073839664459229,22.095466375350952,51.0
77483.0,1.254656434059143,"",0.6517055630683899,"","",139.68248772621155,0.6807041764259338,1.1344895362854004,16.08280348777771,52.0
77483.0,1.2546170949935913,"",0.6781437397003174,"","",139.99202609062195,0.6927584409713745,1.1124869585037231,19.008430242538452,53.0
77483.0,1.1868114471435547,"",0.6845574378967285,"","",147.2778401374817,0.6897254586219788,1.1023584604263306,18.987062692642212,54.0
77483.0,1.205551028251648,"",0.6820315718650818,"","",150.0755717754364,0.667940080165863,1.1701228618621826,19.681976079940796,55.0
77483.0,1.4319007396697998,"",0.6344206929206848,"","",123.37542748451233,0.7056902647018433,1.057976484298706,8.908624172210693,56.0
77483.0,1.0953274965286255,"",0.7107340097427368,"","",152.4992196559906,0.6947072148323059,1.086855411529541,15.151179313659668,57.0
77483.0,1.2935115098953247,"",0.6647591590881348,"","",153.89694023132324,0.7102074027061462,1.0517663955688477,15.160560607910156,58.0
77483.0,1.260280728340149,"",0.6799789667129517,"","",162.64314794540405,0.7123885154724121,1.0337047576904297,22.68622350692749,59.0
77483.0,1.1641755104064941,"",0.7089089751243591,"","",135.33465576171875,0.710233211517334,1.0012675523757935,17.23010754585266,60.0
77483.0,1.1917012929916382,"",0.6783784031867981,"","",143.15786123275757,0.7069421410560608,1.024493932723999,14.621421337127686,61.0
