"train_step_time_in_seconds","train_steps_per_hour","validation/validation_time_in_seconds","sparse_categorical_accuracy","loss","round_num","validation/sparse_categorical_accuracy","validation/loss"
"","",219.24071431159973,"","",0.0,0.004400965292006731,4.137059688568115
105.28300952911377,34.19355142013201,202.92452692985535,0.009999999776482582,4.153524398803711,1,0.004400965292006731,4.1176042556762695
17.164108753204346,209.73999010160784,210.58103966712952,0.014999999664723873,4.116392612457275,2,0.004788147285580635,4.086750507354736
18.249130249023438,197.26967536946842,220.29433226585388,0.019999999552965164,4.100306510925293,3,0.04830737039446831,4.0525689125061035
16.12133479118347,223.30657148617672,215.49574255943298,0.03500000014901161,4.0634050369262695,4,0.05094020441174507,4.0179290771484375
20.026511669158936,179.7617108497254,214.93606162071228,0.054999999701976776,4.017613410949707,5,0.05094020441174507,3.9817113876342773
19.592792510986328,183.74103630104594,210.40472173690796,0.07000000029802322,3.930741310119629,6,0.05094020441174507,3.9431214332580566
19.300973653793335,186.51908782293324,215.5944209098816,0.03999999910593033,4.010011672973633,7,0.05090148746967316,3.907702684402466
17.92131996154785,200.87806075245533,215.79835081100464,0.05999999865889549,4.022852897644043,8,0.05585741251707077,3.8773324489593506
20.72510313987732,173.70239249006266,218.7294569015503,0.03999999910593033,3.9304680824279785,9,0.05565091595053673,3.8517074584960938
15.819900751113892,227.56147820627262,215.64890003204346,0.04500000178813934,3.8915929794311523,10,0.05565091595053673,3.8316352367401123
15.977087020874023,225.3226758605376,212.9971468448639,0.09000000357627869,3.722226142883301,11,0.0610327422618866,3.8136422634124756
17.682987928390503,203.58550345556165,220.86520433425903,0.06499999761581421,3.747476816177368,12,0.051262859255075455,3.8004276752471924
17.635719060897827,204.13117194534885,207.87810683250427,0.03999999910593033,3.943941116333008,13,0.0512886680662632,3.791515588760376
20.679891347885132,174.08215253356062,216.20542097091675,0.06499999761581421,3.8281679153442383,14,0.0512886680662632,3.786285400390625
17.905477046966553,201.05579932649113,215.84850096702576,0.03999999910593033,3.8305227756500244,15,0.0512886680662632,3.7857704162597656
16.405393362045288,219.44002929724215,223.25843715667725,0.04500000178813934,3.9144604206085205,16,0.0512886680662632,3.7934255599975586
17.850990056991577,201.6694865946672,206.45158672332764,0.07500000298023224,3.8279731273651123,17,0.0512886680662632,3.8044638633728027
16.23527693748474,221.73936507902476,200.14328408241272,0.08500000089406967,3.69612979888916,18,0.05588322505354881,3.806690216064453
17.39464044570923,206.96029971047886,194.63503003120422,0.054999999701976776,3.7355878353118896,19,0.07411948591470718,3.7994730472564697
20.798160314559937,173.09223246441599,202.23095965385437,0.054999999701976776,3.818063259124756,20,0.049869004637002945,3.790048360824585
14.624441623687744,246.16324456237345,198.7318217754364,0.03500000014901161,3.8819000720977783,21,0.049856096506118774,3.782756805419922
15.818827152252197,227.5769224450658,196.7545201778412,0.07000000029802322,3.8765599727630615,22,0.049856096506118774,3.7772512435913086
17.577598094940186,204.80613907290785,194.73996305465698,0.06499999761581421,3.7304821014404297,23,0.049856096506118774,3.7669034004211426
15.394824743270874,233.84481863449412,205.0629541873932,0.05000000074505806,3.799893856048584,24,0.049869004637002945,3.757023811340332
18.1194806098938,198.6811916691634,200.6850724220276,0.06499999761581421,3.8337149620056152,25,0.05001097172498703,3.7494986057281494
16.965829849243164,212.19121210039683,202.54064416885376,0.02500000037252903,3.849454402923584,26,0.061394114047288895,3.745722770690918
15.692009687423706,229.41612143441412,197.98861408233643,0.04500000178813934,3.791513681411743,27,0.11847759783267975,3.7441015243530273
16.84762930870056,213.67991508104137,205.03853178024292,0.07000000029802322,3.8217475414276123,28,0.05363757163286209,3.745107412338257
14.580894947052002,246.8984251702503,194.3546245098114,0.05000000074505806,3.7949259281158447,29,0.06429797410964966,3.7470433712005615
17.261213302612305,208.56007841900532,197.00168657302856,0.03999999910593033,3.7957828044891357,30,0.07689428329467773,3.748849391937256
18.5877947807312,193.67547589517687,197.14665365219116,0.02500000037252903,3.638370990753174,31,0.06010350584983826,3.7416446208953857
16.479196310043335,218.45725557659392,195.94261741638184,0.08500000089406967,3.654231548309326,32,0.05118542164564133,3.729126453399658
14.838715314865112,242.60860348156933,198.26042985916138,0.05999999865889549,3.7129366397857666,33,0.05094020441174507,3.719958782196045
17.339218139648438,207.62181841222235,202.7000982761383,0.04500000178813934,3.5887844562530518,34,0.05094020441174507,3.711996555328369
15.259917497634888,235.91215355901886,203.79463934898376,0.03500000014901161,3.9192471504211426,35,0.05094020441174507,3.7110486030578613
15.58566927909851,230.9814186053502,201.93193554878235,0.07500000298023224,3.616530418395996,36,0.051172513514757156,3.710580348968506
13.790297269821167,261.05311071707484,200.43643379211426,0.06499999761581421,3.616969108581543,37,0.07322896271944046,3.710108995437622
22.680313110351562,158.72796739992614,194.30966138839722,0.054999999701976776,3.865873098373413,38,0.12444020062685013,3.7181663513183594
15.702513217926025,229.26266324617586,196.48528790473938,0.07999999821186066,3.744009017944336,39,0.09733747690916061,3.7304344177246094
13.996524572372437,257.2067073783441,201.80490899085999,0.07500000298023224,3.694732904434204,40,0.07365486770868301,3.7385733127593994
12.365436553955078,291.1340804096837,201.62139129638672,0.04500000178813934,3.759232759475708,41,0.06322677433490753,3.742191791534424
13.86289119720459,259.68608919948304,195.1067032814026,0.07500000298023224,3.659531354904175,42,0.06041325256228447,3.731904983520508
13.875206470489502,259.45559856400433,205.18726801872253,0.014999999664723873,3.846506357192993,43,0.06001316383481026,3.7258846759796143
13.973679065704346,257.62721349708784,205.27302503585815,0.11999999731779099,3.557100772857666,44,0.05700605362653732,3.708563804626465
14.816290140151978,242.97580338576395,203.17617750167847,0.07500000298023224,3.580718755722046,45,0.05583159998059273,3.6966488361358643
16.654808521270752,216.1537909848826,194.61466884613037,0.07500000298023224,3.658337354660034,46,0.05577997863292694,3.6964454650878906
14.280699491500854,252.0884920337787,202.45423531532288,0.07500000298023224,3.5158181190490723,47,0.05654143542051315,3.702441930770874
16.428908824920654,219.12593455624017,193.93257069587708,0.05000000074505806,3.777888774871826,48,0.0751519724726677,3.698741912841797
15.10638976097107,238.3097521620271,200.28232192993164,0.05000000074505806,3.591740608215332,49,0.09742782264947891,3.6955690383911133
14.612184286117554,246.36973702967975,200.66182589530945,0.06499999761581421,3.678468704223633,50,0.09778919070959091,3.6991419792175293
15.77875828742981,228.15483540729247,201.4218192100525,0.03999999910593033,3.5589029788970947,51,0.09944117069244385,3.7075395584106445
23.26884174346924,154.7133303706617,189.7883903980255,0.07000000029802322,3.7472715377807617,52,0.10117057710886002,3.7204835414886475
19.009006023406982,189.38391600103097,198.34550666809082,0.07500000298023224,3.70157527923584,53,0.11719990521669388,3.729454755783081
