"validation/sparse_categorical_accuracy","sparse_categorical_accuracy","train_step_time_in_seconds","train_steps_per_hour","round_num","validation/loss","validation/validation_time_in_seconds","loss"
0.004400965292006731,"","","",0.0,4.137059688568115,229.9066197872162,""
0.05565091595053673,0.009999999776482582,96.23848056793213,37.40707437145018,1,4.021099090576172,208.96957206726074,4.192573070526123
0.05016584321856499,0.03999999910593033,17.08357834815979,210.7286849764578,2,3.935994863510132,211.58366537094116,4.022897720336914
0.05166294425725937,0.06499999761581421,19.42319631576538,185.34539534453242,3,3.9006004333496094,215.4938247203827,3.9557056427001953
0.08914213627576828,0.07500000298023224,17.022353649139404,211.48661778519707,4,3.8911776542663574,214.18449115753174,3.9831628799438477
0.05016584321856499,0.08500000089406967,16.21260905265808,222.04939305618888,5,3.8250818252563477,213.3079752922058,3.8409485816955566
0.0498431921005249,0.05999999865889549,17.18948984146118,209.43029916552686,6,3.8396270275115967,210.4015486240387,3.8148257732391357
0.05094020441174507,0.054999999701976776,18.45776343345642,195.03988188919269,7,3.805577039718628,211.66206288337708,3.8294930458068848
0.05215337499976158,0.09000000357627869,23.53166890144348,152.98532437617158,8,3.829772710800171,214.9663438796997,3.881464958190918
0.05139191821217537,0.054999999701976776,19.18524694442749,187.64418359731613,9,3.7927401065826416,211.46998977661133,3.8766396045684814
0.05016584321856499,0.03999999910593033,15.550357818603516,231.50592687283216,10,3.792003631591797,217.1384756565094,3.8375606536865234
0.05565091595053673,0.04500000178813934,18.279184103012085,196.9453329925587,11,3.7619073390960693,212.7256646156311,3.773104190826416
0.049856096506118774,0.07999999821186066,16.8429057598114,213.73984105461807,12,3.7607007026672363,215.15049266815186,3.6908786296844482
0.05016584321856499,0.029999999329447746,22.61849570274353,159.16177836545222,13,3.864086627960205,202.51134419441223,3.92010498046875
0.07064775377511978,0.06499999761581421,19.076639890670776,188.7124787505446,14,3.7788491249084473,212.27666425704956,3.894838809967041
0.0512886680662632,0.07999999821186066,18.397571086883545,195.67800461260902,15,3.7542943954467773,202.88890957832336,3.772512435913086
0.0512886680662632,0.05000000074505806,17.72250199317932,203.13158951176845,16,3.7674622535705566,219.59577250480652,3.7617299556732178
0.0512886680662632,0.07000000029802322,16.871366024017334,213.3792838632745,17,3.7734458446502686,208.01531863212585,3.8127260208129883
0.0790754109621048,0.054999999701976776,15.256648778915405,235.96269745523526,18,3.746829032897949,202.00832557678223,3.6660895347595215
0.060168035328388214,0.05000000074505806,20.017860412597656,179.8393997059968,19,3.9097530841827393,193.90363931655884,3.8326306343078613
0.049869004637002945,0.04500000178813934,18.262248516082764,197.12797122597675,20,3.7660598754882812,195.6628851890564,3.889355182647705
0.06507233530282974,0.03999999910593033,17.273327827453613,208.41380630073425,21,3.7487683296203613,198.07395458221436,3.8098156452178955
0.05214047059416771,0.07999999821186066,15.400671005249023,233.75604860158427,22,3.7688658237457275,193.72760677337646,3.8427045345306396
0.05596066266298294,0.04500000178813934,17.109987258911133,210.4034296182814,23,3.739678382873535,190.77781772613525,3.686112880706787
0.060168035328388214,0.05999999865889549,20.913352489471436,172.1388286173809,24,3.9112401008605957,202.11471796035767,3.8752050399780273
0.06371720135211945,0.07999999821186066,14.013857364654541,256.88858579935635,25,3.749044179916382,202.08112812042236,3.889143466949463
0.0512886680662632,0.04500000178813934,16.043159008026123,224.39470918408153,26,3.7115249633789062,197.662691116333,3.688671827316284
0.049856096506118774,0.05999999865889549,17.689054489135742,203.51568266189958,27,3.7745509147644043,196.95439314842224,3.712918281555176
0.053289107978343964,0.05999999865889549,17.785118103027344,202.41642361583285,28,3.7259035110473633,196.61273622512817,3.670711040496826
0.07337093353271484,0.07500000298023224,14.012930154800415,256.9055836453125,29,3.8834269046783447,200.5663800239563,3.812615156173706
0.051340293139219284,0.05999999865889549,18.286147594451904,196.87033484801663,30,3.7522048950195312,191.46939325332642,3.8903861045837402
0.06853116303682327,0.08500000089406967,14.739299774169922,244.24498145487667,31,3.7100203037261963,197.74117016792297,3.692237138748169
0.08598014712333679,0.07000000029802322,17.208458423614502,209.19944781688633,32,3.7694828510284424,197.05007433891296,3.688107490539551
0.08187602460384369,0.03500000014901161,16.151883363723755,222.88422464004432,33,3.7111470699310303,198.83246970176697,3.738779306411743
0.05585741251707077,0.04500000178813934,16.456802368164062,218.75452590742995,34,3.7417571544647217,195.17710137367249,3.692905902862549
0.09399481117725372,0.06499999761581421,14.605400323867798,246.48417161951838,35,3.703519582748413,201.28651809692383,3.723219394683838
0.10646206140518188,0.05000000074505806,20.93917489051819,171.9265452828409,36,3.7074031829833984,197.68043756484985,3.566690444946289
0.05565091595053673,0.06499999761581421,13.25186800956726,271.6598141032615,37,3.7225770950317383,201.91003441810608,3.630314826965332
0.10773976147174835,0.05000000074505806,16.135764360427856,223.10687734315314,38,3.7545485496520996,194.1252157688141,3.8229763507843018
0.06096821278333664,0.0949999988079071,16.28471279144287,221.06622610450287,39,3.695580005645752,193.0195164680481,3.7102017402648926
0.049856096506118774,0.03500000014901161,19.440221786499023,185.18307247400602,40,3.8212180137634277,194.13985967636108,3.779784917831421
0.049856096506118774,0.07500000298023224,13.288514852523804,270.9106352329715,41,3.7066409587860107,202.57332921028137,3.824760675430298
0.06463353335857391,0.03999999910593033,17.441104888916016,206.40894157386975,42,3.7025527954101562,192.0619180202484,3.6934380531311035
0.0508369579911232,0.07000000029802322,19.725342512130737,182.5063365964907,43,3.750326633453369,201.12188744544983,3.774409294128418
0.05021746829152107,0.07500000298023224,14.820176362991333,242.9120890214136,44,3.688722848892212,196.46672248840332,3.6941099166870117
0.07977233827114105,0.06499999761581421,15.122446775436401,238.05671485963035,45,3.7631237506866455,201.19880557060242,3.689985752105713
0.07582308351993561,0.05000000074505806,15.810930252075195,227.69058762544964,46,3.6973166465759277,193.35564303398132,3.7195727825164795
0.049856096506118774,0.05999999865889549,15.491010904312134,232.39283880420555,47,3.7716927528381348,199.03645944595337,3.7146921157836914
0.049856096506118774,0.07500000298023224,17.066679000854492,210.93734755424623,48,3.723745822906494,190.20717930793762,3.6629223823547363
0.08385065197944641,0.08500000089406967,15.276547908782959,235.65533401235552,49,3.7798714637756348,200.7205924987793,3.6366260051727295
0.09935082495212555,0.08500000089406967,21.17286491394043,170.02895048131742,50,3.691612958908081,195.83744382858276,3.755568265914917
0.07346127182245255,0.07999999821186066,15.691957235336304,229.4168882829514,51,3.700115203857422,197.73469519615173,3.5992555618286133
