"validation/loss","validation/validation_time_in_seconds","sparse_categorical_accuracy","validation/sparse_categorical_accuracy","train_steps_per_hour","loss","round_num","train_step_time_in_seconds"
4.137058258056641,91.47458338737488,"",0.004400965292006731,"","",0.0,""
4.056166648864746,111.79795742034912,0.051094889640808105,0.04896558076143265,154.860524403395,4.005710124969482,1,23.246724843978882
3.9636356830596924,116.19824171066284,0.04361370578408241,0.0512886680662632,442.32511087865316,4.069090843200684,2,8.1388099193573
3.9423446655273438,115.58433985710144,0.042553190141916275,0.0512886680662632,545.1701953778489,3.852903127670288,3,6.603442430496216
4.116215229034424,119.11271047592163,0.07894736528396606,0.0512886680662632,531.7401161697371,3.7943718433380127,4,6.770224571228027
4.322376251220703,122.30369305610657,0.06060606241226196,0.05094020441174507,606.5096977721229,3.7822816371917725,5,5.935601711273193
4.079897403717041,117.32947540283203,0.06578947603702545,0.05094020441174507,465.4430386224003,3.8821539878845215,6,7.7345662117004395
3.906205654144287,120.1772677898407,0.09219858050346375,0.05016584321856499,390.8391685935769,3.764747142791748,7,9.210949897766113
3.7886528968811035,128.3696300983429,0.04615384712815285,0.05016584321856499,322.8077535716828,3.9939844608306885,8,11.152148485183716
3.7824885845184326,161.26236033439636,0.08275862038135529,0.05016584321856499,333.86757767070173,3.5356974601745605,9,10.782718181610107
3.7841243743896484,168.94188499450684,0.024464832618832588,0.05016584321856499,201.76673941647908,4.026615619659424,10,17.84238576889038
3.7703020572662354,174.38051676750183,0.0882352963089943,0.05016584321856499,306.7519668843053,3.3502795696258545,11,11.735866069793701
3.765453815460205,184.24208998680115,0.02678571455180645,0.053289107978343964,212.9617636351889,4.028267860412598,12,16.90444302558899
3.7816128730773926,174.71265983581543,0.020066889002919197,0.053289107978343964,217.65057365459154,3.9935996532440186,13,16.540273427963257
3.7440998554229736,186.1439688205719,0.04374999925494194,0.053676288574934006,271.90914487364944,3.6763126850128174,14,13.239716529846191
3.723996639251709,175.64957928657532,0.023622047156095505,0.0698733925819397,221.18174390301263,3.960690498352051,15,16.27620768547058
3.7075870037078857,186.91418480873108,0.09933774918317795,0.05750938877463341,261.4019452279841,3.555868625640869,16,13.771894454956055
3.707024335861206,189.13784527778625,0.06493506580591202,0.056463997811079025,243.62019862358366,3.5638835430145264,17,14.777099847793579
3.708833694458008,198.13124704360962,0.08860759437084198,0.05214047059416771,285.06183849633794,3.4908604621887207,18,12.628838777542114
3.7140731811523438,192.4159598350525,0.061349693685770035,0.05214047059416771,266.7149242542229,3.5658373832702637,19,13.497557401657104
3.715143918991089,200.41762900352478,0.06321839243173599,0.05214047059416771,242.49776954806646,3.7157199382781982,20,14.845497369766235
3.809882164001465,188.52790689468384,0.09219858050346375,0.05214047059416771,270.36746102092815,3.5353033542633057,21,13.315211772918701
3.819429397583008,196.07512664794922,0.10204081982374191,0.0781719833612442,248.9552252389828,3.6645021438598633,22,14.460431575775146
3.774669885635376,197.34034276008606,0.06060606241226196,0.05170166492462158,261.62511473121907,3.574148178100586,23,13.760146856307983
3.728809118270874,194.1011438369751,0.04395604506134987,0.07260947674512863,195.74125111341286,3.878115177154541,24,18.391626596450806
3.7065000534057617,173.09272742271423,0.04472843557596207,0.05565091595053673,175.36430221177443,3.8804004192352295,25,20.528693437576294
3.7095813751220703,181.86473083496094,0.08749999850988388,0.05565091595053673,241.66444453303995,3.450040817260742,26,14.89668869972229
