"mean_squared_error","validation/eval/mean_squared_error","mean_absolute_error","round_time_in_seconds","loss","round_num","eval/mean_squared_error","validation/eval/mean_absolute_error","validation/eval/loss","stat/num_examples","validation/stat/num_examples","eval/loss","validation/validation_time_in_seconds","eval/mean_absolute_error"
"",0.25315096974372864,"","","",0.0,"",0.48311302065849304,0.25315096974372864,"",77483.0,"",158.54024004936218,""
0.17826421558856964,0.25315093994140625,0.4021487832069397,60.687573194503784,0.17826421558856964,1.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",123.08976411819458,""
0.1806984394788742,0.25315093994140625,0.4053775370121002,7.987213373184204,0.1806984543800354,2.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.58099055290222,""
0.18268831074237823,0.25315093994140625,0.40735021233558655,7.968641519546509,0.18268831074237823,3.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",118.31838774681091,""
0.17192748188972473,0.25315093994140625,0.39463376998901367,8.697795867919922,0.17192749679088593,4.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.8090889453888,""
0.1833653450012207,0.25315093994140625,0.40863266587257385,7.207422494888306,0.1833653450012207,5.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.4326241016388,""
0.1891375184059143,0.25315093994140625,0.4155779480934143,7.531881809234619,0.1891375184059143,6.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.77880048751831,""
0.1766602098941803,0.25315093994140625,0.400387704372406,8.01185154914856,0.1766602098941803,7.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.31128525733948,""
0.17581064999103546,0.25315093994140625,0.3993791937828064,7.389497518539429,0.17581064999103546,8.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",103.15179300308228,""
0.17904552817344666,0.25315093994140625,0.4038451313972473,6.636195421218872,0.17904552817344666,9.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",73.7814085483551,""
0.1845419704914093,0.25315093994140625,0.4098202884197235,5.765736818313599,0.1845419704914093,10.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",97.61058902740479,""
0.18150289356708527,0.25315093994140625,0.40539422631263733,6.908758878707886,0.18150289356708527,11.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",91.17916750907898,""
0.18685032427310944,0.25315093994140625,0.4128817617893219,7.212235689163208,0.18685032427310944,12.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.33915829658508,""
0.18121173977851868,0.25315093994140625,0.40600472688674927,7.072454452514648,0.18121173977851868,13.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.51604151725769,""
0.17493566870689392,0.25315093994140625,0.39824002981185913,9.159482717514038,0.17493566870689392,14.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",117.11710858345032,""
0.16931787133216858,0.25315093994140625,0.39138686656951904,7.530812501907349,0.16931787133216858,15.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.42552995681763,""
0.18320536613464355,0.25315093994140625,0.408539742231369,7.8802642822265625,0.18320536613464355,16.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.32187819480896,""
0.1795065999031067,0.25315093994140625,0.404029905796051,7.42689323425293,0.1795065999031067,17.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",114.82999324798584,""
0.18637877702713013,0.25315093994140625,0.411675363779068,8.092613458633423,0.18637877702713013,18.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.0982894897461,""
0.17799746990203857,0.25315093994140625,0.4022011160850525,6.924688100814819,0.17799746990203857,19.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",107.31769871711731,""
0.19581696391105652,0.25315093994140625,0.4235667884349823,7.380981922149658,0.19581696391105652,20.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.4580888748169,""
0.17194432020187378,0.25315093994140625,0.3949715495109558,7.141415119171143,0.17194430530071259,21.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.5369803905487,""
0.17573538422584534,0.25315093994140625,0.3994698226451874,5.0196309089660645,0.17573538422584534,22.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",103.38055920600891,""
0.19460026919841766,0.25315093994140625,0.4220607280731201,6.3161070346832275,0.19460028409957886,23.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",105.10948371887207,""
0.17537376284599304,0.25315093994140625,0.39907583594322205,7.753676176071167,0.17537376284599304,24.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.84589648246765,""
0.17366339266300201,0.25315093994140625,0.3968208432197571,9.829279661178589,0.17366339266300201,25.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.88189935684204,""
0.18205486238002777,0.25315093994140625,0.4072004556655884,7.268295764923096,0.18205486238002777,26.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.10104203224182,""
0.1775650829076767,0.25315093994140625,0.40125277638435364,8.048072099685669,0.1775650829076767,27.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.35062742233276,""
0.18994081020355225,0.25315093994140625,0.4163668155670166,7.5696306228637695,0.18994081020355225,28.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",116.44257879257202,""
0.17772342264652252,0.25315093994140625,0.4014239013195038,9.490786075592041,0.17772342264652252,29.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.45183944702148,""
0.1695268750190735,0.25315093994140625,0.39183810353279114,7.58326530456543,0.1695268750190735,30.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.23088335990906,""
0.1958172619342804,0.25315093994140625,0.42333778738975525,7.524578809738159,0.1958172619342804,31.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",102.331787109375,""
0.18440960347652435,0.25315093994140625,0.4099184274673462,7.341947317123413,0.18440960347652435,32.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",105.20133948326111,""
0.19331452250480652,0.25315093994140625,0.42016908526420593,6.154931545257568,0.19331452250480652,33.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",80.53856110572815,""
0.19099359214305878,0.25315093994140625,0.417884886264801,4.908797740936279,0.19099359214305878,34.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",96.95209789276123,""
0.1801568567752838,0.25315093994140625,0.40506789088249207,6.361997842788696,0.1801568567752838,35.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.22344636917114,""
0.1868375986814499,0.25315093994140625,0.41291308403015137,8.577967643737793,0.1868375986814499,36.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.74269104003906,""
0.17857298254966736,0.25315093994140625,0.4031025469303131,7.643169403076172,0.17857298254966736,37.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.50813937187195,""
0.18157075345516205,0.25315093994140625,0.40680670738220215,8.365581512451172,0.18157075345516205,38.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.51339483261108,""
0.1815524697303772,0.25315093994140625,0.4057920277118683,11.315839529037476,0.1815524846315384,39.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",115.11766934394836,""
0.17214682698249817,0.25315093994140625,0.39494916796684265,6.69559121131897,0.17214682698249817,40.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.94653129577637,""
0.17715740203857422,0.25315093994140625,0.401231974363327,6.833909749984741,0.17715740203857422,41.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.92048621177673,""
0.18071073293685913,0.25315093994140625,0.40526282787323,7.829015731811523,0.18071073293685913,42.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.85801458358765,""
0.16675595939159393,0.25315093994140625,0.3882729113101959,8.354158401489258,0.16675595939159393,43.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",115.22363543510437,""
0.17783798277378082,0.25315093994140625,0.4017011821269989,8.364344358444214,0.17783796787261963,44.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.9346854686737,""
0.17780925333499908,0.25315093994140625,0.4015961289405823,7.2467546463012695,0.17780925333499908,45.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",103.576904296875,""
0.19103406369686127,0.25315093994140625,0.4178909659385681,6.116497039794922,0.19103406369686127,46.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.17848706245422,""
