"validation/loss","train_step_time_in_seconds","round_num","validation/sparse_categorical_accuracy","sparse_categorical_accuracy","train_steps_per_hour","validation/validation_time_in_seconds","loss"
4.137062072753906,"",0.0,0.004400965292006731,"","",96.18575072288513,""
4.036165237426758,44.85893249511719,1,0.0626072809100151,0.05633462220430374,80.25157532208003,96.37618780136108,3.9732120037078857
3.841397762298584,26.50622034072876,2,0.0512886680662632,0.06641791015863419,135.81717625988097,115.70749831199646,3.8633573055267334
3.700977087020874,29.802777767181396,3,0.05565091595053673,0.06477627158164978,120.79410946600736,118.23100471496582,3.715010643005371
3.702672243118286,31.42001247406006,4,0.10100279748439789,0.06173994392156601,114.57665724901005,119.22370409965515,3.7114622592926025
3.672678232192993,35.20564341545105,5,0.05661887302994728,0.06589147448539734,102.25633309743836,119.89435887336731,3.654294490814209
3.65290904045105,31.220731019973755,6,0.0839926153421402,0.07028112560510635,115.3079983199902,137.41180276870728,3.6302943229675293
3.619757652282715,38.93750286102295,7,0.16779164969921112,0.0788235291838646,92.45585195458582,151.3117332458496,3.6165592670440674
3.5368919372558594,44.57421398162842,8,0.2626253366470337,0.0904255285859108,80.76418355876709,164.19556188583374,3.5770516395568848
3.2674055099487305,53.15293264389038,9,0.2790289521217346,0.17030878365039825,67.7290945378119,172.73694109916687,3.4151504039764404
2.9356930255889893,47.971389293670654,10,0.362260103225708,0.2670423984527588,75.04473089077251,168.47651743888855,3.029747247695923
2.502098798751831,55.855278730392456,11,0.4288940727710724,0.381028950214386,64.45227885043454,177.07824778556824,2.555433511734009
2.326361656188965,48.10993719100952,12,0.460965633392334,0.43386244773864746,74.8286156705427,178.02334189414978,2.4142520427703857
2.129488706588745,51.24223017692566,13,0.49635404348373413,0.4493260085582733,70.25455347220772,171.1033124923706,2.292114019393921
1.9487669467926025,56.70449185371399,14,0.5351754426956177,0.5421438217163086,63.487033959977374,179.71348214149475,1.917006492614746
1.8416842222213745,58.86122918128967,15,0.5545732378959656,0.5332767963409424,61.160802281450465,171.43872833251953,1.9129557609558105
1.679869294166565,56.634021282196045,16,0.5886968970298767,0.5617315769195557,63.56603183909398,174.03969144821167,1.8186545372009277
1.6247905492782593,51.60132932662964,17,0.6016545295715332,0.5638985633850098,69.76564454788505,173.98482394218445,1.733209490776062
1.5584182739257812,50.46621751785278,18,0.6167288422584534,0.6154273152351379,71.33484887640876,173.89638996124268,1.5940247774124146
1.4668716192245483,51.2683367729187,19,0.6248209476470947,0.6669797897338867,70.21877881362471,173.88308238983154,1.3508890867233276
1.434085488319397,47.467212438583374,20,0.6299962401390076,0.6487804651260376,75.84182459962125,169.7618339061737,1.3942408561706543
1.3639429807662964,56.33598566055298,21,0.6501942276954651,0.6493889689445496,63.902316748151904,182.5113866329193,1.367679476737976
1.3307164907455444,57.00074052810669,22,0.6519752740859985,0.6439706683158875,63.157074217743954,171.49205613136292,1.3814104795455933
1.2909765243530273,51.41857624053955,23,0.6610482335090637,0.696107804775238,70.01360720606029,178.13082838058472,1.1977150440216064
1.2086644172668457,56.111318588256836,24,0.6752448678016663,0.6595601439476013,64.15817860950108,177.37776064872742,1.2954401969909668
1.1808542013168335,59.2315092086792,25,0.6771291494369507,0.6682583093643188,60.77846146578503,172.76162028312683,1.2652734518051147
1.1463111639022827,52.628639459609985,26,0.6883057951927185,0.6887956857681274,68.40382037165965,182.0670063495636,1.1680753231048584
1.128539800643921,52.67813682556152,27,0.6887575387954712,0.688697338104248,68.33954685833038,173.47303223609924,1.1993622779846191
1.094927430152893,51.048722982406616,28,0.6981531381607056,0.6926579475402832,70.5208630045594,172.4837954044342,1.1405887603759766
1.0983481407165527,50.34485864639282,29,0.6941264271736145,0.6731927990913391,71.50680519902379,176.14265298843384,1.2315338850021362
1.0829871892929077,62.90674424171448,30,0.689841628074646,0.7407791018486023,57.22756825829785,171.71096754074097,0.9341087341308594
1.064357876777649,46.78059959411621,31,0.7019217014312744,0.6843575239181519,76.95497773082812,183.34066152572632,1.1691049337387085
1.0194587707519531,47.544525146484375,32,0.7164926528930664,0.6859008073806763,75.71849732242404,173.19501090049744,1.1714813709259033
1.0234638452529907,43.368244647979736,33,0.7136920094490051,0.7342615127563477,83.01004638811689,173.63352298736572,0.9993354082107544
0.9790760278701782,47.29702162742615,34,0.7207516431808472,0.7282731533050537,76.11472934508134,175.8773090839386,1.0051251649856567
0.9864130616188049,55.00996994972229,35,0.7113431096076965,0.7229956984519958,65.44268254082503,176.7155647277832,1.0259486436843872
0.9834280014038086,47.386736154556274,36,0.7153827548027039,0.7186819314956665,75.97062579406742,177.72149848937988,1.0447227954864502
0.9516789317131042,57.96753811836243,37,0.7203515768051147,0.7266760468482971,62.103724202488166,172.92732095718384,1.0040929317474365
0.9469946026802063,54.49751687049866,38,0.7204418778419495,0.7181684374809265,66.05805560929697,180.10545468330383,1.023403286933899
0.960727870464325,55.548731088638306,39,0.717254102230072,0.7484325766563416,64.80796103614918,174.00631666183472,0.893356442451477
0.9560679793357849,50.290836334228516,40,0.7243911623954773,0.6981747150421143,71.58361766097333,180.2824296951294,1.2055435180664062
0.9219180345535278,56.31903529167175,41,0.7278628945350647,0.7371522784233093,63.92154946113494,176.78654050827026,0.9355127811431885
0.8903816938400269,51.294771909713745,42,0.7368454933166504,0.7435442805290222,70.18259105112162,168.00691509246826,0.923892617225647
0.8990584015846252,54.67367219924927,43,0.7325348854064941,0.7941060066223145,65.84522047248608,178.0405683517456,0.7386044859886169
0.8778225183486938,53.45508408546448,44,0.733618974685669,0.7562923431396484,67.34626016571758,178.68804335594177,0.839279055595398
0.8705728054046631,59.803431034088135,45,0.7395299673080444,0.7562838792800903,60.197215071957814,180.36418628692627,0.8750109672546387
0.856163740158081,42.729032039642334,46,0.7473123073577881,0.732390284538269,84.25185004565654,172.1835811138153,0.9981626272201538
