"validation/eval/sparse_categorical_accuracy","eval/loss","stat/num_examples","validation/eval/loss","eval/sparse_categorical_accuracy","sparse_categorical_accuracy","train_steps_per_hour","round_num","train_step_time_in_seconds","validation/stat/num_examples","validation/validation_time_in_seconds","loss"
0.010200000368058681,"","",4.611220359802246,"","","",0.0,"",10000.0,56.52727818489075,""
0.010999999940395355,"","",4.762788772583008,"",0.10599999874830246,50.71024000270984,1.0,70.99157881736755,10000.0,53.389488697052,3.9679923057556152
0.009999999776482582,"","",4.767643451690674,"",0.10400000214576721,73.1012060587553,2.0,49.24679350852966,10000.0,53.48999881744385,4.124807357788086
0.009999999776482582,"","",4.874726295471191,"",0.09000000357627869,73.91940723070564,3.0,48.70168924331665,10000.0,53.607059478759766,4.066946029663086
0.009999999776482582,"","",4.898687362670898,"",0.10999999940395355,73.39036597292512,4.0,49.052759885787964,10000.0,53.42842483520508,3.928510904312134
0.012500000186264515,"","",4.816234111785889,"",0.07999999821186066,73.65706371600572,5.0,48.8751494884491,10000.0,53.56120324134827,4.124607563018799
0.015599999576807022,"","",4.726640224456787,"",0.11599999666213989,73.26339701976258,6.0,49.137770652770996,10000.0,53.69011044502258,3.8263421058654785
0.012900000438094139,"","",4.699746131896973,"",0.12399999797344208,72.84902317912571,7.0,49.417272090911865,10000.0,53.4043653011322,3.9868829250335693
0.015200000256299973,"","",4.811605453491211,"",0.10400000214576721,71.25349014584087,8.0,50.52384090423584,10000.0,53.46949481964111,3.936063051223755
0.016300000250339508,"","",4.886380195617676,"",0.1289999932050705,73.20456377767513,9.0,49.17726182937622,10000.0,53.67258358001709,3.8224759101867676
0.01269999984651804,"","",4.846328258514404,"",0.11299999803304672,72.31859567182852,10.0,49.77972769737244,10000.0,53.38239049911499,3.985379695892334
0.015599999576807022,"","",4.772027969360352,"",0.09000000357627869,72.77120154163676,11.0,49.4701189994812,10000.0,53.48776054382324,3.933931350708008
0.018699999898672104,"","",4.949501037597656,"",0.1289999932050705,73.02875184064008,12.0,49.295652866363525,10000.0,53.70821166038513,3.707939386367798
0.015699999406933784,"","",4.621732711791992,"",0.13699999451637268,74.22868334248737,13.0,48.49877214431763,10000.0,53.50053000450134,3.6705026626586914
0.011699999682605267,"","",4.994260311126709,"",0.125,72.48276972868604,14.0,49.6669762134552,10000.0,53.38666796684265,3.748234510421753
0.01510000042617321,"","",4.813523769378662,"",0.10400000214576721,73.0296330947214,15.0,49.29505801200867,10000.0,53.66409754753113,4.015779495239258
0.00989999994635582,"","",4.697098255157471,"",0.09000000357627869,73.79514529467743,16.0,48.78369688987732,10000.0,53.5067036151886,3.9268133640289307
0.01899999938905239,"","",4.782795429229736,"",0.09799999743700027,73.96924339152696,17.0,48.6688768863678,10000.0,53.43216109275818,3.931824207305908
0.011699999682605267,"","",4.775390625,"",0.10599999874830246,73.34984323569213,18.0,49.079859495162964,10000.0,53.664165019989014,3.8809235095977783
0.019500000402331352,"","",4.711435794830322,"",0.12200000137090683,73.97147197111155,19.0,48.66741061210632,10000.0,53.51163148880005,3.7455782890319824
0.013899999670684338,"","",4.947876930236816,"",0.11800000071525574,74.03325559679263,20.0,48.62679576873779,10000.0,53.51987671852112,3.6437811851501465
0.016300000250339508,"","",4.648868560791016,"",0.07500000298023224,69.07498932206721,21.0,52.117271900177,10000.0,53.76442551612854,4.135079383850098
0.01119999960064888,"","",4.994223594665527,"",0.11599999666213989,72.75799138257297,22.0,49.479100942611694,10000.0,53.51645112037659,3.8047285079956055
0.018300000578165054,"","",4.803120136260986,"",0.12700000405311584,73.42241504815067,23.0,49.03134822845459,10000.0,53.496283769607544,3.776306390762329
0.011699999682605267,"","",4.971921443939209,"",0.13600000739097595,73.64206460090409,24.0,48.885104179382324,10000.0,53.6553840637207,3.6850497722625732
0.023600000888109207,"","",4.593446254730225,"",0.11999999731779099,73.01871905277835,25.0,49.30242609977722,10000.0,53.49310922622681,3.844320774078369
0.018300000578165054,"","",4.590093612670898,"",0.08399999886751175,72.91771506495137,26.0,49.37071871757507,10000.0,53.49925994873047,3.9162983894348145
0.016200000420212746,"","",4.803573131561279,"",0.10499999672174454,73.57098055996661,27.0,48.93233680725098,10000.0,53.482099294662476,3.785609722137451
0.01850000023841858,"","",4.640865325927734,"",0.10400000214576721,73.77618723369875,28.0,48.7962327003479,10000.0,53.51077079772949,3.796952247619629
0.019300000742077827,"","",4.536544322967529,"",0.10599999874830246,74.22702451648323,29.0,48.49985599517822,10000.0,53.50624966621399,3.8528530597686768
0.012600000016391277,"","",4.85598087310791,"",0.10899999737739563,73.88223891406734,30.0,48.726189851760864,10000.0,53.47978734970093,3.6426215171813965
0.020500000566244125,"","",4.699319362640381,"",0.09000000357627869,73.8833404448022,31.0,48.72546339035034,10000.0,53.47924065589905,3.975890636444092
0.011900000274181366,"","",4.927854061126709,"",0.10499999672174454,73.72508807501251,32.0,48.83005356788635,10000.0,53.52553367614746,3.88515567779541
0.017999999225139618,"","",4.694690227508545,"",0.13600000739097595,73.72779156058928,33.0,48.8282630443573,10000.0,53.53027391433716,3.7542190551757812
0.025499999523162842,"","",4.628829479217529,"",0.10199999809265137,73.87350013487747,34.0,48.731953859329224,10000.0,53.444703578948975,3.8311305046081543
0.019099999219179153,"","",4.66702127456665,"",0.10700000077486038,73.71098096950135,35.0,48.8393988609314,10000.0,53.46870422363281,3.870924472808838
0.020400000736117363,"","",4.548811435699463,"",0.08699999749660492,72.99361402928162,36.0,49.31938290596008,10000.0,53.53840088844299,3.9131290912628174
0.025200000032782555,"","",4.613752841949463,"",0.13300000131130219,73.73593561404721,37.0,48.82287001609802,10000.0,53.49527621269226,3.5164310932159424
0.02019999921321869,"","",4.828348636627197,"",0.12099999934434891,73.5733712623421,38.0,48.93074679374695,10000.0,53.54993510246277,3.605821371078491
0.019600000232458115,"","",4.9727044105529785,"",0.1469999998807907,71.88241341963727,39.0,50.081790924072266,10000.0,53.52798771858215,3.555263042449951
0.017100000753998756,"","",4.748716831207275,"",0.11900000274181366,73.99349175556756,40.0,48.65292763710022,10000.0,53.48897337913513,3.7080414295196533
0.023099999874830246,"","",4.5997772216796875,"",0.1340000033378601,74.01877705522847,41.0,48.63630747795105,10000.0,53.430331230163574,3.611035108566284
0.01489999983459711,"","",4.753131866455078,"",0.14800000190734863,73.36307743752516,42.0,49.07100582122803,10000.0,53.5203537940979,3.570279359817505
0.014299999922513962,"","",4.852863788604736,"",0.12300000339746475,72.93475970162598,43.0,49.35918092727661,10000.0,53.4528489112854,3.7296390533447266
0.023499999195337296,"","",4.7497124671936035,"",0.13300000131130219,73.32225440675191,44.0,49.098326683044434,10000.0,53.426180362701416,3.5977306365966797
0.020999999716877937,"","",5.22614860534668,"",0.08100000023841858,73.49904473354215,45.0,48.980228424072266,10000.0,53.46340894699097,3.962179183959961
0.021400000900030136,"","",4.805440902709961,"",0.10700000077486038,73.59555674612135,46.0,48.91599655151367,10000.0,53.536752700805664,3.8977742195129395
0.019200000911951065,"","",4.623607635498047,"",0.10999999940395355,72.4372002174839,47.0,49.69822120666504,10000.0,53.54024887084961,3.852602481842041
0.025699999183416367,"","",4.780265808105469,"",0.12999999523162842,72.56916295083691,48.0,49.607847929000854,10000.0,53.42229104042053,3.6474838256835938
0.012199999764561653,"","",5.254333019256592,"",0.10100000351667404,73.4527830381785,49.0,49.01107692718506,10000.0,53.49069952964783,3.845229148864746
0.014999999664723873,"","",4.65122652053833,"",0.09600000083446503,73.74399863087484,50.0,48.81753182411194,10000.0,53.50289559364319,3.8264756202697754
0.025200000032782555,"","",4.800823211669922,"",0.16099999845027924,73.85839360392286,51.0,48.741921186447144,10000.0,53.40842628479004,3.429744243621826
0.020999999716877937,"","",4.64941930770874,"",0.14100000262260437,74.10162669755275,52.0,48.581929445266724,10000.0,53.489224433898926,3.628052234649658
0.0142000000923872,"","",4.939134120941162,"",0.08900000154972076,73.95797028631705,53.0,48.67629528045654,10000.0,53.50007939338684,3.834584951400757
0.01209999993443489,"","",4.837345123291016,"",0.11400000005960464,73.61705500029021,54.0,48.9017117023468,10000.0,53.474905252456665,3.88639760017395
0.02160000056028366,"","",4.7898850440979,"",0.1509999930858612,73.1048231466606,55.0,49.244356870651245,10000.0,53.5300829410553,3.558962345123291
0.018799999728798866,"","",4.841078281402588,"",0.12399999797344208,74.27944727983345,56.0,48.46562719345093,10000.0,53.604990005493164,3.6286075115203857
0.01940000057220459,"","",4.779896259307861,"",0.11400000005960464,73.09085368081817,57.0,49.25376868247986,10000.0,53.59913945198059,3.8786911964416504
0.015300000086426735,"","",4.595368385314941,"",0.0989999994635582,73.76158817475586,58.0,48.80589056015015,10000.0,53.42637610435486,3.786438226699829
0.028999999165534973,"","",4.619834899902344,"",0.12999999523162842,74.13025654385395,59.0,48.56316661834717,10000.0,53.69446420669556,3.666836977005005
0.023499999195337296,"","",4.732070446014404,"",0.09000000357627869,73.38382163518384,60.0,49.05713438987732,10000.0,53.48918294906616,3.7902443408966064
0.027499999850988388,"","",4.607920169830322,"",0.09600000083446503,73.60035872163769,61.0,48.91280508041382,10000.0,53.42943549156189,3.874577522277832
0.010700000450015068,"","",4.913501739501953,"",0.11800000071525574,73.6184515742624,62.0,48.90078401565552,10000.0,53.677234411239624,3.796400547027588
0.020600000396370888,"","",5.1078290939331055,"",0.11599999666213989,73.48409523659075,63.0,48.990192890167236,10000.0,53.47853636741638,3.747589111328125
0.025599999353289604,"","",4.661762714385986,"",0.13199999928474426,73.04137858637861,64.0,49.2871310710907,10000.0,53.49852705001831,3.6631851196289062
0.02160000056028366,"","",4.841638565063477,"",0.12200000137090683,73.33284161449998,65.0,49.091238260269165,10000.0,53.66605353355408,3.731372594833374
0.019899999722838402,"","",4.6409687995910645,"",0.11500000208616257,72.48899982200234,66.0,49.662707567214966,10000.0,53.53729462623596,3.8753244876861572
0.01640000008046627,"","",4.629034996032715,"",0.10899999737739563,73.18514560895215,67.0,49.19031000137329,10000.0,53.46637773513794,3.7381253242492676
0.025200000032782555,"","",4.645568370819092,"",0.11100000143051147,73.41824812437324,68.0,49.03413105010986,10000.0,53.59657335281372,3.7630794048309326
0.02070000022649765,"","",5.013354778289795,"",0.12099999934434891,72.03599787016294,69.0,49.975013971328735,10000.0,53.552154541015625,3.5074450969696045
0.018799999728798866,"","",4.801726341247559,"",0.11900000274181366,73.41083115652802,70.0,49.039085149765015,10000.0,53.50489664077759,3.8149542808532715
0.026000000536441803,"","",4.520057678222656,"",0.13600000739097595,73.5889022426082,71.0,48.92041993141174,10000.0,53.667797803878784,3.541872978210449
0.018699999898672104,"","",4.79183292388916,"",0.11599999666213989,73.3781599485667,72.0,49.060919523239136,10000.0,53.45102262496948,3.6906259059906006
0.022099999710917473,"","",4.838159561157227,"",0.16300000250339508,72.83155557209889,73.0,49.42912411689758,10000.0,53.51583957672119,3.6412765979766846
0.02250000089406967,"","",4.811859607696533,"",0.11999999731779099,73.77899612858384,74.0,48.79437494277954,10000.0,53.63738441467285,3.589028835296631
0.015599999576807022,"","",4.800468921661377,"",0.14900000393390656,73.71340920809337,75.0,48.83779001235962,10000.0,53.43279051780701,3.6121134757995605
0.02410000003874302,"","",4.679226398468018,"",0.14800000190734863,73.86146420355969,76.0,48.73989486694336,10000.0,53.45016431808472,3.629014015197754
0.028200000524520874,"","",4.569766998291016,"",0.13699999451637268,73.03941732677404,77.0,49.28845453262329,10000.0,53.69776797294617,3.698516607284546
0.033399999141693115,"","",4.420323371887207,"",0.16099999845027924,72.24508151216602,78.0,49.830381870269775,10000.0,53.40612316131592,3.4916110038757324
0.014100000262260437,"","",5.053596019744873,"",0.13699999451637268,73.57454892589207,79.0,48.9299635887146,10000.0,53.492135524749756,3.4968769550323486
0.02889999933540821,"","",4.768395900726318,"",0.1289999932050705,74.13274305852246,80.0,48.561537742614746,10000.0,53.6938271522522,3.6384241580963135
0.011599999852478504,"","",5.08620023727417,"",0.10100000351667404,73.09761126871005,81.0,49.24921536445618,10000.0,53.53502893447876,3.883639097213745
0.024700000882148743,"","",4.6851701736450195,"",0.1289999932050705,73.88038912489273,82.0,48.72740983963013,10000.0,53.43794655799866,3.7805838584899902
0.027699999511241913,"","",4.563864231109619,"",0.164000004529953,73.20350546190127,83.0,49.1779727935791,10000.0,53.59667921066284,3.454819440841675
0.0272000003606081,"","",4.6284074783325195,"",0.11800000071525574,74.17315846810499,84.0,48.5350775718689,10000.0,53.469820737838745,3.625718355178833
0.016200000420212746,"","",4.598520278930664,"",0.09799999743700027,73.45642035159882,85.0,49.008650064468384,10000.0,53.46699070930481,3.7211010456085205
0.02019999921321869,"","",4.735500335693359,"",0.14499999582767487,74.02432174549666,86.0,48.63266444206238,10000.0,53.66872000694275,3.5262653827667236
0.045099999755620956,"","",4.43583345413208,"",0.10999999940395355,74.01585699210553,87.0,48.63822627067566,10000.0,53.52212572097778,3.893951654434204
0.03420000150799751,"","",4.394322872161865,"",0.14100000262260437,73.81447430540881,88.0,48.77092242240906,10000.0,53.49548268318176,3.668224811553955
0.0203000009059906,"","",4.8979620933532715,"",0.12099999934434891,73.30132544011175,89.0,49.11234521865845,10000.0,53.58427834510803,3.5919125080108643
0.03680000081658363,"","",4.543404579162598,"",0.12800000607967377,73.58957829069449,90.0,48.91997051239014,10000.0,53.49750089645386,3.7414188385009766
0.026200000196695328,"","",4.860316276550293,"",0.10700000077486038,73.78084625164381,91.0,48.79315137863159,10000.0,53.54341387748718,3.8688549995422363
