"train_steps_per_hour","sparse_categorical_accuracy","validation/loss","validation/validation_time_in_seconds","round_num","train_step_time_in_seconds","validation/sparse_categorical_accuracy","loss"
"","",4.137058734893799,38.620254039764404,0.0,"",0.004400965292006731,""
119.56402866541426,0.06189555302262306,3.893977642059326,34.82042908668518,1,30.109390258789062,0.08971000462770462,3.858658790588379
231.54637289246452,0.07164178788661957,3.6937174797058105,32.79516291618347,2,15.547641515731812,0.12010376155376434,3.6933352947235107
233.78487219404633,0.16014568507671356,3.3414595127105713,34.70365643501282,3,15.398772239685059,0.2948259711265564,3.318845272064209
199.28655400404972,0.39925163984298706,2.5004332065582275,35.49344611167908,4,18.06444001197815,0.4516216516494751,2.4763057231903076
233.94027788108767,0.555348813533783,2.014718770980835,34.30930685997009,5,15.388542890548706,0.527741551399231,1.761572003364563
234.1028515550314,0.5963281989097595,1.8034470081329346,35.69612646102905,6,15.377856254577637,0.5515532493591309,1.617977499961853
226.0878476228283,0.7088000178337097,1.563450813293457,44.86912751197815,7,15.923014163970947,0.594001293182373,1.1289600133895874
162.4872338329635,0.6913043260574341,1.4524562358856201,54.53073287010193,8,22.15558671951294,0.6138507723808289,1.1641582250595093
177.5754014223419,0.7149643898010254,1.3194719552993774,55.0123827457428,9,20.273078203201294,0.6436250805854797,1.0679832696914673
136.60368314317253,0.7371980547904968,1.2412387132644653,53.517796993255615,10,26.35360860824585,0.6561697125434875,0.9931305050849915
166.59964833498321,0.7564844489097595,1.1841095685958862,56.132901430130005,11,21.608689069747925,0.6761612296104431,0.8724344372749329
122.07756355035141,0.7650793790817261,1.1266862154006958,94.88879323005676,12,29.489448308944702,0.6815301179885864,0.8600444793701172
60.5957772446794,0.7506740093231201,1.119685411453247,109.94043302536011,13,59.410080432891846,0.686705470085144,0.8864065408706665
62.30210718269603,0.8008245825767517,1.0791999101638794,112.9345691204071,14,57.782957315444946,0.6946297883987427,0.7083960175514221
55.86694262703175,0.7860957980155945,1.0946166515350342,115.19834733009338,15,64.43882250785828,0.6876992583274841,0.7459781765937805
61.49124295266907,0.7811475396156311,0.9849939942359924,116.31791615486145,16,58.54492163658142,0.7135629653930664,0.7724016308784485
55.295130208681805,0.7797116041183472,0.9888566136360168,117.61362290382385,17,65.10519075393677,0.7133823037147522,0.7629064917564392
