"validation/sparse_categorical_accuracy","sparse_categorical_accuracy","train_steps_per_hour","round_num","loss","validation/loss","validation/validation_time_in_seconds","train_step_time_in_seconds"
0.004400965292006731,"","",0.0,"",4.137059688568115,114.36567044258118,""
0.09350438416004181,0.06025145202875137,36.482562341098024,1,3.8546762466430664,3.8947865962982178,118.01079821586609,98.67727947235107
0.1753804087638855,0.0757213905453682,67.69204905381167,2,3.6669487953186035,3.6753783226013184,121.07265663146973,53.182021379470825
0.3230257034301758,0.18116545677185059,56.001587531270374,3,3.246819019317627,3.206591844558716,126.52273392677307,64.28389191627502
0.4581521153450012,0.42357343435287476,42.705244025751355,4,2.3772528171539307,2.3990700244903564,146.07278633117676,84.29878067970276
0.5263606309890747,0.5586563348770142,36.49210526681486,5,1.7327293157577515,1.9619389772415161,164.62205243110657,98.65147471427917
0.5512951016426086,0.5977051258087158,34.40319020027264,6,1.6161949634552002,1.7730679512023926,179.9996657371521,104.64145851135254
0.5862576365470886,0.7159529328346252,31.834011786627613,7,1.1119301319122314,1.578817367553711,174.92989778518677,113.08659505844116
0.6071396470069885,0.6962072253227234,28.17774436295473,8,1.1663812398910522,1.4918107986450195,177.8752920627594,127.76040387153625
0.6442058086395264,0.7155344486236572,31.140954594860638,9,1.0733816623687744,1.3199368715286255,176.79543352127075,115.60339260101318
0.657989501953125,0.7341921925544739,36.5371465014944,10,0.9902947545051575,1.2478535175323486,180.79287481307983,98.52986192703247
0.6715021133422852,0.7553054690361023,33.127997520486005,11,0.8800826072692871,1.2060811519622803,179.78600811958313,108.66941165924072
0.6817624568939209,0.765925943851471,33.64023230957844,12,0.861889660358429,1.1294697523117065,179.28440856933594,107.01471877098083
0.6823948621749878,0.7469795346260071,30.69362316716141,13,0.8974881172180176,1.1233329772949219,175.64825582504272,117.28820610046387
0.6976369023323059,0.7966101765632629,31.34785541257998,14,0.712898850440979,1.0760719776153564,180.74287724494934,114.84039187431335
0.6949266195297241,0.7935565710067749,27.5396435545686,15,0.7297916412353516,1.069704294204712,181.26706385612488,130.7206461429596
0.7151633501052856,0.78125,33.24364726258581,16,0.7693937420845032,0.9912508130073547,177.71343612670898,108.29136681556702
0.7114850878715515,0.7861760258674622,33.122013441867644,17,0.7653714418411255,0.9937644600868225,176.28339076042175,108.689044713974
0.729179322719574,0.8025527000427246,34.08561826044237,18,0.6955364346504211,0.9404670000076294,183.69630646705627,105.61639142036438
0.7256946563720703,0.8436824679374695,31.71334557683086,19,0.5285899043083191,0.9774922132492065,180.92771792411804,113.51687860488892
0.7219519019126892,0.8362369537353516,43.015622845852896,20,0.5663304924964905,0.9833975434303284,179.42089176177979,83.69052362442017
0.7335802912712097,0.8216603398323059,28.44626233325232,21,0.60733962059021,0.9175084233283997,174.23682379722595,126.55441188812256
