"loss","validation/loss","train_step_time_in_seconds","validation/validation_time_in_seconds","sparse_categorical_accuracy","round_num","train_steps_per_hour","validation/sparse_categorical_accuracy"
"",4.137056827545166,"",36.53556990623474,"",0.0,"",0.004400965292006731
3.9635772705078125,4.02692174911499,22.113786935806274,34.19162464141846,0.041102513670921326,1,162.79436943343885,0.05565091595053673
3.9231467247009277,3.898054599761963,8.55289912223816,34.158947467803955,0.05870646610856056,2,420.9099100256822,0.05565091595053673
3.8483211994171143,3.8005893230438232,8.389430522918701,33.781006813049316,0.05645161122083664,3,429.1113669950928,0.0556638240814209
3.814274787902832,3.7353217601776123,7.802617311477661,34.24002194404602,0.06267539411783218,4,461.3836429866162,0.05789656937122345
3.744264841079712,3.701328754425049,8.02073049545288,41.30882954597473,0.05426356568932533,5,448.8369235247232,0.05567672848701477
3.7104129791259766,3.685304641723633,10.04063367843628,49.606953382492065,0.06454388797283173,6,358.5431074665659,0.053289107978343964
3.7182610034942627,3.6810708045959473,12.380028009414673,49.498592138290405,0.06682352721691132,7,290.7909414471678,0.053289107978343964
3.75959849357605,3.690185308456421,10.589248657226562,54.832820892333984,0.05041627958416939,8,339.9674628986263,0.053289107978343964
3.726940155029297,3.698748826980591,11.356425046920776,65.44433259963989,0.05843230336904526,9,317.0011676320725,0.053289107978343964
3.7146103382110596,3.701018810272217,12.014879941940308,75.15975046157837,0.0582394003868103,10,299.62846215662046,0.05335363745689392
3.6424832344055176,3.6879706382751465,12.177301168441772,70.06850814819336,0.06538049131631851,11,295.63200829175696,0.061110179871320724
3.6368422508239746,3.665465831756592,16.681249380111694,75.6320960521698,0.06375661492347717,12,215.81117325013548,0.09688577055931091
3.670750617980957,3.651460647583008,13.957002878189087,76.31682968139648,0.06340489536523819,13,257.9350331456762,0.15892519056797028
3.6608617305755615,3.642634153366089,12.872613906860352,70.86194634437561,0.06917086243629456,14,279.6634798532573,0.1580088585615158
3.7030580043792725,3.627796173095703,21.63987922668457,66.19951033592224,0.0714285746216774,15,166.35952365024144,0.16344229876995087
3.608914375305176,3.612203359603882,13.51676893234253,77.02411603927612,0.07966188341379166,16,266.3358394317169,0.1771872490644455
3.5885562896728516,3.607217788696289,12.533918142318726,76.33408808708191,0.09273993223905563,17,287.2206407544013,0.20187653601169586
3.4805970191955566,3.573897361755371,12.798621654510498,69.4769241809845,0.10654827952384949,18,281.2802891732709,0.24305976927280426
3.464639186859131,3.5215346813201904,14.985986471176147,75.23276782035828,0.12564584612846375,19,240.22442612798253,0.26426440477371216
3.414470911026001,3.4636435508728027,11.002138376235962,78.20181894302368,0.1574912965297699,20,327.2091185269775,0.27851271629333496
3.423344612121582,3.3889830112457275,13.20809531211853,70.4706974029541,0.16160978376865387,21,272.5601167260636,0.29611656069755554
3.3435511589050293,3.260986089706421,18.529287576675415,71.83965039253235,0.18615314364433289,22,194.28701643832568,0.31502392888069153
3.0135746002197266,3.1230764389038086,13.979366540908813,75.13550472259521,0.29790419340133667,23,257.52239841948943,0.3488249182701111
