"sparse_categorical_accuracy","stat/num_examples","validation/validation_time_in_seconds","eval/loss","eval/sparse_categorical_accuracy","round_time_in_seconds","validation/stat/num_examples","validation/eval/sparse_categorical_accuracy","validation/eval/loss","loss","round_num"
"","",19.495142459869385,"","","",77483.0,0.00383309880271554,4.150177478790283,"",0.0
0.047126319259405136,"",18.331367015838623,"","",44.57450461387634,77483.0,0.03310403600335121,15.584525108337402,14.145183563232422,1.0
0.042658731341362,"",18.41176152229309,"","",14.404720306396484,77483.0,0.031723085790872574,15.606782913208008,15.430524826049805,2.0
0.03974514454603195,"",18.39183282852173,"","",13.556921482086182,77483.0,0.053289107978343964,15.259188652038574,15.47748851776123,3.0
0.0405430905520916,"",18.382970571517944,"","",14.013375759124756,77483.0,0.053289107978343964,15.259188652038574,15.46462345123291,4.0
0.039745789021253586,"",18.39141821861267,"","",13.720437288284302,77483.0,0.053289107978343964,15.259188652038574,15.477476119995117,5.0
0.03531726449728012,"",18.35179567337036,"","",13.596318244934082,77483.0,0.053289107978343964,15.259188652038574,15.548852920532227,6.0
0.040837161242961884,"",18.352646112442017,"","",13.373624563217163,77483.0,0.053289107978343964,15.259188652038574,15.459883689880371,7.0
0.035111911594867706,"",18.415468454360962,"","",13.242260217666626,77483.0,0.053289107978343964,15.259188652038574,15.552162170410156,8.0
0.037754207849502563,"",18.522437810897827,"","",13.830381870269775,77483.0,0.053289107978343964,15.259188652038574,15.509578704833984,9.0
0.038391225039958954,"",18.284898042678833,"","",13.524697065353394,77483.0,0.053289107978343964,15.259188652038574,15.49930477142334,10.0
0.038531187921762466,"",18.31921887397766,"","",13.777707815170288,77483.0,0.053289107978343964,15.259188652038574,15.497051239013672,11.0
0.038230959326028824,"",18.296599626541138,"","",13.744758367538452,77483.0,0.053289107978343964,15.259188652038574,15.50189208984375,12.0
0.040802545845508575,"",18.26098656654358,"","",13.902965545654297,77483.0,0.053289107978343964,15.259188652038574,15.460439682006836,13.0
0.038782477378845215,"",18.304595232009888,"","",14.405850887298584,77483.0,0.053289107978343964,15.259188652038574,15.493003845214844,14.0
