"round_time_in_seconds","sparse_categorical_accuracy","validation/validation_time_in_seconds","eval/loss","validation/eval/sparse_categorical_accuracy","validation/eval/loss","stat/num_examples","eval/sparse_categorical_accuracy","validation/stat/num_examples","round_num","loss"
"","",27.159775733947754,"",0.009100000374019146,4.614192008972168,"","",10000.0,0.0,""
274.20116424560547,0.11779999732971191,13.397341012954712,"",0.009999999776482582,4.94058084487915,"","",10000.0,1.0,3.568305492401123
34.231486797332764,0.12280000001192093,13.199290990829468,"",0.017000000923871994,5.9628496170043945,"","",10000.0,2.0,3.3225457668304443
32.51595640182495,0.14820000529289246,14.279268503189087,"",0.009999999776482582,5.424587726593018,"","",10000.0,3.0,3.2449021339416504
33.7867214679718,0.16120000183582306,12.081205368041992,"",0.015300000086426735,5.031339645385742,"","",10000.0,4.0,3.1771507263183594
34.8367063999176,0.1289999932050705,11.804113388061523,"",0.009999999776482582,6.060342311859131,"","",10000.0,5.0,3.352013349533081
34.30064105987549,0.1550000011920929,15.324728965759277,"",0.010999999940395355,5.2122907638549805,"","",10000.0,6.0,3.0945069789886475
38.26452088356018,0.15839999914169312,17.21899652481079,"",0.012199999764561653,5.170013427734375,"","",10000.0,7.0,3.2556979656219482
36.56309986114502,0.164000004529953,13.536093711853027,"",0.025200000032782555,4.949916839599609,"","",10000.0,8.0,3.08785343170166
34.45198202133179,0.18799999356269836,11.66916012763977,"",0.013799999840557575,5.449476718902588,"","",10000.0,9.0,2.9487807750701904
34.22761273384094,0.18039999902248383,13.408435344696045,"",0.021900000050663948,4.974529266357422,"","",10000.0,10.0,3.042973041534424
32.69075965881348,0.15240000188350677,12.837576866149902,"",0.01979999989271164,5.477208137512207,"","",10000.0,11.0,3.089228630065918
33.938425064086914,0.19539999961853027,11.862830400466919,"",0.013799999840557575,5.769717693328857,"","",10000.0,12.0,2.8433589935302734
34.583924293518066,0.20919999480247498,12.559880495071411,"",0.018200000748038292,4.9838080406188965,"","",10000.0,13.0,2.8659868240356445
35.595157861709595,0.19539999961853027,16.457540035247803,"",0.01850000023841858,5.222557067871094,"","",10000.0,14.0,2.931685447692871
40.24628472328186,0.2029999941587448,15.70120906829834,"",0.01679999940097332,5.513355255126953,"","",10000.0,15.0,2.9767098426818848
34.6099910736084,0.17159999907016754,13.295215606689453,"",0.02500000037252903,4.751835346221924,"","",10000.0,16.0,3.037606954574585
34.24954700469971,0.1770000010728836,13.740367412567139,"",0.014399999752640724,5.429352760314941,"","",10000.0,17.0,3.0290706157684326
32.93520760536194,0.20900000631809235,13.654574394226074,"",0.02669999934732914,5.404042720794678,"","",10000.0,18.0,2.9579355716705322
33.50659990310669,0.22040000557899475,13.336179733276367,"",0.019099999219179153,5.446313381195068,"","",10000.0,19.0,2.845168352127075
33.07630372047424,0.18520000576972961,12.128631591796875,"",0.025200000032782555,5.3230061531066895,"","",10000.0,20.0,2.87168550491333
35.81000542640686,0.16660000383853912,15.099386215209961,"",0.03500000014901161,4.740109443664551,"","",10000.0,21.0,3.1248631477355957
35.568886041641235,0.1932000070810318,15.700318813323975,"",0.026100000366568565,5.026478290557861,"","",10000.0,22.0,2.931903839111328
35.53572702407837,0.21879999339580536,12.990513801574707,"",0.03310000151395798,5.167384147644043,"","",10000.0,23.0,2.7674193382263184
32.94280290603638,0.22339999675750732,12.966474771499634,"",0.0272000003606081,5.569339752197266,"","",10000.0,24.0,2.756856918334961
33.07822227478027,0.22460000216960907,13.513577938079834,"",0.04129999876022339,4.972850322723389,"","",10000.0,25.0,2.8056743144989014
