"validation/validation_time_in_seconds","loss","round_num","round_time_in_seconds","eval/loss","validation/eval/sparse_categorical_accuracy","validation/eval/loss","sparse_categorical_accuracy","eval/sparse_categorical_accuracy","stat/num_examples","validation/stat/num_examples"
24.90303635597229,"",0.0,"","",0.009999999776482582,4.614657878875732,"","","",10000.0
23.710908889770508,4.173152446746826,1.0,1028.8263041973114,"",0.009999999776482582,4.648554801940918,0.09724999964237213,"","",10000.0
11.862969636917114,4.156116008758545,2.0,28.562695741653442,"",0.011599999852478504,4.636026859283447,0.09825000166893005,"","",10000.0
13.396031856536865,3.9238393306732178,3.0,27.792381048202515,"",0.010499999858438969,4.620474815368652,0.10450000315904617,"","",10000.0
12.214402198791504,3.8328847885131836,4.0,27.919070959091187,"",0.020400000736117363,4.640297889709473,0.1145000010728836,"","",10000.0
12.827231645584106,3.8631999492645264,5.0,27.153709650039673,"",0.01720000058412552,4.611087799072266,0.1042499989271164,"","",10000.0
12.65204405784607,3.8479464054107666,6.0,26.17828369140625,"",0.016200000420212746,4.578409671783447,0.11699999868869781,"","",10000.0
13.22960615158081,3.8504767417907715,7.0,27.282742738723755,"",0.01860000006854534,4.517490386962891,0.1080000028014183,"","",10000.0
15.892563581466675,3.8108584880828857,8.0,28.55436062812805,"",0.021800000220537186,4.544929027557373,0.11599999666213989,"","",10000.0
12.182312250137329,3.7832343578338623,9.0,30.22785711288452,"",0.014000000432133675,4.649288654327393,0.1172500029206276,"","",10000.0
15.948665618896484,3.7674736976623535,10.0,29.519086360931396,"",0.01600000075995922,4.805930137634277,0.11225000023841858,"","",10000.0
15.89407467842102,3.851135015487671,11.0,36.34642267227173,"",0.01080000028014183,4.775501728057861,0.1014999970793724,"","",10000.0
18.6240394115448,3.8889482021331787,12.0,37.85883402824402,"",0.01119999960064888,4.698001384735107,0.11574999988079071,"","",10000.0
15.973143815994263,3.798942804336548,13.0,29.473438262939453,"",0.017100000753998756,4.533602714538574,0.10899999737739563,"","",10000.0
15.845637083053589,3.7802371978759766,14.0,33.73106384277344,"",0.017999999225139618,4.598895072937012,0.1014999970793724,"","",10000.0
15.788974523544312,3.758760690689087,15.0,33.597533226013184,"",0.015200000256299973,4.6360650062561035,0.12325000017881393,"","",10000.0
16.04964780807495,3.702158212661743,16.0,34.20884323120117,"",0.023499999195337296,4.626036643981934,0.11900000274181366,"","",10000.0
16.0733060836792,3.7210586071014404,17.0,35.028308629989624,"",0.018699999898672104,4.583162307739258,0.1277499943971634,"","",10000.0
15.860345602035522,3.7348806858062744,18.0,34.285423040390015,"",0.01769999973475933,4.563816070556641,0.11599999666213989,"","",10000.0
15.999424457550049,3.729969024658203,19.0,34.1009407043457,"",0.014999999664723873,4.788441181182861,0.125,"","",10000.0
15.895950555801392,3.699118137359619,20.0,34.79300808906555,"",0.01140000019222498,4.857053756713867,0.12099999934434891,"","",10000.0
16.01334023475647,3.7895336151123047,21.0,34.569761753082275,"",0.01590000092983246,4.658478260040283,0.11874999850988388,"","",10000.0
16.15825366973877,3.7499217987060547,22.0,34.165722370147705,"",0.02370000071823597,4.5630598068237305,0.11124999821186066,"","",10000.0
16.017622470855713,3.637906312942505,23.0,33.39330792427063,"",0.032999999821186066,4.470973491668701,0.1185000017285347,"","",10000.0
15.62947392463684,3.6261839866638184,24.0,33.44136309623718,"",0.018400000408291817,4.459934234619141,0.13850000500679016,"","",10000.0
16.236449003219604,3.5952882766723633,25.0,34.88825225830078,"",0.022099999710917473,4.498993396759033,0.12025000154972076,"","",10000.0
15.882789611816406,3.654606580734253,26.0,35.512229204177856,"",0.04010000079870224,4.460535526275635,0.11474999785423279,"","",10000.0
15.932833433151245,3.556211471557617,27.0,33.81849408149719,"",0.03280000016093254,4.382260322570801,0.13324999809265137,"","",10000.0
15.924962759017944,3.4929275512695312,28.0,34.79934859275818,"",0.03400000184774399,4.349409580230713,0.1420000046491623,"","",10000.0
15.839166164398193,3.6111955642700195,29.0,33.92521548271179,"",0.03500000014901161,4.3261799812316895,0.12725000083446503,"","",10000.0
15.86808180809021,3.6173315048217773,30.0,33.32277154922485,"",0.03519999980926514,4.415604114532471,0.11900000274181366,"","",10000.0
15.797694444656372,3.535095691680908,31.0,35.436347007751465,"",0.027699999511241913,4.465541362762451,0.14024999737739563,"","",10000.0
15.980329275131226,3.6374757289886475,32.0,33.950196504592896,"",0.025699999183416367,4.4902215003967285,0.11424999684095383,"","",10000.0
15.972940921783447,3.4885058403015137,33.0,34.765772342681885,"",0.03449999913573265,4.393496513366699,0.14499999582767487,"","",10000.0
15.829102754592896,3.594305992126465,34.0,34.48462438583374,"",0.03310000151395798,4.376803398132324,0.11924999952316284,"","",10000.0
15.911046504974365,3.4902029037475586,35.0,34.31701350212097,"",0.0357000008225441,4.339958190917969,0.13474999368190765,"","",10000.0
15.810101985931396,3.4516968727111816,36.0,34.09635853767395,"",0.0364999994635582,4.370190620422363,0.148499995470047,"","",10000.0
16.22181487083435,3.50881290435791,37.0,33.69477725028992,"",0.030300000682473183,4.392472743988037,0.13124999403953552,"","",10000.0
15.833480596542358,3.5247788429260254,38.0,34.072330474853516,"",0.03220000118017197,4.493679046630859,0.1352500021457672,"","",10000.0
