"validation/stat/num_examples","eval/loss","eval/sparse_categorical_accuracy","validation/eval/loss","validation/eval/sparse_categorical_accuracy","round_time_in_seconds","stat/num_examples","validation/validation_time_in_seconds","loss","round_num","sparse_categorical_accuracy"
77483.0,"","",2.3177709579467773,0.46712180972099304,24.721437692642212,"",18.469238758087158,2.5121874809265137,23.0,0.40775150060653687
77483.0,"","",2.230238437652588,0.49223700165748596,27.17615795135498,"",18.634207010269165,2.429670572280884,24.0,0.42106544971466064
77483.0,"","",2.113966703414917,0.5050656199455261,25.5932719707489,"",18.492051601409912,2.3337209224700928,25.0,0.45062923431396484
77483.0,"","",2.0592596530914307,0.5189783573150635,25.936131715774536,"",18.409905910491943,2.2521955966949463,26.0,0.468715637922287
77483.0,"","",1.9680520296096802,0.5412412881851196,26.673606157302856,"",18.573974609375,2.202846050262451,27.0,0.47514569759368896
77483.0,"","",1.9340749979019165,0.5454228520393372,25.50446128845215,"",18.345203399658203,2.1135494709014893,28.0,0.5049607753753662
77483.0,"","",1.8491758108139038,0.563555896282196,27.007115364074707,"",18.420593976974487,2.070830821990967,29.0,0.5043602585792542
77483.0,"","",1.7998756170272827,0.5758940577507019,26.864015579223633,"",18.441467761993408,2.0544493198394775,30.0,0.5136663913726807
77483.0,"","",1.7386701107025146,0.5827213525772095,24.908716440200806,"",18.740638256072998,1.9539307355880737,31.0,0.5357930660247803
77483.0,"","",1.6661579608917236,0.5959242582321167,26.30524969100952,"",18.464073419570923,1.9196709394454956,32.0,0.5375308990478516
77483.0,"","",1.6149063110351562,0.6045197248458862,25.5697979927063,"",18.368430852890015,1.7843396663665771,33.0,0.5704225301742554
77483.0,"","",1.569915533065796,0.6137733459472656,25.649876356124878,"",18.42365598678589,1.829967737197876,34.0,0.5602140426635742
77483.0,"","",1.5128421783447266,0.6261889934539795,26.41419553756714,"",18.36334228515625,1.698205828666687,35.0,0.5838028192520142
77483.0,"","",1.505526065826416,0.6326678395271301,27.299120903015137,"",18.473681926727295,1.7817119359970093,36.0,0.5696350932121277
77483.0,"","",1.4408831596374512,0.6412116289138794,26.598474264144897,"",18.40499472618103,1.6366357803344727,37.0,0.5990407466888428
77483.0,"","",1.3995975255966187,0.647754967212677,26.749140977859497,"",18.443526029586792,1.611235499382019,38.0,0.6017923951148987
77483.0,"","",1.3629071712493896,0.6539757251739502,26.793123483657837,"",18.428281784057617,1.6489458084106445,39.0,0.5881264209747314
77483.0,"","",1.3335607051849365,0.6609966158866882,26.573301792144775,"",18.47109317779541,1.5806593894958496,40.0,0.611663281917572
77483.0,"","",1.3024107217788696,0.6656556725502014,26.91533589363098,"",18.471916913986206,1.5113792419433594,41.0,0.6236420273780823
77483.0,"","",1.2759186029434204,0.6711278557777405,26.047317504882812,"",18.36379885673523,1.5314182043075562,42.0,0.6167896389961243
77483.0,"","",1.2459983825683594,0.6754642724990845,26.38093852996826,"",18.415260076522827,1.4780467748641968,43.0,0.6302099227905273
77483.0,"","",1.2203305959701538,0.6821109056472778,26.242505073547363,"",18.389726400375366,1.4785466194152832,44.0,0.6304658055305481
77483.0,"","",1.199055552482605,0.6847437620162964,27.304330348968506,"",18.594749927520752,1.4060847759246826,45.0,0.6463044881820679
77483.0,"","",1.1761480569839478,0.6900094151496887,27.97579002380371,"",18.40753722190857,1.4145716428756714,46.0,0.6411734819412231
77483.0,"","",1.1571789979934692,0.6907966732978821,27.474173069000244,"",18.435592889785767,1.374239206314087,47.0,0.6506425738334656
77483.0,"","",1.1287590265274048,0.6953912377357483,26.796538591384888,"",18.362054586410522,1.3223111629486084,48.0,0.6597861051559448
77483.0,"","",1.1122244596481323,0.6993792057037354,27.454752683639526,"",18.440861701965332,1.3306337594985962,49.0,0.6599613428115845
77483.0,"","",1.0832487344741821,0.7064000964164734,25.701661109924316,"",18.35182523727417,1.2964707612991333,50.0,0.6661595702171326
77483.0,"","",1.0665615797042847,0.7084779739379883,27.047399759292603,"",18.807504177093506,1.2644597291946411,51.0,0.6740670800209045
77483.0,"","",1.0531837940216064,0.7103106379508972,26.721819639205933,"",18.443235635757446,1.319507122039795,52.0,0.6551136374473572
77483.0,"","",1.0428853034973145,0.714505136013031,26.35189390182495,"",18.47958493232727,1.2738313674926758,53.0,0.6694768667221069
77483.0,"","",1.0252699851989746,0.7161700129508972,26.987337350845337,"",18.481334686279297,1.2173552513122559,54.0,0.6818385124206543
77483.0,"","",1.0092248916625977,0.7192287445068359,26.124037265777588,"",18.366709232330322,1.2148984670639038,55.0,0.6788811683654785
77483.0,"","",0.9917839765548706,0.7236167788505554,25.77099585533142,"",18.434283018112183,1.2595009803771973,56.0,0.6657953858375549
77483.0,"","",0.9807100892066956,0.7271272540092468,25.84054732322693,"",18.394545316696167,1.1942007541656494,57.0,0.6852986812591553
77483.0,"","",0.9701902270317078,0.7287663221359253,25.835309743881226,"",18.62302303314209,1.1906663179397583,58.0,0.6835308074951172
77483.0,"","",0.9545601010322571,0.7310506701469421,25.707431316375732,"",18.393445253372192,1.172634482383728,59.0,0.6890765428543091
77483.0,"","",0.9386940002441406,0.7328833341598511,25.827208280563354,"",18.45267939567566,1.1881988048553467,60.0,0.6859936118125916
77483.0,"","",0.9327774047851562,0.7351806163787842,26.11728596687317,"",18.401350498199463,1.1814662218093872,61.0,0.6877176761627197
77483.0,"","",0.9245133996009827,0.7383297085762024,25.902212381362915,"",18.367101669311523,1.1792205572128296,62.0,0.6858664155006409
77483.0,"","",0.9155098795890808,0.7402656078338623,24.7193500995636,"",18.981285333633423,1.1777831315994263,63.0,0.6835723519325256
77483.0,"","",0.904148519039154,0.7428468465805054,26.082064390182495,"",18.419097661972046,1.1192728281021118,64.0,0.699892520904541
77483.0,"","",0.8940620422363281,0.7426919341087341,26.952999114990234,"",18.396666765213013,1.0931665897369385,65.0,0.7061285972595215
77483.0,"","",0.8922058939933777,0.739091157913208,27.527019023895264,"",18.309969186782837,1.0803923606872559,66.0,0.7047746777534485
77483.0,"","",0.8816113471984863,0.7437631487846375,27.36708354949951,"",18.429155349731445,1.0804911851882935,67.0,0.7108250856399536
77483.0,"","",0.877960205078125,0.7420466542243958,26.550264596939087,"",18.430453062057495,1.0993502140045166,68.0,0.6999654769897461
77483.0,"","",0.8624938130378723,0.7495579719543457,26.401739358901978,"",18.5329532623291,1.0270016193389893,69.0,0.7194132208824158
77483.0,"","",0.8581123352050781,0.750487208366394,26.034275770187378,"",18.47607970237732,1.0305736064910889,70.0,0.719433605670929
77483.0,"","",0.8509718179702759,0.7515842318534851,26.983009815216064,"",18.445520877838135,1.0786685943603516,71.0,0.7109371423721313
77483.0,"","",0.8445013165473938,0.7522295117378235,27.641824960708618,"",18.550424814224243,1.0747416019439697,72.0,0.7112617492675781
77483.0,"","",0.8380094766616821,0.7558948397636414,29.320908546447754,"",18.395492792129517,1.0760607719421387,73.0,0.7101037502288818
77483.0,"","",0.8311174511909485,0.7574951648712158,25.97912311553955,"",18.47403049468994,1.018983006477356,74.0,0.7234031558036804
77483.0,"","",0.8283954858779907,0.7585276961326599,26.897255420684814,"",18.367161512374878,1.0417207479476929,75.0,0.7149511575698853
77483.0,"","",0.8179535269737244,0.7600893378257751,26.648125648498535,"",18.487929344177246,1.0422461032867432,76.0,0.7169305682182312
77483.0,"","",0.8087515234947205,0.7623865604400635,25.550918340682983,"",18.347747564315796,0.9893370270729065,77.0,0.72524094581604
77483.0,"","",0.8068187236785889,0.7628383040428162,26.263527393341064,"",18.778003215789795,1.0315260887145996,78.0,0.71860671043396
77483.0,"","",0.7964179515838623,0.7638707756996155,27.15816330909729,"",18.400144815444946,1.0120635032653809,79.0,0.7216145992279053
77483.0,"","",0.8017992377281189,0.7597150206565857,28.049837112426758,"",18.434053421020508,1.05258047580719,80.0,0.7130832672119141
77483.0,"","",0.7941669225692749,0.7629802823066711,26.264636754989624,"",18.40567684173584,0.9394096732139587,81.0,0.7390780448913574
77483.0,"","",0.7864698171615601,0.7667230367660522,26.273224592208862,"",18.451029062271118,1.0058597326278687,82.0,0.7240039706230164
77483.0,"","",0.7787374258041382,0.7660906314849854,26.381502389907837,"",18.48209571838379,0.9753028750419617,83.0,0.7304343581199646
77483.0,"","",0.7786043882369995,0.7656518220901489,26.570048570632935,"",18.3928701877594,1.0214300155639648,84.0,0.7181845307350159
77483.0,"","",0.7750421762466431,0.7689687013626099,25.893187522888184,"",18.50737977027893,0.9854030609130859,85.0,0.7363051772117615
77483.0,"","",0.7676448225975037,0.769291341304779,31.072980642318726,"",18.425485372543335,0.9276860356330872,86.0,0.7393444180488586
77483.0,"","",0.7650075554847717,0.7697172164916992,26.267982482910156,"",18.440616130828857,0.968673586845398,87.0,0.7315356731414795
77483.0,"","",0.759596586227417,0.772711455821991,25.7815043926239,"",18.379414796829224,0.931473970413208,88.0,0.7414325475692749
77483.0,"","",0.7584545016288757,0.7715240716934204,26.79816460609436,"",18.500375986099243,0.9224306344985962,89.0,0.746796190738678
77483.0,"","",0.7654845118522644,0.766645610332489,27.91370987892151,"",18.371530771255493,0.9601508975028992,90.0,0.7321478724479675
77483.0,"","",0.7459670305252075,0.7752668261528015,26.58447790145874,"",18.463250398635864,0.9177950024604797,91.0,0.7407313585281372
77483.0,"","",0.7428484559059143,0.7764928936958313,26.141509532928467,"",18.367077350616455,0.9297088980674744,92.0,0.7402798533439636
77483.0,"","",0.7416543960571289,0.7748538255691528,26.25925612449646,"",18.48727297782898,0.8874489665031433,93.0,0.7531293630599976
77483.0,"","",0.7395031452178955,0.7748925685882568,26.386863946914673,"",18.443190813064575,0.8536485433578491,94.0,0.7570474147796631
77483.0,"","",0.7387056350708008,0.7748925685882568,26.679620027542114,"",18.43315887451172,0.9101805686950684,95.0,0.7456892132759094
77483.0,"","",0.7363756895065308,0.7763896584510803,25.981334686279297,"",18.461761236190796,0.9241800308227539,96.0,0.7404800653457642
77483.0,"","",0.7361249923706055,0.7761315107345581,25.99436116218567,"",18.33086061477661,0.9378631114959717,97.0,0.7365639805793762
77483.0,"","",0.7251340746879578,0.7796161770820618,26.535584688186646,"",18.592607259750366,0.8655393719673157,98.0,0.7547939419746399
77483.0,"","",0.722579836845398,0.7773834466934204,27.468353033065796,"",18.456312656402588,0.8999547362327576,99.0,0.7487126588821411
77483.0,"","",0.723115086555481,0.7792547941207886,25.84703540802002,"",18.44318675994873,0.9170957803726196,100.0,0.7423921227455139
77483.0,"","",0.7169932723045349,0.7804550528526306,26.8641414642334,"",18.331011533737183,0.895056962966919,101.0,0.7448822259902954
77483.0,"","",0.7105870246887207,0.7834621667861938,26.57906675338745,"",18.51048755645752,0.8795527219772339,102.0,0.7535725235939026
77483.0,"","",0.706809401512146,0.7838106155395508,26.11165475845337,"",18.39347815513611,0.8844334483146667,103.0,0.7486728429794312
77483.0,"","",0.7045038342475891,0.7835267186164856,29.910369873046875,"",18.420190811157227,0.8912121057510376,104.0,0.7464693188667297
77483.0,"","",0.7107481360435486,0.77983558177948,27.87148356437683,"",18.360912084579468,0.9406884908676147,105.0,0.7363976836204529
77483.0,"","",0.7029735445976257,0.7827781438827515,25.91895055770874,"",18.49058198928833,0.8831140995025635,106.0,0.7474783658981323
77483.0,"","",0.6998920440673828,0.784313976764679,25.84788680076599,"",18.471670150756836,0.8639052510261536,107.0,0.7540712952613831
77483.0,"","",0.7033133506774902,0.7809196710586548,27.76849341392517,"",18.35444951057434,0.8590244650840759,108.0,0.7536600232124329
77483.0,"","",0.7036543488502502,0.7803776264190674,29.279345989227295,"",18.48090934753418,0.8612686395645142,109.0,0.7560269236564636
77483.0,"","",0.6964243650436401,0.7836945056915283,26.550212860107422,"",18.376816987991333,0.8742023706436157,110.0,0.7546122074127197
77483.0,"","",0.6899529695510864,0.7873985171318054,26.75520157814026,"",18.38556218147278,0.867759644985199,111.0,0.7488501667976379
77483.0,"","",0.6889864206314087,0.7876566648483276,26.340192317962646,"",18.420724391937256,0.8908571004867554,112.0,0.7446300983428955
77483.0,"","",0.6867623329162598,0.7874759435653687,26.76815390586853,"",18.480109930038452,0.8022691607475281,113.0,0.7749565243721008
77483.0,"","",0.6934942603111267,0.7834234833717346,26.621454000473022,"",18.396525621414185,0.8576802015304565,114.0,0.754858672618866
77483.0,"","",0.6815091967582703,0.7888569235801697,26.662574291229248,"",18.48893690109253,0.8140822649002075,115.0,0.7655398845672607
77483.0,"","",0.6853185296058655,0.7860175967216492,26.274198055267334,"",18.384285926818848,0.808683454990387,116.0,0.7668949365615845
77483.0,"","",0.6861406564712524,0.7858240008354187,27.380259037017822,"",18.48521661758423,0.8608848452568054,117.0,0.7574599981307983
77483.0,"","",0.6781768202781677,0.7876695394515991,26.63635492324829,"",18.61397910118103,0.8464859127998352,118.0,0.7593141794204712
77483.0,"","",0.6762216687202454,0.7890117764472961,26.508354663848877,"",18.522289037704468,0.8314605951309204,119.0,0.7639604210853577
77483.0,"","",0.6758068203926086,0.7889730930328369,25.996235370635986,"",18.438904762268066,0.7855401635169983,120.0,0.769939124584198
77483.0,"","",0.6766522526741028,0.7894635200500488,26.444098472595215,"",18.40179967880249,0.8100451827049255,121.0,0.7668282985687256
77483.0,"","",0.6721055507659912,0.7913994193077087,25.353209018707275,"",18.54852867126465,0.8324558734893799,122.0,0.7594999074935913
77483.0,"","",0.6683146953582764,0.7911670804023743,26.927504301071167,"",18.411503553390503,0.8534520268440247,123.0,0.7605161666870117
77483.0,"","",0.6709409952163696,0.7911542057991028,26.33080792427063,"",18.369568347930908,0.8171340823173523,124.0,0.7664455771446228
77483.0,"","",0.6662914752960205,0.7930513620376587,26.234339237213135,"",18.54767084121704,0.8273630142211914,125.0,0.7641937136650085
77483.0,"","",0.6662098169326782,0.7913994193077087,26.40333366394043,"",18.408780813217163,0.7731330990791321,126.0,0.7769522070884705
77483.0,"","",0.6595636010169983,0.7936967015266418,25.775377988815308,"",18.34383988380432,0.8010907173156738,127.0,0.7676105499267578
77483.0,"","",0.6609011888504028,0.7920060157775879,26.93580389022827,"",18.459649085998535,0.8034529089927673,128.0,0.770606517791748
77483.0,"","",0.6675863265991211,0.7895538210868835,26.875805616378784,"",18.477859020233154,0.8217096328735352,129.0,0.7671212553977966
77483.0,"","",0.6665162444114685,0.7893086075782776,27.318171501159668,"",18.463253498077393,0.74665766954422,130.0,0.785112738609314
77483.0,"","",0.6592512726783752,0.7927416563034058,26.96627640724182,"",18.47623324394226,0.750404417514801,131.0,0.7776623368263245
77483.0,"","",0.6560592651367188,0.7938902974128723,25.32221817970276,"",18.422970294952393,0.7849288582801819,132.0,0.7758062481880188
77483.0,"","",0.6547282338142395,0.7944839596748352,26.584784030914307,"",18.47393274307251,0.8338792324066162,133.0,0.7657492160797119
77483.0,"","",0.6539848446846008,0.7949872612953186,26.3139865398407,"",18.401928424835205,0.8046936392784119,134.0,0.7688105702400208
77483.0,"","",0.6489239931106567,0.7969748377799988,25.35817575454712,"",18.507869720458984,0.8009157776832581,135.0,0.7737677097320557
77483.0,"","",0.6499481797218323,0.7978782653808594,25.074836254119873,"",18.354159593582153,0.7985432744026184,136.0,0.7698109149932861
77483.0,"","",0.647617757320404,0.7974781394004822,27.579169034957886,"",18.428070783615112,0.7981313467025757,137.0,0.7723084092140198
77483.0,"","",0.6440203189849854,0.7964327931404114,26.472802877426147,"",18.438169240951538,0.7911819815635681,138.0,0.7755584120750427
77483.0,"","",0.6531237363815308,0.7917994856834412,27.140360355377197,"",18.43652844429016,0.7772097587585449,139.0,0.7747891545295715
77483.0,"","",0.6435827016830444,0.7949485778808594,26.931421995162964,"",18.488313913345337,0.8174426555633545,140.0,0.7659364342689514
77483.0,"","",0.6452193856239319,0.7970651388168335,26.236916542053223,"",18.276719570159912,0.7337830066680908,141.0,0.7854726910591125
77483.0,"","",0.6404251456260681,0.7979169487953186,27.22908902168274,"",18.42167830467224,0.7655094265937805,142.0,0.7769511342048645
77483.0,"","",0.6440771222114563,0.7974781394004822,26.485496997833252,"",18.42611074447632,0.7676066756248474,143.0,0.7782964706420898
77483.0,"","",0.637230634689331,0.8002013564109802,25.976319313049316,"",18.414869785308838,0.7684990167617798,144.0,0.7759397625923157
77483.0,"","",0.6401717066764832,0.795993983745575,28.122685194015503,"",18.54503893852234,0.7955210208892822,145.0,0.7696174383163452
77483.0,"","",0.6374825835227966,0.7983428835868835,27.15490984916687,"",18.46176242828369,0.8066129684448242,146.0,0.7717592716217041
77483.0,"","",0.6338744163513184,0.8008982539176941,25.977191925048828,"",18.377453327178955,0.8843835592269897,147.0,0.7479134202003479
77483.0,"","",0.6328790783882141,0.799697995185852,26.99803876876831,"",18.467000484466553,0.7601290345191956,148.0,0.7786702513694763
77483.0,"","",0.6289764046669006,0.8023566603660583,24.983539581298828,"",18.430333137512207,0.7894710898399353,149.0,0.7736677527427673
77483.0,"","",0.6251854300498962,0.8034536838531494,26.67882466316223,"",18.341735124588013,0.744149923324585,150.0,0.781288206577301
77483.0,"","",0.6261433959007263,0.8019823431968689,26.20051383972168,"",18.514874696731567,0.7831106781959534,151.0,0.7729363441467285
77483.0,"","",0.6259810328483582,0.8010660409927368,27.501269340515137,"",18.957752227783203,0.7698963284492493,152.0,0.7733256220817566
77483.0,"","",0.6263387203216553,0.8005239963531494,29.433982849121094,"",18.420690298080444,0.7229828834533691,153.0,0.791264533996582
77483.0,"","",0.6281229853630066,0.7997496128082275,26.319125652313232,"",18.253220558166504,0.7817969918251038,154.0,0.7784327864646912
77483.0,"","",0.6251072883605957,0.8010789752006531,27.243091821670532,"",18.453818559646606,0.804159939289093,155.0,0.7720250487327576
77483.0,"","",0.6205523610115051,0.8038150072097778,25.534915924072266,"",18.457637548446655,0.7685366272926331,156.0,0.7729427218437195
77483.0,"","",0.6190102100372314,0.8040086030960083,28.595316171646118,"",18.42867088317871,0.7789224982261658,157.0,0.7707396149635315
77483.0,"","",0.6204633712768555,0.803118109703064,26.005075454711914,"",18.392169952392578,0.7166578769683838,158.0,0.7938746213912964
77483.0,"","",0.6178087592124939,0.8051185607910156,26.12356185913086,"",18.42488932609558,0.7770557999610901,159.0,0.7752851247787476
77483.0,"","",0.6142257452011108,0.8055702447891235,25.147918462753296,"",18.497820377349854,0.7781651020050049,160.0,0.7725292444229126
77483.0,"","",0.6124679446220398,0.8056734800338745,26.394983530044556,"",18.412091732025146,0.7678945064544678,161.0,0.7789894342422485
77483.0,"","",0.6174210906028748,0.8029374480247498,26.558465719223022,"",18.439133167266846,0.7882634401321411,162.0,0.7751675844192505
77483.0,"","",0.6129170656204224,0.805763840675354,26.175024032592773,"",18.391607761383057,0.7431368827819824,163.0,0.7852570414543152
77483.0,"","",0.611927330493927,0.8054282665252686,26.549602270126343,"",18.60317897796631,0.7842854261398315,164.0,0.7732011675834656
77483.0,"","",0.6105154156684875,0.8052863478660583,27.313788175582886,"",18.34621000289917,0.7506837844848633,165.0,0.7834749221801758
77483.0,"","",0.6111350655555725,0.8052863478660583,26.931458711624146,"",18.44371771812439,0.78370201587677,166.0,0.7776833772659302
77483.0,"","",0.6079872250556946,0.8069512248039246,26.215065240859985,"",18.273741722106934,0.7124069333076477,167.0,0.7896420359611511
77483.0,"","",0.6142822504043579,0.8020468950271606,27.192896604537964,"",18.45498490333557,0.7012206315994263,168.0,0.7926260232925415
77483.0,"","",0.6080465316772461,0.8064736723899841,26.20009756088257,"",18.26288866996765,0.6973191499710083,169.0,0.79131019115448
77483.0,"","",0.6188260316848755,0.8019694685935974,27.439775466918945,"",18.399059057235718,0.7410591840744019,170.0,0.7801660299301147
77483.0,"","",0.6075316071510315,0.8050927519798279,25.42552924156189,"",18.515454053878784,0.7627720832824707,171.0,0.7819572687149048
77483.0,"","",0.6022583842277527,0.8095324039459229,26.404836177825928,"",18.525009155273438,0.7491491436958313,172.0,0.7779731154441833
77483.0,"","",0.6050945520401001,0.8080223798751831,27.455621004104614,"",18.50420117378235,0.7374168038368225,173.0,0.7829872369766235
77483.0,"","",0.6013292074203491,0.8092485070228577,25.839191198349,"",18.427598476409912,0.7232860922813416,174.0,0.7878914475440979
77483.0,"","",0.6033652424812317,0.8076997399330139,26.84206795692444,"",18.44487476348877,0.7345057725906372,175.0,0.7866184711456299
77483.0,"","",0.6007183790206909,0.8083966970443726,26.94479727745056,"",18.37528967857361,0.7341699004173279,176.0,0.7845159769058228
77483.0,"","",0.5985937118530273,0.8082417845726013,27.431091785430908,"",18.461017847061157,0.7186285853385925,177.0,0.7906073927879333
77483.0,"","",0.5987817645072937,0.8086419105529785,26.161331176757812,"",18.39484405517578,0.7811177372932434,178.0,0.7775214314460754
77483.0,"","",0.5986968278884888,0.8093259334564209,27.39260482788086,"",18.44575786590576,0.6860600709915161,179.0,0.794941782951355
77483.0,"","",0.5986854434013367,0.8090419769287109,26.252949237823486,"",18.379570722579956,0.7596674561500549,180.0,0.7813588976860046
77483.0,"","",0.5969727039337158,0.8108488321304321,25.818793058395386,"",18.47315788269043,0.7206087112426758,181.0,0.7925230860710144
77483.0,"","",0.5980919599533081,0.808758020401001,26.18958330154419,"",18.41613745689392,0.6851192712783813,182.0,0.7992062568664551
77483.0,"","",0.5993065237998962,0.807209312915802,26.77055788040161,"",18.37328577041626,0.7183430790901184,183.0,0.7877513766288757
77483.0,"","",0.6004235744476318,0.8058928847312927,27.89172101020813,"",18.478116989135742,0.7005664110183716,184.0,0.7924914956092834
77483.0,"","",0.596686840057373,0.8090032935142517,26.601410150527954,"",18.297327756881714,0.691626250743866,185.0,0.7955305576324463
77483.0,"","",0.6032034158706665,0.8056347966194153,26.82397484779358,"",18.473872900009155,0.7334156036376953,186.0,0.790992796421051
77483.0,"","",0.5922863483428955,0.8108617663383484,26.975847244262695,"",18.33046555519104,0.7130973935127258,187.0,0.7917105555534363
77483.0,"","",0.5906437039375305,0.8109262585639954,27.120471239089966,"",18.456120014190674,0.7105726599693298,188.0,0.7914953231811523
77483.0,"","",0.5903074145317078,0.811726450920105,26.292500257492065,"",18.354106187820435,0.6819367408752441,189.0,0.8029155731201172
77483.0,"","",0.5890872478485107,0.8111972808837891,26.05669403076172,"",18.467641353607178,0.7325620651245117,190.0,0.7825706005096436
77483.0,"","",0.5912359952926636,0.8088483810424805,29.000733137130737,"",18.32330846786499,0.698017418384552,191.0,0.7952818870544434
77483.0,"","",0.5899801254272461,0.8095453381538391,27.045625686645508,"",18.683300495147705,0.6931815147399902,192.0,0.797051191329956
77483.0,"","",0.5915670394897461,0.8105520009994507,26.708234071731567,"",18.41015625,0.7160972356796265,193.0,0.7873510122299194
77483.0,"","",0.5890293121337891,0.8092871904373169,26.57622718811035,"",18.56619381904602,0.6984913945198059,194.0,0.7944684028625488
77483.0,"","",0.5844792723655701,0.8123072385787964,25.96873450279236,"",18.473608255386353,0.712425947189331,195.0,0.7907013297080994
77483.0,"","",0.5804159641265869,0.8138688206672668,25.631596088409424,"",18.429848194122314,0.7402033805847168,196.0,0.7786635756492615
77483.0,"","",0.5833756923675537,0.8148755431175232,25.937235116958618,"",18.47382879257202,0.7219367027282715,197.0,0.7865692377090454
77483.0,"","",0.5816875100135803,0.8137397766113281,25.99925398826599,"",18.422356367111206,0.6804949641227722,198.0,0.8001841902732849
77483.0,"","",0.5791423916816711,0.8146432042121887,26.212233543395996,"",18.377524614334106,0.7124390602111816,199.0,0.7924676537513733
77483.0,"","",0.5766701698303223,0.8156628012657166,25.608208656311035,"",18.37730121612549,0.720350444316864,200.0,0.7916600108146667
"",0.5766697525978088,0.8156628012657166,"","","",77483,"","",201,""
