"eval/loss","validation/stat/num_examples","round_time_in_seconds","loss","validation/eval/sparse_categorical_accuracy","validation/eval/loss","validation/validation_time_in_seconds","round_num","stat/num_examples","eval/sparse_categorical_accuracy","sparse_categorical_accuracy"
"",77483.0,"","",0.0065949950367212296,4.135022163391113,61.06123995780945,0.0,"","",""
"",77483.0,23.788787603378296,4.023714065551758,0.06343326717615128,3.9833593368530273,54.890812397003174,1.0,"","",0.03820116072893143
"",77483.0,6.977994680404663,3.9181435108184814,0.05565091595053673,3.9567558765411377,56.402398109436035,2.0,"","",0.06019900366663933
"",77483.0,6.848342657089233,3.858950138092041,0.053289107978343964,3.7881100177764893,55.862062215805054,3.0,"","",0.05827263370156288
"",77483.0,8.947404384613037,3.8374741077423096,0.05212756246328354,3.773393392562866,57.97956371307373,4.0,"","",0.059869036078453064
"",77483.0,6.910102844238281,3.7709779739379883,0.05565091595053673,3.76277494430542,58.197091579437256,5.0,"","",0.0671834647655487
"",77483.0,6.65311598777771,3.712421417236328,0.07721693813800812,3.6871349811553955,55.78613805770874,6.0,"","",0.06196213513612747
"",77483.0,7.342523813247681,3.7097315788269043,0.07082843780517578,3.7024872303009033,39.10799741744995,7.0,"","",0.05788235366344452
"",77483.0,5.288593292236328,3.768848180770874,0.052824489772319794,3.6865832805633545,42.173840284347534,8.0,"","",0.05550416186451912
"",77483.0,6.880980491638184,3.7162318229675293,0.05214047059416771,3.6791114807128906,55.5166654586792,9.0,"","",0.05748218670487404
"",77483.0,7.038392066955566,3.707991123199463,0.05094020441174507,3.6887595653533936,57.424240589141846,10.0,"","",0.06226516515016556
"",77483.0,6.767751932144165,3.6485939025878906,0.11183097958564758,3.6646640300750732,56.760624408721924,11.0,"","",0.0739549845457077
"",77483.0,6.656436443328857,3.6470212936401367,0.05997444689273834,3.6599793434143066,30.900238275527954,12.0,"","",0.07407407462596893
"",77483.0,4.816120624542236,3.6764450073242188,0.16384239494800568,3.616076707839966,48.964112997055054,13.0,"","",0.06640040129423141
"",77483.0,7.160252094268799,3.638071298599243,0.16124826669692993,3.6256022453308105,57.222365617752075,14.0,"","",0.08703619241714478
"",77483.0,7.8283984661102295,3.6763322353363037,0.2713111340999603,3.559340000152588,57.80857610702515,15.0,"","",0.08774904906749725
"",77483.0,6.705182313919067,3.5451252460479736,0.31938618421554565,3.4769327640533447,57.51536965370178,16.0,"","",0.1280737668275833
"",77483.0,6.738186597824097,3.4336209297180176,0.35642656683921814,3.3466601371765137,56.39148688316345,17.0,"","",0.15514668822288513
"",77483.0,6.487291574478149,3.228260040283203,0.39238283038139343,3.1600584983825684,42.95293831825256,18.0,"","",0.19311875104904175
"",77483.0,5.089663505554199,3.04256010055542,0.39656439423561096,2.996572732925415,39.05584096908569,19.0,"","",0.27853453159332275
"",77483.0,5.993244409561157,2.8399407863616943,0.3798897862434387,2.7713868618011475,55.73884844779968,20.0,"","",0.37142857909202576
"",77483.0,7.419480085372925,2.7558376789093018,0.46003639698028564,2.5268523693084717,43.503631830215454,21.0,"","",0.3522966802120209
"",77483.0,5.046451568603516,2.6468608379364014,0.45773911476135254,2.368708610534668,38.9233124256134,22.0,"","",0.362677663564682
"",77483.0,6.303708076477051,2.302729606628418,0.48005369305610657,2.270097255706787,56.36261510848999,23.0,"","",0.4928143620491028
"",77483.0,7.012147903442383,2.4143528938293457,0.5200108289718628,2.1423826217651367,42.798946380615234,24.0,"","",0.4295332133769989
"",77483.0,5.081660509109497,2.3166542053222656,0.5382212996482849,2.0008957386016846,39.07368540763855,25.0,"","",0.448385626077652
"",77483.0,6.993354320526123,2.095440626144409,0.5430223345756531,1.952581524848938,56.06367516517639,26.0,"","",0.5088844895362854
"",77483.0,7.105149269104004,2.095066547393799,0.5547539591789246,1.947196125984192,57.38594651222229,27.0,"","",0.5201149582862854
"",77483.0,6.31501317024231,2.010338068008423,0.5621878504753113,1.866769790649414,56.0629768371582,28.0,"","",0.5378485918045044
"",77483.0,6.861392021179199,2.1245179176330566,0.5812113881111145,1.7429450750350952,35.356491804122925,29.0,"","",0.4904618561267853
"",77483.0,5.318879127502441,1.7751967906951904,0.5877547264099121,1.7010513544082642,47.72951626777649,30.0,"","",0.5843348503112793
"",77483.0,6.150869607925415,1.9990832805633545,0.5917814373970032,1.6731184720993042,55.362372159957886,31.0,"","",0.5263811349868774
"",77483.0,6.783103942871094,1.899554967880249,0.610327422618866,1.5893081426620483,56.91416883468628,32.0,"","",0.5425587296485901
"",77483.0,6.323340892791748,1.7698312997817993,0.5949434041976929,1.6173015832901,54.867631912231445,33.0,"","",0.5708232522010803
"",77483.0,5.660194635391235,1.7440701723098755,0.6230399012565613,1.5308291912078857,57.49553060531616,34.0,"","",0.5936794877052307
"",77483.0,6.985679626464844,1.8074181079864502,0.6178645491600037,1.5198675394058228,51.02976036071777,35.0,"","",0.5621699690818787
"",77483.0,4.652257204055786,1.7424813508987427,0.637881875038147,1.4671870470046997,31.308088541030884,36.0,"","",0.5811547040939331
"",77483.0,5.6524152755737305,1.6604846715927124,0.6428377628326416,1.4318853616714478,50.389979124069214,37.0,"","",0.5939990878105164
"",77483.0,6.851002931594849,1.767940878868103,0.6320741176605225,1.4288755655288696,56.96021604537964,38.0,"","",0.5710088014602661
"",77483.0,6.090078830718994,1.5325225591659546,0.6526721715927124,1.3726006746292114,30.632939338684082,39.0,"","",0.6044932007789612
"",77483.0,5.067240953445435,1.7174439430236816,0.6490197777748108,1.3954153060913086,52.63530373573303,40.0,"","",0.5871360301971436
"",77483.0,6.737941026687622,1.542971134185791,0.6621710658073425,1.2854783535003662,55.37063956260681,41.0,"","",0.6152758002281189
"",77483.0,6.633407115936279,1.5290348529815674,0.6612934470176697,1.318280577659607,31.229328632354736,42.0,"","",0.6187341809272766
"",77483.0,5.361970663070679,1.249428629875183,0.6667914390563965,1.2446762323379517,54.62777256965637,43.0,"","",0.6807753443717957
"",77483.0,7.216577529907227,1.4169321060180664,0.6753352284431458,1.2087726593017578,54.267027616500854,44.0,"","",0.6413359045982361
"",77483.0,4.757435083389282,1.4201653003692627,0.6707406640052795,1.215410590171814,31.0190372467041,45.0,"","",0.6525381803512573
"",77483.0,4.368165016174316,1.5929540395736694,0.6804847717285156,1.1830477714538574,56.56359028816223,46.0,"","",0.5952655673027039
"",77483.0,6.1943933963775635,1.3935437202453613,0.67972332239151,1.1902936697006226,53.57716393470764,47.0,"","",0.6601769924163818
"",77483.0,4.705239295959473,1.2413450479507446,0.6904224157333374,1.155893325805664,30.91797184944153,48.0,"","",0.7037625908851624
"",77483.0,4.56865382194519,1.1899032592773438,0.70268315076828,1.113852858543396,55.56129550933838,49.0,"","",0.7033811211585999
"",77483.0,7.101727485656738,1.4190285205841064,0.688292920589447,1.1417548656463623,54.117050886154175,50.0,"","",0.6235545873641968
"",77483.0,4.624995946884155,1.279745101928711,0.7049030065536499,1.0902366638183594,31.008473873138428,51.0,"","",0.6702247262001038
"",77483.0,5.1927103996276855,1.1840429306030273,0.7013022303581238,1.0817794799804688,55.57936954498291,52.0,"","",0.6781867146492004
"",77483.0,6.77067494392395,1.21414315700531,0.7080907821655273,1.0730574131011963,55.18605446815491,53.0,"","",0.6831337213516235
"",77483.0,8.472923994064331,1.1512339115142822,0.7070841193199158,1.0497543811798096,57.255526304244995,54.0,"","",0.6798493266105652
"",77483.0,7.361907243728638,1.1764354705810547,0.6871313452720642,1.1050454378128052,47.045007944107056,55.0,"","",0.6969696879386902
"",77483.0,4.2858192920684814,1.4272816181182861,0.6985145211219788,1.0737015008926392,30.68680214881897,56.0,"","",0.6231721043586731
"",77483.0,8.75906491279602,1.074248194694519,0.7036769390106201,1.0446189641952515,55.68098163604736,57.0,"","",0.7071823477745056
"",77483.0,7.4269468784332275,1.3007543087005615,0.7125692367553711,1.0330780744552612,49.52871489524841,58.0,"","",0.6556985974311829
"",77483.0,4.860256910324097,1.220170497894287,0.7150858640670776,1.004980444908142,30.98961114883423,59.0,"","",0.6705202460289001
"",77483.0,7.3382182121276855,1.1303521394729614,0.7057031989097595,1.0287208557128906,51.26885533332825,60.0,"","",0.7079561948776245
"",77483.0,6.31128716468811,1.2069153785705566,0.7144793272018433,0.9972043037414551,55.97682476043701,61.0,"","",0.683783769607544
"",77483.0,4.644859552383423,1.1929246187210083,0.7251138687133789,0.9598372578620911,30.700801372528076,62.0,"","",0.6909667253494263
"",77483.0,5.0955328941345215,1.3004324436187744,0.7267788052558899,0.9580426216125488,51.60632801055908,63.0,"","",0.6492933034896851
"",77483.0,7.033458471298218,1.2376550436019897,0.730586051940918,0.9306607842445374,55.68287110328674,64.0,"","",0.6727181077003479
"",77483.0,6.366663217544556,1.0569528341293335,0.7310248613357544,0.9290958642959595,58.188668966293335,65.0,"","",0.7295992374420166
"",77483.0,6.7213664054870605,1.1270900964736938,0.7244815230369568,0.9537420868873596,58.73624634742737,66.0,"","",0.6905900835990906
"",77483.0,6.800182819366455,1.2197871208190918,0.7296181321144104,0.933036208152771,54.87153387069702,67.0,"","",0.6829645037651062
"",77483.0,6.6241374015808105,1.088755488395691,0.739233136177063,0.9058802723884583,43.54478597640991,68.0,"","",0.7030268311500549
"",77483.0,4.5906288623809814,1.1258386373519897,0.7345869541168213,0.9131855964660645,38.28281760215759,69.0,"","",0.690816342830658
"",77483.0,6.715703725814819,0.9499688744544983,0.7280306816101074,0.9320273399353027,55.9319167137146,70.0,"","",0.7457327842712402
